"geneName","geneScore"
"TTN",0.12325
"USH2A",0.11883
"MUC16",0.11665
"COL6A3",0.11358
"FLG",0.11333
"ITSN2",0.11031
"SPTBN2",0.11028
"ARAP1",0.11003
"FAM208B",0.10997
"KIAA0825",0.10993
"ATP1A4",0.109
"RYR2",0.10899
"LRP2",0.10888
"GPR98",0.10884
"WDFY3",0.10831
"TRIP11",0.10771
"DNAH8",0.10762
"PEG3",0.10713
"DNAH11",0.10687
"ABCC4",0.10683
"MED13",0.10662
"PAM",0.10639
"RP11-32B5.1",0.10632
"SRCAP",0.10613
"ZFHX3",0.10613
"GRIK2",0.10594
"CPXM1",0.10587
"TLN2",0.10574
"EMR2",0.10567
"CCDC150",0.10556
"INADL",0.10509
"ABR",0.1049
"LAMA2",0.10457
"CCDC137",0.10447
"TACC2",0.10446
"RNF213",0.10445
"ERBB3",0.10431
"ZNF609",0.10415
"GSPT2",0.10401
"NINL",0.10392
"TNPO1",0.10386
"GON4L",0.1038
"CACNA1C",0.10369
"CUL4B",0.10358
"KANSL3",0.1035
"WDR33",0.10341
"ELTD1",0.10335
"MPDZ",0.10331
"FAT2",0.10331
"TTC18",0.10331
"PLXNA3",0.10331
"CKAP5",0.1033
"CECR2",0.10328
"EIF4A2",0.10328
"ZEB2",0.10324
"SAMD9L",0.10322
"SDCCAG8",0.10312
"ZNF527",0.103
"BRINP3",0.10298
"ERBB2IP",0.10296
"ZNF808",0.10287
"COL4A6",0.10286
"CRYBG3",0.1028
"KCNH6",0.1028
"ALDH3B1",0.10276
"CHL1",0.10276
"MYO1B",0.10262
"LMLN",0.10262
"SLC22A23",0.10255
"USP54",0.10245
"THADA",0.10244
"SERPINA5",0.10226
"SAGE1",0.10224
"PCDHGA9",0.10222
"LONRF1",0.10215
"AFF4",0.10214
"SIGLEC7",0.10213
"DMBT1",0.10212
"RAPGEF4",0.10205
"FAAH",0.102
"SLC27A4",0.1019
"GPR155",0.10186
"LRRC16A",0.10184
"ZCWPW1",0.10183
"AMER1",0.10181
"GABRG3",0.10175
"RHOT1",0.1015
"TCF12",0.10114
"GRIA1",0.10054
"TP53",0.022037
"BRCA2",0.012502
"PLCB1",0.011888
"EYS",0.011511
"JAK2",0.011503
"SYNE2",0.011499
"MTOR",0.011283
"MEFV",0.01105
"ARID1A",0.010692
"EFCAB12",0.010666
"KMT2C",0.010505
