"geneName","geneScore"
"TTN",0.12495
"Unknown",0.11803
"MUC16",0.11394
"BRCA2",0.10421
"PREX2",0.10327
"UBR4",0.1031
"PCNXL2",0.10222
"BAI1",0.10067
"LINC00869",0.1005
"TCHH",0.10049
"ANKRD36C",0.10031
"MUC5B",0.099881
"PTCHD3",0.099579
"CSMD2",0.099483
"COL12A1",0.09914
"DSCAML1",0.09901
"C1orf65",0.098985
"UNC5D",0.098975
"XIRP1",0.098781
"DNAH5",0.09856
"ABCC12",0.098531
"AKAP6",0.098308
"ANKRD50",0.098275
"MROH7",0.098183
"ADAMTS19",0.097811
"PLEC",0.097751
"ZNF318",0.097654
"RP5-1182A14.5",0.097652
"COL6A6",0.097622
"HSD17B4",0.097578
"HSPG2",0.097514
"KIAA0825",0.096953
"ABCA4",0.096774
"RELN",0.096584
"EPN3",0.096575
"CELSR2",0.096162
"ASPH",0.096079
"RAI1",0.096041
"HSPA4",0.096015
"DALRD3",0.095949
"NPAT",0.095934
"ADAMTS6",0.095893
"AGT",0.095842
"DDX12P",0.095804
"OR2G3",0.095764
"DOCK2",0.095586
"NUP98",0.095503
"HERC2P4",0.095502
"ZSCAN32",0.095465
"PPRC1",0.095271
"CXorf22",0.095233
"ZNF438",0.095225
"LMOD1",0.095203
"LETM1",0.095056
"SMEK2",0.095004
"BAHD1",0.094976
"KIAA0195",0.094813
"CYP4F11",0.094801
"SLC22A11",0.094759
"HRCT1",0.094738
"TTYH2",0.094694
"GRIN2C",0.09464
"CLSTN2",0.09462
"MYH11",0.094536
"ABCA6",0.094535
"AHCTF1",0.094526
"SMG1",0.094489
"MYO7B",0.094451
"LRRN2",0.094397
"PLCL2",0.094395
"TECPR2",0.094255
"TTC3",0.094231
"VASN",0.094218
"SMARCA4",0.094201
"GRIA1",0.094176
"PDGFRA",0.094152
"NBAS",0.094121
"AC116050.1",0.094103
"TMEM247",0.094093
"ACSM5",0.093937
"IDI1",0.09375
"POLR2A",0.093684
"ALK",0.093661
"EEF2",0.093658
"ARMCX1",0.093653
"BRPF3",0.093652
"SNTG2",0.093647
"CASR",0.093644
"NUDCD3",0.093635
"CSPP1",0.093588
"PCSK9",0.093516
"RP1L1",0.093473
"HEATR1",0.093469
"SLITRK6",0.093405
"AGL",0.093354
"UGT2B15",0.093322
"TAS2R16",0.093311
"KLRG2",0.09316
"NTNG1",0.093063
"C4orf21",0.093029
