"geneName","geneScore"
"TP53",0.11322
"Unknown",0.10556
"CROCCP2",0.10261
"KMT2C",0.10119
"TTN",0.099978
"MUC16",0.0985
"MUC4",0.09726
"SPEN",0.095665
"KMT2A",0.095593
"LRP2",0.095174
"UBR4",0.095067
"SPI1",0.094749
"VCAN",0.094687
"SYNE2",0.094581
"N4BP2",0.094293
"DCLRE1C",0.094234
"WDFY3",0.0942
"ARHGEF9",0.093782
"KNTC1",0.093676
"PKD1L1",0.093629
"DSE",0.093399
"SETD2",0.093134
"ELF3",0.093044
"SMCHD1",0.093007
"NBPF1",0.092904
"DYNC2H1",0.092841
"DMKN",0.092642
"ZNF821",0.092617
"GON4L",0.092615
"KCNH7",0.092608
"DLG1",0.092552
"NUAK2",0.092473
"FAM160A2",0.092457
"NLRC4",0.092438
"USP34",0.092438
"CHGB",0.092399
"CFTR",0.092307
"BLM",0.092288
"ZCWPW1",0.092215
"MAP3K4",0.0922
"SYCP2",0.092153
"MED12",0.092131
"HECW2",0.092075
"ARID2",0.092048
"DNAH11",0.091858
"HDAC6",0.091846
"ATP7A",0.09169
"COL5A3",0.091669
"USP53",0.091667
"KIAA2022",0.091618
"MYH1",0.091582
"DCTN4",0.09156
"LRIG3",0.091543
"KANK3",0.091523
"POM121L12",0.091523
"ESYT1",0.091512
"SAMD9L",0.091487
"ROR1",0.091436
"ANK3",0.091429
"PPP2R3C",0.091427
"CEP128",0.091409
"KIFC1",0.091374
"TLE6",0.09128
"UBA1",0.091257
"TMEM82",0.091204
"PTPRD",0.0912
"ZNF585B",0.091189
"BAZ2B",0.091181
"CATSPER2",0.091166
"UBA6",0.091148
"DCAF12L1",0.091021
"SMEK2",0.091007
"PTPRM",0.091003
"LRRC7",0.09098
"ABCC9",0.09098
"KANK2",0.090907
"PDZD2",0.090841
"HYDIN",0.090819
"C4orf21",0.090816
"MORC2",0.090811
"DDB1",0.090764
"CASR",0.09075
"EPHA5",0.090742
"PARP9",0.090727
"BMPER",0.090707
"TRIM49B",0.090703
"NT5E",0.090643
"NRXN3",0.090607
"YME1L1",0.090534
"CCDC170",0.090525
"FARSB",0.090512
"ABCB11",0.090469
"PCDHB1",0.090364
"ODF2",0.090331
"ENPP2",0.090313
"WASF1",0.090302
"FGFR4",0.090256
"PHC3",0.090254
"NEO1",0.090254
"ADAMTS1",0.090247
