"gene","geneScore"
"Tumor.CodedT1",1.16591762414267
"X.clinical.patients..cols..Stage.I",0.906876011316054
"patient.genderfemale",0.109427704517227
"X.clinical.patients..cols..infiltrating.ductal.carcinoma",0.0620677006647767
"HER2.Final.StatusNegative",0.0496138281945209
"X.clinical.patients..cols..mixed.histology..please.specify.",0.0353183423202212
"NA(32,37]",0.029140549394753
"NA(48,54]",0.0272698913990853
"patient.breast_carcinoma_estrogen_receptor_statuspositive",0.0143717854875942
"Node.CodedPositive",0.0115914675409917
