0.0001712,0.090049,0.00070461,0.0054078,0,0,0.00061065,0.00053872,0.00099329,0.0019422,0.00050177,0.10476,0,0.001804,0.00012437,0.001921,0.0019232,0.0021373,0,0.0034211,0,0,0,0,0.00111
0,0,0,0.0020999,0.0011939,0,0,0.10077,0.0018008,0.00058506,0.00037442,0.00010155,0,0,0.00099055,0,0,0.022562,0,0.0014438,0,0,0,0,0.11952
0.00051474,0.00086627,0,0.0007205,0.00016941,0,0.0020873,0,0.00055859,0.00040682,0.00061003,0.00020135,0,0.001178,0,0.0031538,0.0042583,0.0035206,0.0025285,0.00035815,0,0,0,0,0.0015853
0.0021838,0.00081331,0,0.0044949,0.0062575,0,0.00060711,0.00015052,0.0011907,0.0029124,0,0.00036874,0.0010334,0.0014383,0,0.0030717,0.010933,0.0064604,0.00086714,0.0014255,0,0.00061617,0,0,0
0,0.0013675,0,0.00074809,0.00050169,0,0.00027502,0.0013483,0.0017273,0.0011549,0,0.00054504,0,0,0,0.0012903,0.004544,0.0010534,0.0025727,0.0023877,0,0.0053761,0,0,0.0010562
0.001101,0.0014363,0,0.00078408,0,0,0,0.00011355,0.10363,0,0.00029925,0.0010991,0,0,0,0.0003429,0.00085238,0.013081,0,0.11122,0,0,0.00049944,0,0
0.0010115,0.00097649,0,0.00018934,0,0,0.00082529,0.0011775,0,0.10484,0,0.00026456,0,0.00070476,0,0.00013454,0.0026177,0.0017542,0.0019958,0,0.00038716,0.0068361,0,0,0
0,0,0.0014276,0.00051232,0.00031066,0,0,0.00056065,0.00089658,0.0018409,0,0.0019035,0,0.00016026,0,0.00057194,0.0023402,0.0036455,0.001741,0.0029702,0,0,0,0,0
0.00069251,0,0.00054069,0.0018947,0,0,0,0,0.0025139,0,0,0,0,0.00027595,0,0,0.00028574,0.0050538,0.00027973,0.00084573,0,0,0,0,0
0.00038121,0.00088663,0.089668,0.0019991,0.00094909,0,0.00015319,0.0010729,0.0012339,0,0,0.0011785,0,0.00069228,0,0.0019633,0.0032361,0.0014815,0.0010888,0.0016498,0,0,0.00029634,0,0.0020815
0,0.014609,0,0,0.00055173,0,0.0012683,0,0.00033692,0,0.00042248,0.00012576,0,0.0011904,0.00033175,0,0.071214,0.00060804,0.11121,0.00018258,0.0015089,0,0,0.00053286,0.0010003
0.00025863,0.00022804,0.00076464,0.0014122,0.0022246,0,0.00090621,0.0003329,0.00015301,0,0.0002843,0.00052925,0,0,0,0,0,0.0047224,0,0,0,0,0.00041145,0,0.0001117
0,0,0,0.0016329,0.00050989,0.00062971,0,0,0.00023935,0,0,0,0.00026118,0.00071949,0,0.00040383,0.004239,0.00074565,0,0.0014962,0.0010201,0,0,0,0.00083131
0.001677,0.0017987,0.00087708,0.00082616,0,0,0.00089543,0,0.001629,0.0030053,0,0.0026323,0,0.0003012,0.00054011,0.0039089,0.013548,0.0037563,0.0032856,0.0021434,0,0.0049947,0,0,0.002282
0.0010994,0.092276,0.0010045,0.091357,0,0,0.0016537,0.0024097,0,0.003718,0,0.0035397,0,0.0013811,0.0010548,0.0044513,0.0092476,0.0099671,0,0.0039442,0,0,0,0,0.00080686
0.0018218,0,0,0.00093951,0.0002904,0,0,0.00068339,0.00063853,0.00010255,0.00026491,0.0006753,0,0,0,0.0002156,0.00087821,0.0025603,0.00014516,0.0010238,0,0,0,0,0.0012795
0,0.0003426,0.00048856,0,0,0,0.00067603,0.00021331,0.00039529,0.00050301,0.00011215,0.00093644,0,0,0,0,0,0.0023007,0,0.0011752,0.00019966,0,0,0,0.00039326
0,0.00083638,0.00032948,0,0,0,0.00023797,0,0.00035391,0,0.00028114,0.00041967,0,0,0.00031464,0.00010208,0.00015672,0.0035059,0,0,0,0,0,0,0
0.00029901,0.0020246,0,0,0,0.015224,0.0014031,0.00043232,0,0.00047777,0,0.0012737,0.0018132,0,0,0,0.00082545,0.1112,0,0.0015745,0,0.0022021,0,0,0.00059079
0.00058143,0.00075535,0.00040809,0.0026547,0.0015054,0,0.00026064,0.00058062,0.0015662,0,0,0.0011089,0.00048996,0.0016583,0,0,0.0027189,0.0054464,0,0.0028438,0,0.0015723,0,0,0.0014979
