"geneName","geneScore"
"GRIN2C",0.094447
"PLCL2",0.094412
"HERC5",0.094365
"BRPF3",0.094351
"LMOD1",0.094328
"ITSN2",0.0096652
"PKHD1L1",0.0095714
"AFF2",0.0077453
"RP11-32B5.1",0.0076887
"COL7A1",0.0074109
"USH2A",0.007042
"LAMA5",0.0070036
"SYNE2",0.00678
"JAK2",0.0066559
"TACC2",0.0066247
"EVPL",0.0065405
"ZFHX4",0.0065391
"TLN1",0.0064255
"WDR17",0.0063901
"PKD1L1",0.0063829
"TENM1",0.0063731
"HMCN1",0.0062533
"PIK3CA",0.0062044
"MUC17",0.0061813
"GRIN2A",0.0061794
"TG",0.0061363
"SYNE1",0.006127
"STXBP1",0.0061184
"OR12D3",0.0060188
"APOB",0.0058505
"DST",0.0058115
"C7",0.0057808
"DNAH9",0.0057155
"DYNC1H1",0.0057082
"RRP12",0.0056601
"UHRF1BP1L",0.0056569
"F5",0.0056557
"NOTCH2",0.0056363
"ASXL3",0.0056292
"RTN4",0.005576
"ANAPC5",0.005526
"AR",0.0055181
"QSER1",0.0055114
"GON4L",0.0054352
"FAM208B",0.0053627
"HGSNAT",0.0053599
"ANKAR",0.0052794
"GATA3",0.0052686
"L3MBTL3",0.0052599
"LAMB1",0.0052295
"GPR98",0.0052081
"PAM",0.0051738
"TMEM131",0.0051624
"TRIM42",0.0051457
"FUT3",0.0050083
"IMPG1",0.0049995
"FBN1",0.0049801
"ERCC6",0.0049071
"MDN1",0.0048888
"PRAME",0.0048249
"MYO18B",0.0048239
"PCID2",0.004806
"C10orf12",0.0047917
"FRY",0.0047741
"CPXM1",0.0047389
"KCNS2",0.0045732
"NBEAL2",0.0045307
"CTD-2128F4.1",0.0044744
"LRP1",0.0044665
"USPL1",0.0043799
"TARS2",0.0043561
"PLCB1",0.0043326
"ITGB4",0.0043223
"UNC5C",0.004317
"VPS13D",0.0043061
"SCN1A",0.0042976
"LRRC37A3",0.0042967
"TTC7A",0.0042778
"HKR1",0.0042768
"GRM3",0.0042602
"AKAP4",0.0042569
"HEPHL1",0.0042494
"CCAR1",0.0042455
"MAP1A",0.0042291
"SNORD3A",0.0042094
"TAF1L",0.0041881
"TANC1",0.0041777
"WHSC1",0.0041687
"COL23A1",0.0041685
"ZNF544",0.00416
"GNPTAB",0.0041347
"SRRM2",0.0041122
"SETDB1",0.0041087
"MAGI2",0.0040934
"ABCC4",0.0040886
"CACNA2D1",0.0040661
"SBF2",0.0040431
"CAPN1",0.0040345
"SUGP1",0.0040255
"SLC44A5",0.0040018
"CSMD1",0.0039965
"IQCA1",0.0039954
"SWSAP1",0.0039632
"MICALL2",0.0039489
"AKAP9",0.003869
"COL5A2",0.0038401
"HIPK1",0.0038264
"ATM",0.0038169
"TP53",0.0037927
"DDR2",0.0037838
"DOCK8",0.0037736
"RORC",0.0037369
"MAPK4",0.0037354
"LRRN1",0.0037308
"VCAN",0.0037201
"GPR155",0.0037169
"SSPO",0.0037131
"DAB1",0.0037039
"HECTD4",0.0037029
"BRCA1",0.003698
"GRIN2B",0.0036905
"VNN2",0.0036731
"CCDC137",0.003657
"NUP153",0.003636
"TRIM46",0.0036333
"MYH7",0.0036291
"LRBA",0.0036012
"OR4A21P",0.0035877
"ADCY3",0.0035729
"SPTBN2",0.0035568
"SNAPC4",0.0035522
"CEP350",0.0035513
"FLNC",0.0035443
"THEG",0.0035287
"GPATCH8",0.0035224
"C1orf222",0.0035188
"LCA5L",0.0035161
"POLA1",0.0035147
"LYST",0.0034929
"MARK1",0.0034862
"CPAMD8",0.0034777
"GOLGA4",0.0034773
"KMT2C",0.0034728
"SETD2",0.003459
"CPQ",0.0034414
"RP11-430N14.4",0.0034276
"CHEK2P2",0.0034273
"OPN4",0.0034247
"CPT2",0.003399
"KMT2A",0.0033933
"GPR110",0.0033889
"PROSER1",0.0033887
"UBE2J1",0.0033834
"PCDHA8",0.003377
"PARP15",0.0033758
"ATRX",0.0033707
"CYP2S1",0.0033662
"STK11IP",0.0033649
"FLNB",0.0033631
"JADE2",0.0033478
"CEP170",0.0033266
"VPS41",0.0033151
"ALDH1A3",0.0033043
"ZNF578",0.0032994
"CELF2",0.0032974
"snoU13",0.0032827
"MYO5C",0.0032719
"PMFBP1",0.0032652
"CBLB",0.0032605
"RNF43",0.0032592
"TIAM2",0.0032568
"HIVEP1",0.0032539
"CKAP5",0.0032514
"NR3C2",0.0032472
"EMR2",0.0032466
"IL17RB",0.0032448
"NUP160",0.0032446
"ASZ1",0.003243
"TMEM246",0.0032401
"LRCH1",0.0032282
"COL15A1",0.0032244
"AARS2",0.0032232
"CYP11B2",0.0032214
"TMCC1",0.0032138
"HRNR",0.0032116
"ASTN1",0.0032097
"COL4A2",0.0032088
"AGO4",0.0032085
"C4orf17",0.0032059
"ANKRD17",0.003204
"C1orf101",0.0031764
"ZNF568",0.0031696
"HLA-V",0.003159
"TNKS1BP1",0.0031564
"HS3ST5",0.0031377
"TRERF1",0.003134
"ERMAP",0.00313
"C12orf40",0.0031186
"MALAT1",0.0031164
"GOLGA3",0.0031145
"MACF1",0.0031123
"ZNRD1-AS1",0.0031051
"MTHFD1L",0.0030802
"ENTPD7",0.0030735
"ALOXE3",0.0030539
"SNX25",0.0030526
"TNN",0.003052
"OR6K2",0.003051
"FKBP15",0.0030507
"KNG1",0.0030482
"PSD",0.0030442
"ATXN2",0.003038
"KIAA0754",0.0030284
"MYH6",0.0030231
"RYR2",0.0030047
"GBE1",0.003002
"PHC3",0.0029911
"NCOR2",0.0029876
"SYBU",0.0029848
"MAP2",0.0029757
"FBN3",0.0029711
"SYCE1L",0.0029711
"DLC1",0.0029541
"NYNRIN",0.0029456
"TRAPPC9",0.0029421
"HDAC6",0.0029325
"CEACAM21",0.0029235
"LAMA2",0.0029212
"OSCP1",0.0029205
"FLG2",0.0029125
"AAK1",0.0029014
"CASP5",0.00289
"PEG3",0.0028859
"SLC35B2",0.0028846
"ZNF233",0.0028722
"DLGAP4",0.0028681
"FASTKD1",0.0028653
"KIR3DL2",0.0028628
"PHACTR4",0.0028541
"CUL4B",0.0028363
"ANK1",0.0028227
"CASK",0.0028151
"ATAD2B",0.0028099
"MORC1",0.0027938
"ALDOA",0.0027906
"IKBKB",0.0027753
"HLA-DQB2",0.0027729
"GPR112",0.0027719
"KIAA1109",0.0027621
"MED12",0.0027606
"CHD1L",0.0027566
"LPAL2",0.0027475
"SLC26A9",0.0027472
"CHD4",0.0027445
"RP11-32B5.7",0.0027445
"GNG7",0.0027441
"SPATA6",0.0027424
"ACVR1B",0.0027235
"KMT2B",0.0027217
"FYCO1",0.002716
"CILP",0.0026991
"RGPD3",0.002697
"SNAP91",0.0026949
"CCDC183",0.0026907
"POTEA",0.0026857
"TBL1X",0.0026776
"TEP1",0.0026761
"DAB2IP",0.0026651
"ALG10B",0.0026625
"CNTNAP5",0.0026611
"SALL1",0.0026589
"SUZ12",0.0026583
"PCDH12",0.0026476
"FSD2",0.0026448
"TRANK1",0.0026364
"SEC31A",0.0026313
"NEUROD6",0.0026233
"BMPER",0.0026155
"PPP1R3A",0.002615
"SPEF2",0.0026144
"AC011467.1",0.0026134
"ERC2",0.0026096
"DYSF",0.0026076
"BRAF",0.0026017
"PAK2",0.0025916
"LPO",0.0025869
"KTN1",0.0025801
"WDR52",0.0025793
"SPATA13",0.0025776
"ETS2",0.0025769
"ECM2",0.0025749
"PTPN13",0.0025729
"MYO15A",0.0025713
"MTMR9",0.0025698
"PPP1R9A",0.0025688
"ZNF841",0.0025486
"ERBB4",0.002548
"WDFY4",0.0025433
"KIF26B",0.0025404
"OR10H1",0.002539
"OTOGL",0.002539
"PLXND1",0.0025318
"ZNF420",0.0025263
"KCND2",0.0025237
"ADAMTS9",0.0025226
"ITPR1",0.0025212
"CCDC150",0.0025081
"PACS2",0.0025054
"SLC17A6",0.0024965
"RP11-85G18.6",0.0024905
"ADAMTS10",0.0024886
"TMC2",0.0024867
"NPAS4",0.0024817
"ESYT3",0.0024722
"PYHIN1",0.0024546
"TCHHL1",0.0024533
"WTAP",0.0024375
"FAT4",0.0024372
"DDX55",0.0024349
"NFATC4",0.0024264
"PAPPA2",0.0024197
"FUK",0.0024092
"FAM193B",0.0024045
"SAMD9L",0.0024002
"UNC45A",0.0023996
"ABL2",0.0023945
"FREM2",0.0023938
"ECE2",0.0023921
"MGAM",0.0023879
"CACNA1C",0.0023872
"DMD",0.0023866
"BRIP1",0.0023778
"ZNF611",0.0023773
"DOCK10",0.0023757
"GCN1L1",0.0023703
"PDILT",0.0023675
"GJB3",0.002359
"AC090692.1",0.0023549
"LRP4",0.0023489
"TLN2",0.0023447
"ARHGEF15",0.0023417
"RTL1",0.0023397
"PLA2G4A",0.0023365
"MYCBP2",0.0023297
"ZNF467",0.0023291
"FAM189A2",0.0023287
"PCDHA4",0.0023279
"PEX6",0.0023232
"CAST",0.0023226
"BAZ2B",0.0023176
"SLFN12L",0.0023153
"ADAMTS5",0.0023148
"DYNC2H1",0.0023145
"SYT2",0.0023134
"RP11-815J4.6",0.0023029
"CCR2",0.0023024
"CD163L1",0.0022957
"TEX15",0.0022916
"MFN1",0.00229
"A2ML1",0.0022871
"MAP3K4",0.0022838
"MYO7A",0.0022752
"PDE4DIP",0.0022741
"CCDC104",0.0022649
"POM121L12",0.0022603
"KIRREL",0.0022529
"SAGE1",0.0022475
"SERTAD3",0.0022457
"SHANK2",0.0022438
"ARAP1",0.0022427
"NCKAP5",0.0022417
"CPS1",0.0022336
"NRP1",0.0022322
"FAM155A",0.0022313
"RP11-76H14.2",0.0022289
"PSMC6",0.0022253
"KCNT2",0.0022215
"FAT3",0.0022202
"ABCA10",0.0022156
"TYK2",0.002214
"SLC17A7",0.0022134
"ABCC1",0.0022133
"TROAP",0.0022124
"RPL3",0.0022112
"CDH20",0.0022089
"KIF14",0.0022086
"PREX1",0.0022083
"LRSAM1",0.0022072
"MTOR",0.0022038
"SLC13A1",0.0022003
"NRXN3",0.0021966
"BNC2",0.0021945
"RBM33",0.002194
"ZNF658",0.0021906
"SERPINA1",0.0021886
"CXorf65",0.002184
"NINL",0.0021725
"ECE1",0.002171
"ENSA",0.0021684
"TGM4",0.0021637
"GDI1",0.0021614
"MAP2K4",0.0021612
"TBCD",0.0021599
"KCNU1",0.0021472
"HELZ",0.0021466
"AGFG2",0.0021406
"FAM114A2",0.0021394
"APOBR",0.0021117
"IL1RAPL1",0.0021097
"RIC8A",0.0021079
"FLT3",0.0021068
"PRDM1",0.0021035
"OR4D10",0.0021034
"ZNF644",0.0021026
"SELP",0.0020979
"DOK5",0.0020976
"AKAP17A",0.0020931
"ZFR",0.0020914
"IGSF10",0.0020894
"FAM129B",0.0020862
"DDX11L8",0.0020795
"GPS2",0.0020786
"PPP3CB",0.0020744
"GOLGA6L7P",0.0020739
"FAP",0.0020736
"CSF2RA",0.0020713
"SRPR",0.0020695
"GRB10",0.002069
"GABRG3",0.0020614
"ZNF705E",0.0020602
"SCYL3",0.0020579
"CD109",0.0020554
"DOCK7",0.0020513
"SH3PXD2B",0.0020487
"HERC6",0.0020459
"SEL1L3",0.0020453
"KRT38",0.0020449
"ITPR3",0.0020403
"MEFV",0.0020389
"GRIK2",0.0020369
"IPO5",0.0020344
"PLA2G4F",0.0020329
"CNGA3",0.0020314
"ZDHHC17",0.0020252
"KCNH2",0.0020246
"ANO5",0.0020237
"SCAPER",0.0020198
"HTR5A",0.0020193
"SIMC1",0.0020186
"OR6A2",0.0020178
"DNAH6",0.0020111
"BAIAP3",0.002009
"ZNF160",0.0020072
"CECR2",0.0020043
"T",0.0019945
"TRPM3",0.0019929
"ANKS1B",0.0019898
"MBD1",0.0019898
"LAMA3",0.0019877
"KIF13A",0.0019863
"TOPBP1",0.0019863
"RAPGEF6",0.001985
"XIST",0.0019826
"MTHFD1",0.0019822
"RGS3",0.001976
"DMGDH",0.0019736
"TGFBR2",0.0019732
"NCOR1",0.0019722
"COL16A1",0.001968
"UPK3B",0.0019669
"SCN7A",0.0019643
"EZR",0.0019626
"SLC4A4",0.0019599
"NUP214",0.0019567
"TMIGD2",0.0019517
"CTNNA3",0.0019509
"DHRS2",0.0019498
"ZNF732",0.0019493
"NF1",0.0019473
"LAMB4",0.0019402
"DNAH1",0.00194
"SDK1",0.0019361
"KCNK2",0.0019333
"MYH10",0.0019325
"DCST1",0.0019303
"NLRP3",0.001928
"YBEY",0.0019278
"CASZ1",0.0019253
"IL6",0.0019251
"Y_RNA",0.0019121
"RETSAT",0.0019119
"OPA1",0.0019109
"ABCA8",0.0019088
"FOXO4",0.0019055
"VPS13A",0.0019015
"PLCZ1",0.0018915
"C20orf26",0.0018908
"SNRNP200",0.0018888
"ABCC9",0.0018861
"MTBP",0.0018737
"N4BP1",0.0018719
"CPA1",0.0018704
"ITPKB",0.00187
"BZRAP1",0.0018698
"COL2A1",0.0018635
"KIAA1549L",0.001863
"CCDC14",0.0018621
"C16orf62",0.0018612
"ATP2B3",0.0018478
"AP2A1",0.0018396
"VILL",0.001835
"LYN",0.0018349
"ZNF821",0.00183
"GSPT2",0.0018299
"BAZ1B",0.0018192
"DNAH2",0.0018191
"CFHR4",0.0018172
"PCDHA11",0.0018168
"CTCF",0.0018166
"ZCCHC5",0.0018163
"FASTKD3",0.0018148
"FLG",0.0018125
"LYSMD3",0.0018093
"FAM111A",0.0018092
"IDS",0.0018044
"WNK3",0.0018011
"CHD9",0.0017996
"CCNF",0.0017972
"PZP",0.001797
"PSMG1",0.001791
"HPS3",0.0017903
"TSPEAR",0.0017882
"BIRC7",0.0017872
"ERO1L",0.0017852
"XBP1",0.001785
"ZNF506",0.001784
"GUCY2C",0.0017801
"PLCB4",0.0017795
"PHEX",0.0017776
"CDC42BPG",0.0017774
"SLCO5A1",0.0017768
"PJA2",0.0017753
"CPZ",0.0017703
"ATP10B",0.0017695
"SF3B1",0.0017665
"STAU1",0.001765
"IGDCC3",0.0017557
"ESRRG",0.0017502
"SLC45A2",0.00175
"MLH3",0.0017486
"EFCAB12",0.0017433
"COL18A1",0.0017364
"GPRIN3",0.0017343
"RP11-325B23.2",0.0017343
"TBC1D4",0.0017333
"SHCBP1",0.0017316
"LAS1L",0.0017276
"ADAMTS17",0.0017269
"CCDC102B",0.0017249
"GPRASP2",0.0017202
"ELAVL1",0.0017151
"PREPL",0.0017138
"CYP7B1",0.0017072
"FAM117B",0.0017062
"LEPREL1",0.0017032
"FSTL4",0.0017026
"ACER3",0.0017001
"CACNA1E",0.0016998
"OPRM1",0.0016994
"SAAL1",0.0016951
"SIGLEC7",0.0016951
"MYCBPAP",0.0016928
"ITGA11",0.0016906
"CNTNAP4",0.0016809
"GPR179",0.0016804
"MYOM3",0.0016795
"DOPEY1",0.0016776
"NRXN1",0.0016755
"NPR3",0.0016755
"HIST1H2BC",0.001673
"ZNF90",0.001672
"TMEM74",0.0016704
"MYLK",0.0016687
"HDAC1",0.0016675
"SP100",0.0016639
"ARID1A",0.0016635
"ROBO2",0.0016609
"SLC4A2",0.0016599
"SNX13",0.001658
"CEACAM18",0.0016575
"CDK5RAP2",0.0016573
"ZNF808",0.0016533
"PHTF2",0.0016531
"C14orf37",0.0016514
"ERV3-1",0.0016511
"ADCY1",0.0016506
"AEBP1",0.0016466
"FILIP1",0.0016442
"IGSF1",0.0016438
"RP11-701I24.1",0.0016392
"BANK1",0.0016357
"ZFP36L1",0.0016336
"PKHD1",0.001632
"SBNO1",0.0016221
"UBA1",0.0016197
"CACHD1",0.0016188
"MAP3K1",0.0016162
"GIMAP7",0.0016142
"PLCG1",0.0016138
"HIST1H2AK",0.001613
"PIGR",0.001613
"PLXNA3",0.0016113
"NBEAL1",0.0016091
"SLC9C1",0.0016057
"USP9X",0.0016024
"KLHL7",0.0015944
"GLT8D2",0.0015939
"ZFHX3",0.001593
"EHMT1",0.0015928
"LPHN2",0.0015915
"ERBB2IP",0.0015873
"OAS3",0.0015765
"HLA-C",0.0015696
"LRRC41",0.001568
"MBD6",0.001565
"STXBP5",0.0015634
"LRRIQ1",0.001562
"INADL",0.0015589
"HERC2",0.0015576
"SLC10A3",0.0015544
"TGFBI",0.0015541
"FER1L5",0.0015408
"FAM66C",0.0015397
"KIF17",0.0015388
"RFPL1",0.0015334
"WBSCR17",0.0015314
"PTEN",0.0015299
"THBS1",0.0015295
"CDHR3",0.0015272
"DHTKD1",0.0015271
"MTSS1",0.0015269
"PCDH15",0.0015267
"AASS",0.0015254
"TPM1",0.0015231
"DNAH12",0.0015226
"IFT140",0.001518
"ACOXL",0.0015164
"FSIP2",0.0015162
"SCFD1",0.0015127
"GCC2",0.0015083
"REV3L",0.0015024
"CAMTA1",0.0015018
"PUM2",0.0015003
"PRKAA2",0.0014979
"RP11-656G20.1",0.0014948
"XPNPEP3",0.0014945
"LATS1",0.001492
"DENND1A",0.0014882
"GFPT2",0.0014868
"DMBT1",0.0014866
"MARCH1",0.0014854
"YLPM1",0.0014838
"LRP2",0.001483
"HEATR3",0.0014789
"MCMBP",0.0014776
"ARSB",0.0014756
"BRF1",0.001475
"SLC25A13",0.0014668
"OR2T34",0.0014665
"CDK16",0.0014647
"FAAH",0.0014623
"PGLYRP2",0.0014552
"ERCC5",0.0014435
"CDH12",0.0014399
"SORBS2",0.0014365
"WDR45B",0.0014323
"CARD9",0.0014274
"TARS",0.0014224
"PAPLN",0.0014209
"LRRK2",0.0014197
"ASH2L",0.0014194
"NBEA",0.0014107
"KRT17",0.0014096
"LTBP1",0.001408
"CBX8",0.0014013
"TRIM58",0.0014003
"PCDHA13",0.0013989
"TBC1D3P5",0.0013981
"ZNF83",0.0013968
"CACNG3",0.0013961
"PHF3",0.0013961
"NID1",0.0013947
"ATL3",0.0013913
"ZNF577",0.0013895
"TLR7",0.0013891
"TSNARE1",0.0013867
"POLR3GL",0.0013847
"CAMSAP1",0.0013833
"TTLL5",0.0013801
"CIRH1A",0.0013796
"KIAA0947",0.0013789
"CTD-2314B22.3",0.0013755
"PCDHGB4",0.0013752
"KLF7",0.0013739
"ATP1A4",0.0013715
"INTS1",0.0013696
"ZEB2",0.0013677
"KIAA1549",0.0013631
"UGT1A6",0.0013602
"PRMT10",0.0013591
"ADCY9",0.0013546
"HERC1",0.0013514
"MTIF3",0.0013471
"CSMD3",0.0013468
"KCNQ2",0.0013442
"PGLS",0.001341
"KDM4C",0.0013388
"DNAH10",0.0013376
"IQGAP3",0.0013371
"DGKI",0.0013324
"UFL1",0.0013315
"ALPK2",0.0013293
"ELN",0.0013286
"EYS",0.0013282
"EPG5",0.0013247
"HGFAC",0.0013245
"DMXL2",0.0013231
"PBXIP1",0.00132
"NAPA",0.0013199
"RGS7",0.0013153
"IQCH",0.0013126
"ABL1",0.0013084
"C12orf36",0.0013074
"BEST2",0.0013036
"PTPRH",0.0013035
"STON1",0.0012989
"SGSM1",0.0012982
"PCDH9",0.0012909
"BRD8",0.0012908
"TENM2",0.0012903
"CDC42BPA",0.0012892
"PCDHB16",0.0012884
"RP11-1055B8.7",0.0012867
"IQCB1",0.0012866
"LIN9",0.0012863
"ZC3H4",0.0012861
"TPM2",0.0012848
"SUPT6H",0.0012787
"EEF2K",0.0012782
"MYRIP",0.001276
"GLI2",0.0012748
"CLCN3",0.0012665
"PPL",0.0012654
"MCC",0.0012621
"GPR32",0.0012556
"DUS3L",0.0012527
"AC022498.1",0.0012526
"SEC24C",0.0012526
"CDH1",0.0012503
"NRROS",0.0012469
"HERC4",0.0012465
"PASK",0.001246
"DMPK",0.0012445
"HECW1",0.001244
"ITM2A",0.0012411
"ZNF268",0.0012396
"VPS54",0.0012375
"CHRD",0.0012346
"TET3",0.0012345
"TBL1XR1",0.0012296
"NOS1",0.0012294
"MAGEC1",0.0012292
"NOP9",0.001227
"FAM135B",0.0012257
"HMGB3P24",0.0012201
"KIAA1432",0.0012192
"NEB",0.0012185
"ABCA3",0.0012158
"AIM1",0.0012145
"FAM120C",0.0012145
"ALDH3B1",0.0012127
"RP11-69H14.6",0.0012118
"RABEP1",0.0012099
"OSBPL8",0.0012084
"ZNF454",0.001207
"PPP2R4",0.001204
"PRKRIR",0.0011972
"TLR4",0.0011957
"PIWIL2",0.0011955
"MLXIP",0.0011938
"LAMA4",0.0011931
"DNMBP",0.0011929
"NACA",0.0011905
"GYS1",0.0011891
"NEK10",0.0011872
"DNAH11",0.0011849
"SPAG17",0.0011844
"UBR3",0.0011819
"ZNF415",0.0011802
"ALDH8A1",0.0011798
"LMLN",0.0011769
"SLC27A4",0.0011734
"KIF4A",0.001173
"COL6A3",0.0011701
"CROCCP2",0.0011577
"BCAT1",0.0011537
"VWF",0.0011502
"NLRC5",0.0011483
"VPS4B",0.001147
"PCDHGA12",0.001145
"AL022344.5",0.0011435
"TENM3",0.0011434
"PSMD1",0.0011397
"STK31",0.0011392
"CDHR1",0.0011388
"PSG6",0.0011386
"THADA",0.001137
"EPHA3",0.0011369
"PCDHB7",0.0011368
"RPH3A",0.0011362
"TRAF3IP3",0.0011315
"CFH",0.001131
"HUWE1",0.001129
"BPIFB4",0.0011266
"PCDHB18",0.0011249
"PHF20L1",0.0011237
"PKD1L2",0.0011226
"HTT",0.0011224
"SPTA1",0.0011216
"FAM169A",0.0011214
"TECTA",0.0011174
"DNHD1",0.0011141
"PABPC1",0.0011088
"RP11-566K19.9",0.0011083
"WNK1",0.0011062
"SIPA1L3",0.0011061
"KIAA0226",0.0011035
"EPB41L3",0.0011011
"PLXDC1",0.0011
"ENPP4",0.0010984
"FHAD1",0.0010984
"TENM4",0.001098
"ITGAV",0.0010954
"DHX57",0.0010929
"HOOK2",0.0010922
"FAM47C",0.00109
"PIK3CB",0.0010895
"PLEKHA6",0.001088
"ATP5A1",0.0010871
"SLCO1C1",0.001084
"PRDM16",0.001084
"PIK3R4",0.0010832
"LRIT2",0.0010796
"CBLC",0.0010773
"MTUS2",0.0010769
"MYO16",0.0010755
"VSTM4",0.0010747
"ITK",0.0010726
"PHKG1P4",0.0010654
"LINC00283",0.0010576
"MIS18BP1",0.0010565
"MROH8",0.0010546
"RBM19",0.0010545
"CAMSAP3",0.0010537
"KL",0.0010524
"ENPP1",0.0010502
"ZC3H11A",0.0010479
"DCLRE1CP1",0.0010388
"CHL1",0.0010379
"KIF5A",0.0010373
"WWC1",0.0010353
"NLGN3",0.0010347
"CTC1",0.0010329
"SAMD3",0.0010327
"GABRQ",0.0010317
"MRC2",0.0010297
"ACACB",0.0010292
"ZCWPW1",0.0010273
"ZNF445",0.0010265
"LLGL2",0.0010239
"RAPGEF4",0.0010214
"COX10",0.001019
"HLA-A",0.0010143
"ROS1",0.001013
"CDH8",0.0010121
"C5orf42",0.0010113
"ZNF609",0.0010102
"PCDHA7",0.0010096
"TDRD6",0.0010082
"MYT1L",0.0010081
"RGS12",0.0010074
"FSHR",0.0010063
"RARS2",0.0010056
"N4BP2L2",0.0010054
"KANSL3",0.0010024
"ZNF587B",0.00099805
"HLA-F",0.0009964
"GALNT5",0.00099577
"WDFY3",0.00099525
"CAD",0.00099261
"F13A1",0.00099249
"PCDH11X",0.00099191
"ANGPT4",0.00099067
"XRCC6BP1",0.0009847
"EXT1",0.00098287
"NOTCH4",0.0009817
"MYO1B",0.00097478
"KIF1B",0.00097164
"HEG1",0.0009698
"SERPINA5",0.00096945
"CHD6",0.00096922
"PCSK5",0.00096781
"ANKRD30B",0.00096766
"CUL7",0.00096536
"SLC4A11",0.00096226
"PTPN2",0.00095612
"MYBPC2",0.00094208
"C5",0.00094036
"ZNF418",0.00093994
"IL10RB",0.00093834
"SLC22A23",0.00093818
"PLEKHH2",0.00093712
"HIST1H1B",0.0009329
"CCDC146",0.0009324
"AFF4",0.00092333
"SLC13A2",0.00092291
"TBC1D8B",0.00092247
"WDR7",0.00092134
"APTX",0.00092079
"TPP1",0.00092067
"DHX37",0.00091754
"ARHGEF17",0.00091655
"NELFCD",0.00091411
"TRAPPC10",0.00091364
"ADPRH",0.00091345
"APPBP2",0.00091302
"SDCCAG8",0.00091294
"NCAM1",0.00091004
"OR6S1",0.00090957
"ZZEF1",0.0009091
"HLF",0.00090877
"SHD",0.00090842
"TRNAU1AP",0.00090811
"PDE3A",0.00090551
"MYH9",0.00090361
"NUMA1",0.00090298
"RLF",0.00090237
"TAF3",0.00089786
"MCRS1",0.00089667
"NKTR",0.00089527
"MYH14",0.00088966
"PRKCDBP",0.00088795
"ACAD10",0.00088783
"COL1A2",0.00088779
"VPRBP",0.00088646
"ZBTB10",0.00088291
"UGGT2",0.00088229
"KIAA1614",0.00088168
"ZNF646",0.00087697
"TSHZ2",0.00087597
"PCDHGB7",0.00086992
"DOPEY2",0.00086931
"HOXB2",0.00086871
"DUSP27",0.00086801
"VPS13C",0.00086704
"AC090574.1",0.00086653
"MDGA2",0.00086647
"PCDHA5",0.00086585
"TRIP10",0.00086544
"MTMR4",0.00086309
"DNAJC11",0.00085875
"RB1CC1",0.00085866
"TBL3",0.00085653
"ROR1",0.00085398
"FN1",0.00085267
"EPAS1",0.0008513
"CACNA2D2",0.00084947
"ZNF527",0.00084887
"SPTBN5",0.00084657
"TINAG",0.00084363
"ACE",0.00083622
"PTPRM",0.00083529
"ATP11C",0.00083429
"MYH8",0.00083371
"FGA",0.00082944
"ARHGAP21",0.00082918
"ARID4B",0.00082862
"KCNN3",0.00082678
"MED13",0.00082585
"PHLDA1",0.00082489
