"geneName","geneScore"
"PIK3CA",0.013449
"DNAH6",0.006277
"NCOR1",0.0044615
"SVEP1",0.0044286
"SYT2",0.0043924
"BRCA2",0.0043039
"SPATA31D1",0.0042275
"PLCB4",0.0041513
"AHNAK",0.0041255
"ETS2",0.0040699
"PKHD1",0.0040374
"GRIK1",0.0040059
"ACTN2",0.0039662
"HYDIN",0.0037748
"MUC17",0.0036271
"HEG1",0.0036234
"CCDC168",0.0036231
"C12orf55",0.0035492
"CKAP5",0.0034707
"WDR47",0.0034374
"CUL4B",0.003422
"MYO9A",0.0034146
"USH2A",0.0033949
"FAM208B",0.0033914
"CACNA1B",0.003368
"AIM1",0.0033479
"ABCA8",0.0033269
"GATA3",0.0033111
"CTCF",0.0032854
"CAPN1",0.0032313
"MYRIP",0.0032216
"CHD1L",0.0031724
"KIF13A",0.0031579
"NRK",0.0031506
"AFF2",0.0031492
"ZDHHC17",0.00314
"ANKRD26",0.0031145
"OR6S1",0.0031131
"Unknown",0.0031098
"CACNA2D2",0.0030962
"NUDCD3",0.0030913
"RP11-32B5.1",0.0030607
"RP3-470B24.5",0.0030524
"GON4L",0.003036
"RPGR",0.0030282
"FAM120C",0.0030167
"FLNB",0.0030103
"ZNF729",0.0030069
"KIAA1731",0.0030046
"SYNE1",0.0029996
"LTBP4",0.0029958
"EVPL",0.0029668
"ATRX",0.0029585
"SLC17A6",0.0029442
"PKHD1L1",0.0029423
"PLG",0.0029266
"ESPL1",0.0029199
"UTRN",0.0029073
"ATM",0.0028969
"NUP160",0.002896
"ZNF469",0.0028818
"ZNF841",0.0028653
"TRIP11",0.002859
"SSPO",0.0028423
"BAIAP2",0.0028398
"CBFB",0.00283
"SEZ6L2",0.0028298
"EML5",0.0028218
"MYH6",0.0028176
"DNAH10",0.0028108
"ADAM10",0.0028056
"KDM5C",0.0028043
"GRID1",0.0027958
"IPO5",0.0027808
"CSMD1",0.002738
"ZNF594",0.0027285
"ENPP4",0.0027209
"ITGA7",0.0027151
"GRIK2",0.0026875
"PAM",0.0026733
"RETSAT",0.0026647
"DNAH9",0.002622
"COL14A1",0.0026154
"CACNA1A",0.0026059
"MYO15A",0.0025645
"ASXL3",0.002555
"HMCN1",0.0025474
"JAK2",0.0025339
"IQGAP3",0.0025305
"MAP2K4",0.0025175
"ZNF878",0.0025121
"LAMA1",0.0025072
"OTOGL",0.0024822
"THSD7B",0.0024556
"MYO5C",0.002442
"ATP1A4",0.0024318
"ZNF418",0.0024312
"CUL7",0.0024171
"GJB3",0.0024144
"LAMA2",0.0024139
"MCC",0.0023754
"PROX1",0.0023712
"NF1",0.002367
"PACS2",0.0023668
"C3",0.002346
"KIRREL",0.002338
"PPP1R9A",0.0023329
"HDAC8",0.0023191
"ITPKB",0.0023178
"ZNF438",0.0023175
"MYO9B",0.0023075
"SRRM2",0.0023057
"CYFIP2",0.002305
"BRINP3",0.0023016
"DMBT1",0.0023
"MEIS2",0.0022994
"TOPBP1",0.0022914
"DST",0.0022778
"CASC5",0.0022605
"MDGA2",0.0022601
"ZFHX3",0.0022589
"HKR1",0.0022565
"OR10H1",0.0022542
"OCRL",0.0022444
"AKAP11",0.0022357
"ZIM3",0.0022213
"MACF1",0.0022162
"GOLGA4",0.0022161
"CEACAM18",0.0022161
"FMN2",0.0022153
"NACA",0.0022126
"OTOF",0.0022103
"MYO18B",0.0022081
"ROS1",0.0022039
"EFCAB12",0.0021928
"CEACAM21",0.0021873
"WNT7A",0.0021662
"LONRF1",0.0021591
"PCDHGB3",0.00215
"DNAH12",0.0021447
"ZEB2",0.0021426
"RUNX1",0.0021154
"SMYD3",0.0021149
"MUSK",0.0021117
"NLRP2",0.0021109
"TARS2",0.0021105
"OR8H2",0.0021081
"RGS7",0.0021029
"SYNE2",0.0021024
"FREM2",0.0020941
"SACS",0.0020821
"SLC15A1",0.0020738
"FRAS1",0.0020721
"ARID1A",0.0020664
"FAT4",0.002062
"MAGEC3",0.0020558
"NHS",0.0020428
"CDH19",0.0020344
"ITSN2",0.0020311
"FOCAD",0.0020288
"MYOM2",0.0020171
"LPO",0.0020165
"NELL2",0.0020101
"AGBL3",0.0019993
"RLF",0.0019972
"ZNF518B",0.0019964
"ERBB4",0.0019946
"IGSF1",0.0019941
"SETX",0.0019824
"PITPNM1",0.0019781
"BCL9",0.0019749
"JAK1",0.0019662
"MYH10",0.0019568
"TRPS1",0.0019542
"RP11-815J4.6",0.0019541
"SCLT1",0.0019527
"MRC2",0.0019481
"PCDHGA3",0.0019472
"XRRA1",0.0019431
"SLC4A5",0.0019386
"MAP3K13",0.0019381
"ERCC6L2",0.0019379
"PPP6R1",0.0019353
"MYH1",0.0019338
"ABCA7",0.0019297
"TBL3",0.001929
"PDE4D",0.0019262
"CORO7",0.0019223
"MAST2",0.0019216
"TYR",0.0019208
"RIMS2",0.0019199
"SIPA1L2",0.0019102
"NUP214",0.0019064
"KNG1",0.0019058
"PIP4K2C",0.001905
"MSH3",0.0019043
"CLASP2",0.0018978
"TINAG",0.0018921
"NINL",0.0018905
"CHD3",0.00189
"PCDHB7",0.0018851
"SH2B1",0.0018838
"STRN",0.0018836
"COL1A2",0.0018817
"CCND3",0.0018811
"WDR3",0.0018753
"OBFC1",0.0018739
"CDK2AP2P2",0.0018729
"COL12A1",0.0018713
"MYH11",0.0018708
"DDX55",0.0018708
"LRP1B",0.0018693
"QRICH2",0.0018661
"ZNF611",0.0018647
"TSPEAR",0.0018646
"CABIN1",0.0018605
"ADAMTS9",0.0018588
"MUC2",0.0018551
"NLRC4",0.0018517
"MYO10",0.0018466
"AEBP1",0.0018439
"MYH7",0.0018325
"ADAMTS7P3",0.0018321
"ANKRD17",0.0018309
"PCDHA5",0.001824
"KDM4C",0.0018234
"RP11-32B5.7",0.0018232
"PREX2",0.001822
"LPXN",0.0018185
"PRKG2",0.0018133
"C1orf222",0.0018102
"SF3B1",0.0018061
"PTPRD",0.0018037
"RIPK1",0.0018031
"CTNNA2",0.0018006
"GLG1",0.0017971
"PDE6C",0.0017956
"GSPT2",0.001792
"FBXL13",0.0017861
"MAST1",0.0017823
"PCNT",0.0017818
"TRIM58",0.0017729
"MAGEA10",0.0017671
"CDH10",0.0017656
"RC3H2",0.001751
"RYR3",0.0017441
"INSRR",0.0017418
"ATP10D",0.0017417
"ZNF467",0.0017416
"PRRC2C",0.0017408
"SHE",0.00174
"NBEAL2",0.0017383
"CXorf58",0.0017262
"CSMD2",0.0017233
"KCND2",0.0017223
"GLT8D1",0.0017194
"RABIF",0.0017105
"TTC29",0.001708
"TMEM131",0.0017068
"TMEM189",0.0017043
"IRF9",0.0017035
"ZNF578",0.0017016
"C4orf40",0.0017006
"SLC4A11",0.0017001
"MED13",0.0016975
"HRC",0.0016974
"NBPF1",0.0016961
"RPL3",0.001695
"ITGA2",0.0016912
"COL6A6",0.0016866
"VSTM4",0.0016863
"N4BP2",0.0016854
"NRXN2",0.0016852
"USP54",0.0016802
"CHSY3",0.0016785
"ALDH8A1",0.0016748
"KCNH7",0.001669
"ATG4A",0.0016644
"MOB2",0.0016617
"SHD",0.0016609
"COL4A6",0.0016574
"PHF3",0.0016569
"FBXL18",0.0016569
"TSHR",0.0016519
"STAT4",0.0016515
"NEK5",0.0016493
"HPSE",0.001648
"MARCH1",0.0016463
"MYCBP2",0.0016454
"PHKG1P4",0.0016448
"DNAH2",0.0016439
"NCOA6",0.0016422
"ALDH3B1",0.0016375
"DCHS2",0.0016368
"MTMR4",0.0016364
"PLAGL2",0.0016357
"PCDHGA11",0.0016322
"UHRF1BP1L",0.0016297
"PCNXL2",0.0016276
"DCLRE1C",0.001627
"ADCY1",0.0016269
"GRIN3A",0.0016247
"TGM6",0.0016243
"PREPL",0.0016201
"CA9",0.0016196
"ZNF609",0.0016151
"TRIM6",0.0016148
"PTPRU",0.0016142
"Y_RNA",0.0016118
"AKT1",0.0016077
"MORC1",0.0016064
"LRFN4",0.0016023
"CMYA5",0.0016023
"RYR2",0.0016022
"WDR33",0.0016
"ACOXL",0.0015981
"PHKA2",0.0015935
"BAZ1A",0.0015928
"COL5A2",0.0015864
"MIS18BP1",0.0015799
"NTNG1",0.0015782
"HSPA8",0.0015773
"PARK2",0.0015731
"ATAD2",0.0015731
"DCLRE1CP1",0.001566
"CCDC14",0.0015646
"PRKD3",0.0015616
"DYSF",0.0015549
"PTPN2",0.0015537
"ZNF730",0.0015518
"LAMB4",0.0015505
"PCDHB8",0.0015501
"PTPRB",0.0015483
"PCID2",0.0015477
"PPP3CA",0.0015439
"PAXIP1",0.0015435
"DDR2",0.0015427
"TCF12",0.0015424
"SYCP1",0.0015405
"CASZ1",0.00154
"PCDHB14",0.0015382
"AFF3",0.0015379
"HLA-F",0.0015357
"TRANK1",0.0015349
"HECW1",0.0015322
"COL18A1",0.0015275
"ZNF644",0.0015274
"CELF2",0.0015265
"GRHL2",0.0015253
"TTYH2",0.0015233
"MYO1B",0.0015165
"C11orf30",0.0015145
"PCDHGB6",0.0015123
"MYB",0.0015105
"SAMD9L",0.0015086
"PPFIA4",0.0015084
"TTLL1",0.0015062
"ATP7A",0.0015051
"SEC31A",0.0015026
"HECW2",0.0015014
"DGKI",0.0015004
"KIAA2022",0.0014997
"NEUROD6",0.0014945
"NT5C1B",0.0014939
"RP5-1182A14.5",0.0014883
"PMS1",0.0014784
"TYK2",0.0014756
"SCN11A",0.0014753
"DSP",0.0014733
"COL7A1",0.001473
"LRGUK",0.0014707
"NFAT5",0.0014702
"GRIP2",0.0014681
"KIAA1462",0.001468
"LAMB2",0.0014666
"FAM179A",0.0014646
"PPP4R2",0.0014642
"MYH9",0.0014629
"TTC7A",0.0014616
"NPHP4",0.001458
"HPS3",0.0014562
"ALMS1",0.0014547
"UPF3B",0.0014536
"NCKAP1",0.0014533
"GRIN2B",0.0014501
"TSKS",0.0014499
"PCSK5",0.0014452
"SLC25A13",0.0014452
"NTRK2",0.0014424
"ABCC4",0.001439
"TTC18",0.0014368
"ZP4",0.001433
"GPATCH8",0.0014257
"JARID2",0.0014238
"DMD",0.00142
"AHNAK2",0.0014175
"CTH",0.0014168
"PIP5K1C",0.0014166
"NHSL2",0.0014139
"BRDT",0.0014132
"HNF1A",0.0014091
"LOXHD1",0.0014089
"COL16A1",0.0014065
"ZBTB10",0.0014055
"WDFY3",0.001405
"WNK1",0.0014046
"ADAMTSL3",0.0014002
"ARHGAP23",0.0013998
"SBF2",0.0013989
"ATP11C",0.0013939
"PGAP1",0.0013937
"ZSWIM2",0.0013903
"DPY19L3",0.0013903
"PCDHA4",0.0013872
"CACNA1I",0.0013868
"RP11-1055B8.7",0.0013813
"PCDHB16",0.0013772
"BAZ2A",0.0013719
"POLE",0.0013719
"GRIA1",0.001368
"DGKG",0.0013647
"ZNF266",0.0013647
"TOX4",0.0013645
"TTC7B",0.0013635
"SERPINA1",0.0013609
"FBXO21",0.0013606
"AARS2",0.0013584
"PKD1L1",0.0013583
"GNPTAB",0.0013563
"RIF1",0.0013553
"EPB41L4A",0.0013518
"CARNS1",0.0013434
"FOXO4",0.0013427
"EPHA3",0.0013413
"HEATR1",0.001339
"CNTNAP2",0.0013257
"ZSCAN12",0.0013238
"RGS12",0.0013237
"NRDE2",0.0013235
"VPS13C",0.0013225
"OR4D10",0.0013209
"NOL6",0.0013205
"RB1",0.0013201
"MORC2",0.0013172
"EMR2",0.0013163
"MUC6",0.0013163
"PLXND1",0.001316
"CNGA3",0.0013144
"DNAH17",0.0013133
"RBM33",0.0013124
"SLC26A9",0.0013115
"HLF",0.0013073
"DAB1",0.001307
"ST18",0.0013045
"BRPF3",0.0012955
"SSU72P3",0.001295
"ERBB2IP",0.0012896
"MROH7",0.0012865
"ZNF445",0.0012854
"ADAMTS14",0.0012824
"PXDN",0.0012809
"VPRBP",0.0012804
"DCAF12L1",0.0012785
"DNMBP",0.0012781
"UBA6",0.0012746
"PRKDC",0.001273
"DMXL2",0.0012712
"CPXM1",0.0012689
"XIST",0.001267
"TPP1",0.0012612
"MGA",0.0012611
"ZFHX4",0.0012607
"BCAR3",0.00126
"SIPA1L1",0.0012564
"EEF2K",0.0012553
"PTEN",0.0012524
"LMLN",0.0012501
"GPSM2",0.0012463
"PTCH1",0.0012459
"SON",0.0012457
"CC2D1B",0.0012448
"CYP4B1",0.0012447
"MYO7A",0.0012446
"GRIN2A",0.0012429
"ADAM29",0.0012369
"MED12",0.0012336
"SVIL",0.0012311
"RAD54B",0.0012288
"ERO1L",0.0012283
"ANKAR",0.0012281
"CTNNA3",0.0012272
"MT1A",0.0012195
"RP11-656G20.1",0.0012192
"PRMT10",0.0012169
"NCAN",0.0012164
"CDH8",0.0012164
"GPR64",0.00121
"PLXNA2",0.0012086
"NAV2",0.0012084
"PDE4DIP",0.0012065
"SCFD2",0.0012053
"TGM7",0.0012044
"C3orf52",0.0012037
"KIR3DL2",0.0012023
"PHEX",0.0012019
"PLXNA1",0.0012016
"WDR96",0.0012009
"CCDC137",0.0012003
"KIF5A",0.001199
"LRRC16B",0.0011971
"PAPPA2",0.0011956
"BOD1L1",0.0011953
"ASCC3",0.0011952
"MFN1",0.0011932
"MAGI2",0.0011925
"CHRD",0.0011906
"CADPS2",0.0011871
"IL27RA",0.001185
"BEST2",0.0011845
"UGT1A6",0.0011837
"AMT",0.0011814
"NCKAP1L",0.0011749
"AGO3",0.0011735
"TENM3",0.0011661
"EPG5",0.0011601
"INADL",0.00116
"CTD-3018O17.3",0.0011574
"CYP11A1",0.0011569
"CEP350",0.0011557
"STAG1",0.0011553
"RPTN",0.0011553
"CBLB",0.0011545
"SUZ12",0.0011504
"NUP205",0.0011501
"PSMC6",0.0011496
"WDR52",0.0011486
"SIDT2",0.0011484
"FAAH",0.0011464
"NSUN3",0.0011462
"SCN7A",0.001145
"PLS3",0.001145
"LRSAM1",0.0011405
"TLL2",0.0011395
"CYP3A7",0.0011394
"UPF1",0.0011388
"AQP7",0.001138
"COL6A5",0.0011319
"ROBO1",0.0011305
"GATAD2B",0.0011289
"SPATA6",0.0011287
"EWSR1",0.0011277
"SARM1",0.0011274
"CHRM2",0.0011241
"TRAF3IP3",0.0011171
"VPS13D",0.0011143
"SNRNP200",0.0011132
"SLC22A23",0.001112
"PER2",0.0011063
"ZNF83",0.0011059
"CSTF2T",0.0011001
"BAIAP3",0.0010979
"STAT5B",0.001097
"BMP2K",0.0010962
"ZC3H4",0.0010959
"DLG1",0.0010954
"ARHGAP21",0.0010907
"KDM4A",0.0010872
"GUCY2C",0.0010871
"ATN1",0.0010848
"SUPT20HL2",0.001084
"INSIG2",0.0010834
"RBM6",0.0010803
"CCDC150",0.0010788
"ARHGAP29",0.0010775
"ANKRD34C",0.0010768
"MYLK",0.0010757
"RP1",0.0010742
"FER1L5",0.0010712
"CCR2",0.0010707
"NLRC5",0.0010702
"PPHLN1",0.0010642
"HDLBP",0.0010617
"FSTL4",0.0010617
"ENSG00000210195",0.0010609
"CCNB3",0.0010586
"INTU",0.0010569
"TRMT2B",0.0010566
"LCA5L",0.0010556
"RIC8A",0.0010543
"CFH",0.0010529
"SDCCAG8",0.0010521
"CD163L1",0.001051
"RP11-166B2.1",0.0010504
"STK11IP",0.0010496
"SLC44A5",0.001048
"CDH12",0.0010465
"RP11-76H14.2",0.0010452
"EYS",0.0010424
"ITK",0.0010414
"CACNA2D1",0.0010402
"KIFC1",0.0010384
"UNC13A",0.0010383
"OR2T34",0.0010378
"COL17A1",0.0010376
"IARS",0.0010358
"LRRN1",0.0010312
"APPBP2",0.0010302
"KIAA1033",0.0010296
"C15orf39",0.0010267
"PDE6B",0.0010248
"CSPG4P11",0.0010217
"HIVEP3",0.0010212
"GPR143",0.001021
"PREX1",0.0010207
"RP11-432N13.4",0.0010206
"BSN",0.0010194
"PPARGC1B",0.0010188
"TLN1",0.0010181
"PRRC2B",0.0010172
"BNC2",0.0010168
"HIVEP1",0.0010167
"MTIF3",0.0010164
"KIAA1549",0.0010155
"POM121",0.0010131
"BDP1",0.0010115
"CDKN1B",0.0010106
"MYO16",0.0010101
"TG",0.0010096
"KCNK2",0.0010072
"TRHDE",0.0010043
"ZNF233",0.0010038
"HCFC1",0.0010031
"BRIX1",0.0010026
"NUMA1",0.0010005
"NOP14",0.00099933
"TUBB4B",0.00099709
"CACNA1C",0.00099594
"MYO3A",0.00099522
"CROCC",0.00099496
"PCDH11X",0.00099222
"ZRANB3",0.00099209
"SYBU",0.00099007
"TMEM27",0.00098806
"PCDHB18",0.00098798
"CHGB",0.0009876
"CSPP1",0.00098722
"PROSER1",0.00098651
"MTOR",0.00098479
"NRP1",0.00098402
"CPT1A",0.00098292
"NPC1",0.00098211
"SLC45A2",0.00098202
"OR12D3",0.00098199
"CSPG4",0.00097944
"SERPINA5",0.00097896
"MAP3K4",0.00097799
"FIGN",0.00097683
"PRDM1",0.00097438
"ANK3",0.00097396
"DENND6A",0.00097239
"COBLL1",0.00097062
"GABRG3",0.00096703
"RXFP3",0.0009667
"AGGF1",0.00096579
"HMGN5",0.00096448
"KRT4",0.00096288
"CALD1",0.00096179
"HIST1H2BC",0.00096052
"DOCK7",0.00096001
"FASTKD2",0.00095952
"RNF213",0.00095941
"ATXN2",0.0009583
"AKNA",0.0009557
"PPP3CB",0.00095505
"PLCE1",0.00095368
"PLEKHH2",0.00095253
"ALDH1A3",0.00095096
"IL23R",0.00094527
"LAMA5",0.00094508
"NDNF",0.00094453
"EIF4A2",0.00094417
"ABL1",0.00094338
"PRKCB",0.00094199
"ATIC",0.0009417
"ERCC6",0.0009404
"PLXNA3",0.0009397
"TARS",0.00093841
"LRRK2",0.00093491
"TPRX1",0.0009343
"ARHGAP31",0.00093427
"SOX14",0.00093323
"TARBP1",0.00093245
"GOLGA3",0.00092995
"TBL1X",0.0009297
"KANSL3",0.00092828
"CEP164",0.00092767
"IFNL3",0.00092666
"PPM1E",0.00092496
"SAGE1",0.00092295
"PCDHB4",0.00092193
"PCNX",0.00092185
"OR5AZ1P",0.00092154
"SCFD1",0.00092071
"UBR4",0.00091764
"PRKCDBP",0.00091682
"LMAN2",0.00091604
"NOD1",0.00091572
"MEST",0.00091483
"ITM2A",0.00091473
"MTBP",0.00091417
"RAPGEF4",0.00091305
"ABCA1",0.00091203
"SP3",0.00091105
"GUCY1A2",0.00091006
"ENPP2",0.00090925
"SLC22A16",0.00090815
"CPNE3",0.00090578
"RGS9",0.00090529
"HERC1",0.00090482
"MXRA5",0.00090405
"OSBPL8",0.00090309
"CD97",0.00090248
"PCDHB12",0.00090178
"DNAJC11",0.00090126
"TGFBI",0.00090115
"TLN2",0.00089808
"OSCP1",0.0008976
"FAM166A",0.00089649
"MYPN",0.00089604
"LARGE",0.00089532
"FAM129B",0.00089408
"TTC21B",0.00089223
"CYP2A13",0.00089172
"WNK3",0.00089114
"ENSG00000238643",0.00089097
"FAT3",0.00089088
"SORBS2",0.00088458
"PLEKHH1",0.00088392
"MYCBPAP",0.00088332
"PTPN13",0.00088308
"SHANK2",0.00088266
"SPARCL1",0.00088108
"ZNF804B",0.0008794
"ERC2",0.00087766
"CCDC175",0.00087614
"RP11-430N14.4",0.00087481
"TCF4",0.00087407
"CILP",0.00087325
"MUC3A",0.00087023
"ZNF131",0.00086985
"YME1L1",0.00086963
"ZCWPW1",0.00086776
"NID1",0.00086709
"MTO1",0.00086623
"CTNNBL1",0.00086504
"FAM90A1",0.00086497
"EXT1",0.000864
"SNX5",0.00086335
"KCNA1",0.00086221
"AFF4",0.00086195
"CHD6",0.00086184
"TUBA1B",0.00086069
"TRAPPC9",0.00085424
"YBEY",0.00085322
"TPM1",0.00085284
"SLC35B2",0.00085106
"NPR3",0.00085075
"SLC9A4",0.00084947
"LIMA1",0.00084873
"JADE2",0.00084753
"SREBF2",0.00084678
"POLA1",0.0008456
"TRMT2A",0.0008445
"C14orf37",0.00084421
"TPTE2",0.00084345
"ADAMTS19",0.00084341
"IRAK2",0.00084229
"CTD-2245F17.3",0.00084152
"PCDHGA1",0.00084036
"UNC79",0.00083978
"UBA7",0.00083823
"ACSS3",0.00083816
"OTUD7B",0.00083801
"ESYT1",0.00083641
"NEFM",0.00083254
"TRIM42",0.00083167
"GABRQ",0.00083102
"NLGN3",0.00083082
"CNTN2",0.00082925
"OR2G3",0.00082908
"T",0.0008283
"TRPM8",0.00082697
"THEG",0.00082648
"LRRIQ1",0.00082565
"SPTBN2",0.00082539
"RP11-404K5.2",0.00082519
"OR10H2",0.00082149
"SLCO1B3",0.0008204
"SNX13",0.00081992
"WDR17",0.00081819
"GLB1L3",0.00081678
"TLR8",0.00081639
"SHROOM3",0.00081438
"TMEM57",0.00081438
"TULP4",0.00081432
"ARID1B",0.00081374
"HEATR3",0.000813
"SH3PXD2B",0.00081238
"CARD16",0.00081168
"ALAS2",0.00081142
"ARHGEF17",0.00081111
"NUF2",0.00081077
"AKAP6",0.00081028
"TMTC2",0.00081025
"IKBKB",0.00080827
"ZNF658",0.0008069
"ANKRD12",0.00080629
"LRP2",0.00080254
"GP1BA",0.00080226
"DNAJC6",0.00080116
"ATP11A",0.00079998
"TCHH",0.00079988
"SLC13A4",0.00079968
"PIK3R4",0.00079839
"COL6A3",0.00079646
"PTPN12",0.00079467
"ECE2",0.00079438
"ITPR3",0.00079282
"SELP",0.00079272
"NCOR2",0.00079135
"ABCC12",0.00079011
"C2orf16",0.00078782
"GIMAP7",0.00078571
"PYCRL",0.00078438
"RP11-323I15.2",0.0007839
"PANK4",0.00078292
"CHD4",0.00078198
"GLT8D2",0.00078122
"CCDC170",0.00078118
"CTNND2",0.00078042
"GPS2",0.00077893
"ZNF292",0.00077845
"CIT",0.00077784
"CACNA1D",0.00077701
"CAMTA1",0.00077643
"LILRA1",0.00077602
"FSIP2",0.00077429
"ATAD2B",0.00077386
"CEP170",0.00077361
"PIK3CB",0.00077238
"KIAA1614",0.00077037
"SUGP1",0.00077011
"SHANK1",0.00076818
"TSNARE1",0.00076744
"ALG10B",0.00076154
"VNN2",0.00075982
"GREB1L",0.00075903
"BTN2A3P",0.00075896
"TRRAP",0.00075728
"MED23",0.000757
"TMEM132D",0.0007544
"MYOM3",0.00075434
"HECTD1",0.00075182
"QSER1",0.00075147
"KIF17",0.00074857
"LYN",0.00074618
"IL10RB",0.00074598
"MYO5B",0.00074496
"SPI1",0.00074477
"CYP2S1",0.00074441
"SYNE3",0.0007421
"NRXN1",0.00073979
"TBATA",0.00073808
"SLC15A5",0.00073525
"HSD17B4",0.00073444
"IRS4",0.00073149
"RTN4",0.00073081
"CCDC102B",0.000729
"LPHN3",0.00072863
"ROBO4",0.00072715
"FOLR4",0.00072659
"LPA",0.00072577
"GPC5",0.00072458
"TNRC18",0.00072367
"ZCCHC5",0.00072227
"CNTN6",0.00072217
"ERCC5",0.00072169
"POLR3GL",0.00072106
"MAGEL2",0.00071863
"ELTD1",0.0007164
"MAP3K19",0.00071214
"SPEG",0.00071067
"CD247",0.00070863
"HMGB3P6",0.00070858
"ADAMTSL1",0.00070717
"KIF21B",0.00070653
"RP11-321E2.13",0.00070565
"CHL1",0.00070544
"RBBP6",0.0007052
"MTSS1",0.00070149
"MAP10",0.00070123
"TMC4",0.00070038
"GRIA3",0.00069967
"OXGR1",0.00069851
"SCN9A",0.00069742
"RORC",0.00069732
"FMN1",0.00069718
"LNX1",0.00069717
"SPTBN1",0.00069577
"CATSPER2",0.0006936
"FNBP4",0.00069343
"C9orf43",0.0006929
"PLA2G4F",0.00069272
"CCDC66",0.00069259
"EPHA7",0.00069216
"TMCC1",0.00069169
"MAGEE2",0.00069015
"CCDC30",0.00068796
"DOCK10",0.00068725
"SYCE1L",0.00068395
"OR6K2",0.00068256
"MAPK4",0.00068247
"SUSD4",0.00068114
"RNF219",0.00067905
"CECR2",0.00067872
"FAM194B",0.00067862
"KIAA1210",0.00067717
"LGR5",0.000677
"RIMS1",0.00067686
"THSD7A",0.00067637
"L3MBTL4",0.00067612
"C2orf71",0.00067575
"NUPL1",0.00067452
"PIK3C2B",0.00067239
"EPB41L1",0.0006719
"TRIM65",0.00067118
"PTCHD1",0.00067001
"AR",0.00066998
"DHRS2",0.00066979
"NKAIN4",0.00066682
"ASZ1",0.00066581
"CRYBG3",0.00066558
"FCHO1",0.00066489
"COL4A2",0.00066484
"ANKRD32",0.00066328
"AC011467.1",0.00066303
"FLNC",0.00066272
"MCRS1",0.0006625
"HPS1",0.00066201
"SLC13A1",0.00066134
"PLXDC1",0.00066113
"PDE2A",0.00066018
"SMTNL1",0.00065923
"RARB",0.00065779
"CSGALNACT1",0.00065718
"PQLC2",0.0006561
"PCDHB10",0.0006555
"RAPGEF6",0.00065357
"SGOL1",0.00065343
"SIAH1",0.00065337
"LPAL2",0.000653
"ANO2",0.00065257
"SRCAP",0.00065058
"PHF8",0.0006494
"TTBK1",0.00064899
