"geneName","geneScore"
"COL1A2",0.0033488
"ZZEF1",0.0033481
"TLR4",0.0033328
"RP11-656G20.1",0.0033196
"RNF213",0.0033152
"CAPN1",0.0033121
"PRDM15",0.0032925
"DLGAP4",0.0032907
"CPXM1",0.0032882
"SHROOM2",0.0032768
"MBD6",0.0032709
"SLC4A11",0.0032708
"TMC2",0.0032641
"MGA",0.0032602
"ITSN2",0.003247
"FREM1",0.0032381
"SYNE3",0.0032303
"DAB2IP",0.0031727
"DOCK8",0.0031496
"PTPN13",0.0031428
"RP1",0.0031309
"MPDZ",0.0031257
"RP11-764K9.4",0.0031118
"MYT1L",0.0030912
"ZNF445",0.0030878
"NWD1",0.0030807
"CYP2S1",0.0030798
"SP100",0.0030597
"OBSCN",0.0030577
"JADE2",0.0030456
"BCOR",0.0030423
"TEP1",0.0030194
"CACNA1D",0.0030113
"ERC2",0.0030048
"MARK1",0.002998
"ZNF571",0.0029926
"ITM2A",0.0029917
"FAM155A",0.0029849
"ZNF585A",0.0029831
"SMARCA4",0.0029789
"ZNF438",0.0029745
"Z95704.1",0.002973
"ALDH1L2",0.0029717
"GRAMD1B",0.0029546
"SBF2",0.0029536
"GPR155",0.0029527
"MBOAT4",0.0029469
"ERV3-1",0.0029465
"L3MBTL3",0.0029424
"TLN1",0.0029363
"AAK1",0.0029335
"GNPTAB",0.002922
"ZNF527",0.0029132
"GABRG3",0.0029072
"SSPO",0.0029031
"CCDC171",0.0029029
"DIDO1",0.0029012
"INADL",0.0028976
"ZNF469",0.0028969
"SETX",0.0028859
"NLRC3",0.0028804
"NELL2",0.002868
"FNBP1",0.0028561
"ZNF587B",0.002851
"CACNA2D2",0.0028458
"MYO7A",0.0028457
"ERBB2IP",0.002839
"THEG",0.0028358
"LPO",0.0028185
"ADAMTS10",0.0028144
"AP3B1",0.0028121
"PCNXL2",0.0028119
"OR8H2",0.0027996
"PRDM1",0.0027975
"CCDC150",0.0027966
"DSP",0.0027958
"TAF1L",0.0027903
"XPO7",0.0027822
"UTRN",0.0027763
"SCN4B",0.0027684
"HKR1",0.0027616
"EML5",0.002761
"GPRIN3",0.0027532
"KLC4",0.0027412
"RELN",0.00273
"SYMPK",0.0027298
"TRIM58",0.002727
"DAPK1",0.0027255
"NID1",0.0027253
"DMBT1",0.0027245
"CATSPERD",0.002716
"KCNQ2",0.0027053
"GTSE1",0.0027037
"SCN10A",0.0026986
"STXBP2",0.0026957
"GATM",0.0026933
"MDN1",0.0026896
"TRAK2",0.0026846
"GRIK2",0.0026843
"NUP160",0.0026801
"KDM4A",0.0026479
"CDH9",0.0026462
"PIK3R1",0.0026436
"SPARCL1",0.0026417
"HIST1H2BC",0.0026413
"OR4D10",0.0026393
"ATM",0.0026351
"PCDH7",0.0026175
"TMCC1",0.0026171
"AL022344.5",0.0026106
"COL6A3",0.0026059
"HRNR",0.0025989
"KCNA1",0.0025948
"CCDC146",0.002594
"LAMB4",0.002594
"TMEM131",0.0025926
"DST",0.0025906
"MYO16",0.0025789
"BZRAP1",0.0025782
"PTPRU",0.0025681
"NCOA6",0.0025671
"OR4A15",0.002567
"SUZ12",0.0025667
"NF1",0.0025649
"ZFPM2",0.0025591
"ZFHX3",0.0025548
"FAM208B",0.0025489
"RP11-480I12.7",0.002544
"MAGI2",0.0025393
"CEACAM18",0.0025384
"CYP7B1",0.0025344
"DDR2",0.0025333
"PCDHB16",0.0025323
"FMN2",0.0025176
"LMLN",0.0025112
"NBN",0.0025095
"MOB2",0.0025093
"COX10",0.0025077
"KMT2B",0.002505
"CNTLN",0.0025046
"CHRM2",0.0025022
"LONRF1",0.002502
"SPHKAP",0.0024757
"COL7A1",0.0024755
"NYNRIN",0.0024743
"CPT1A",0.00247
"WWP2",0.0024659
"ZNF160",0.0024641
"RNF123",0.0024626
"TPP1",0.0024611
"ABR",0.0024577
"ATN1",0.0024552
"ATP2B3",0.0024487
"SGSM1",0.0024453
"CEP290",0.0024397
"ATRX",0.0024397
"WSCD2",0.0024391
"MYO1F",0.0024344
"MUC2",0.0024333
"CCDC137",0.0024262
"KANSL3",0.0024235
"AGO2",0.0024203
"LATS2",0.0024171
"TACC2",0.0024163
"ITGA7",0.0024123
"MST1L",0.0024072
"PCDHGA11",0.0024072
"PTPRB",0.0024045
"COL23A1",0.0024044
"ZNF609",0.002402
"PAPPA2",0.0024008
"ZNF540",0.0024005
"TGFBI",0.0024001
"RTN4",0.0023993
"HIVEP1",0.0023993
"C10orf12",0.0023951
"ACO2",0.002395
"CCDC168",0.0023904
"N4BP2L2",0.0023864
"C16orf71",0.0023849
"ACSS3",0.0023791
"FMN1",0.0023766
"TENM1",0.002376
"RGS12",0.0023696
"PLG",0.0023685
"MAP2",0.0023668
"PIWIL1",0.0023645
"DMXL2",0.0023634
"KPRP",0.0023624
"CHSY3",0.0023583
"RP11-1055B8.7",0.0023501
"ABCA13",0.0023456
"TBL1X",0.0023445
"PRRC2B",0.0023429
"SLFN14",0.0023362
"SELL",0.0023358
"FAM129B",0.0023322
"GPR32",0.0023266
"RABEP1",0.0023229
"RGPD3",0.0023153
"ANKRD12",0.0023135
"CYFIP2",0.002312
"ABAT",0.00231
"BAZ2A",0.0023073
"PPP1R9A",0.0023052
"DNAH17",0.0023016
"NLGN3",0.0022988
"TMEM132D",0.0022977
"PDZRN3",0.0022964
"KDM5C",0.0022899
"CYP2A13",0.0022889
"TMEM151B",0.0022823
"SEMA5A",0.0022748
"ZNF658",0.0022742
"FASTKD1",0.0022689
"GBE1",0.0022662
"CR1",0.0022637
"BRIP1",0.0022609
"ZFP69",0.0022601
"ATP9A",0.0022592
"AKAP13",0.0022582
"KCNQ1",0.0022551
"SP3",0.0022511
"CHL1",0.0022509
"GPR98",0.0022508
"TMEM246",0.0022463
"RIPK1",0.0022438
"ARHGAP31",0.0022436
"BRIX1",0.0022395
"RPS17P5",0.0022392
"DOK5",0.0022379
"EFCAB12",0.0022331
"SAGE1",0.0022312
"SIN3A",0.0022309
"GRIA1",0.0022307
"KIF4A",0.0022264
"PPP6R1",0.0022223
"STAG1",0.0022209
"ANKAR",0.0022191
"STAT5A",0.0022118
"LAMB1",0.0022045
"FLNA",0.0021974
"SF3B1",0.0021962
"ZNF841",0.0021933
"ADCY3",0.0021927
"RRAGD",0.0021887
"CNGA3",0.0021866
"ZNF208",0.0021858
"KIF26B",0.0021849
"FAM171A1",0.0021766
"MTOR",0.0021765
"RGAG1",0.0021731
"ASZ1",0.0021722
"LRIT2",0.0021695
"PCDHB18",0.0021575
"LYST",0.0021564
"PROSER1",0.0021557
"C1orf101",0.0021527
"GRB10",0.0021524
"UPF3B",0.0021522
"RTL1",0.002149
"GRID2",0.0021316
"RAPGEF6",0.0021311
"TPM2",0.0021281
"ZC3H11A",0.002125
"PHF20L1",0.0021207
"ARMCX2",0.0021191
"MTUS2",0.0021163
"CELF2",0.0021159
"CNTNAP5",0.0021149
"XPNPEP3",0.0021128
"ANKRD62",0.0021124
"TCHHL1",0.0021113
"PIK3R4",0.0021105
"LPHN2",0.0021089
"CCM2",0.0021078
"PPEF1",0.0021019
"MST1",0.0021
"SLCO1B3",0.0020962
"MROH8",0.0020947
"HOOK2",0.0020868
"DNAH3",0.0020792
"NXF1",0.0020759
"COL5A2",0.0020695
"ZNF804B",0.0020667
"HGSNAT",0.0020631
"ERCC6L2",0.0020629
"MYO9A",0.002058
"MUC17",0.0020554
"LPAL2",0.0020517
"FYCO1",0.0020443
"AGAP7",0.0020431
"SPAG17",0.0020428
"ABCC8",0.0020415
"CXorf65",0.0020414
"TGM6",0.0020406
"IQCA1",0.0020383
"NRP1",0.0020341
"TNPO1",0.002031
"MALAT1",0.0020309
"ITPKB",0.0020252
"SCN11A",0.0020211
"PMS1",0.0020175
"PXDN",0.0020081
"MECP2",0.0020054
"PLA2G4A",0.0020048
"HPS3",0.0020042
"FBN3",0.0019969
"TIMELESS",0.0019885
"HLA-V",0.0019866
"CACNA1G",0.001986
"ARID1B",0.001986
"WDR66",0.0019849
"GOLGA4",0.0019838
"ZC3H12C",0.0019819
"WDR3",0.0019814
"TMC4",0.0019763
"CDK2AP2P2",0.0019736
"FAM71E2",0.0019733
"FAT4",0.0019732
"snoU13",0.0019718
"OTOGL",0.0019716
"NRP2",0.0019715
"ZNRD1-AS1",0.0019704
"CUL4B",0.0019683
"GRIA4",0.0019664
"MMP3",0.0019646
"DYNC1H1",0.001964
"NUP210",0.0019613
"ZNF729",0.0019578
"SLC4A2",0.0019529
"SLC17A6",0.0019526
"VWF",0.0019511
"HERC1",0.0019473
"PLEKHH2",0.0019452
"CROCC",0.0019417
"CDK11B",0.0019373
"FAP",0.0019356
"SH2B1",0.001934
"PCED1B",0.0019331
"RP11-430N14.4",0.0019318
"DSPP",0.001928
"DCST1",0.0019263
"NBEAL2",0.0019253
"MKI67",0.0019224
"ZNF611",0.0019209
"FBN1",0.0019179
"SWSAP1",0.0019167
"CFH",0.0019163
"KAT6B",0.0019087
"MUC6",0.0019032
"CPA1",0.0018985
"FOXA1",0.0018974
"COL17A1",0.0018972
"HECTD4",0.0018961
"TCHH",0.0018938
"RP11-404K5.2",0.0018936
"OBFC1",0.0018933
"PLXNA2",0.0018921
"PLCB1",0.0018917
"ALDH3B1",0.0018883
"RFPL1",0.0018827
"ATP1A3",0.0018816
"Y_RNA",0.0018798
"RIMS2",0.0018784
"DOCK11",0.001877
"MYB",0.0018769
"FLNC",0.0018767
"PRRC2C",0.0018762
"MBD1",0.001876
"GPRASP2",0.0018731
"LINGO1",0.0018729
"PTGFRN",0.0018696
"EPG5",0.0018634
"LPA",0.0018625
"PQLC2",0.0018613
"NCOR1",0.0018598
"NT5C1B",0.0018567
"RIN2",0.0018556
"LCA5L",0.0018519
"KIF17",0.0018503
"DSCAML1",0.0018479
"ECM2",0.0018477
"ELTD1",0.0018444
"CTNNA2",0.0018427
"AC011467.1",0.0018401
"ACLY",0.0018386
"RNF219",0.0018372
"CSNK1A1L",0.0018335
"SLC9A4",0.0018326
"PLXNA4",0.0018222
"PDE4D",0.0018219
"C1orf65",0.0018191
"PRKD2",0.0018188
"SCN1A",0.001818
"CASC5",0.0018176
"FOCAD",0.0018167
"TLN2",0.0018163
"XRRA1",0.0018146
"ADAMTS6",0.0018134
"RXFP1",0.0018123
"RSF1",0.0018122
"NINL",0.0018117
"EARS2",0.001805
"FUK",0.0018044
"PHLPP2",0.0018035
"OR4A4P",0.0018011
"CD247",0.0018009
"DMGDH",0.0017965
"MGAM",0.0017926
"TRPC5",0.0017904
"KIF5A",0.0017867
"LTBP1",0.0017862
"DNAH2",0.0017841
"CCDC183",0.0017832
"ASPM",0.0017821
"MTMR9",0.0017813
"THSD7B",0.0017785
"CAMSAP1",0.0017774
"ITPR2",0.0017739
"OTOP2",0.0017652
"DGKG",0.0017603
"BRAF",0.0017585
"MAGEA10",0.0017581
"REV1",0.0017576
"CBLB",0.0017554
"IKBKB",0.0017527
"DOCK7",0.0017524
"ACTN2",0.0017512
"CEP250",0.0017506
"FAM47B",0.0017485
"SNX5",0.0017484
"CTCF",0.0017482
"HRCT1",0.001748
"PCDHGA9",0.0017478
"ERCC6L",0.0017453
"PPM1E",0.0017444
"ZNF418",0.0017434
"ZFP36L1",0.0017431
"ZEB2",0.001741
"SPTBN2",0.0017382
"WDR17",0.0017376
"GLG1",0.0017339
"HSD17B4",0.001732
"COL18A1",0.0017295
"TRIM56",0.0017248
"INTU",0.0017206
"SHD",0.0017161
"ABCA4",0.0017151
"NPC1",0.0017092
"CMYA5",0.001708
"GPR125",0.0017063
"F5",0.0017059
"ATHL1",0.0017037
"ATP1A4",0.0017032
"TRRAP",0.0017014
"C1orf222",0.0016972
"PLS3",0.0016969
"SHANK1",0.0016965
"ITGA2",0.0016953
"TDRD6",0.0016952
"SMARCD3",0.0016951
"DOPEY1",0.0016902
"ATP11A",0.0016901
"PYHIN1",0.0016841
"UNC79",0.0016707
"PRPF8",0.0016706
"UBR5",0.0016696
"TBC1D31",0.0016676
"MAGEC3",0.0016663
"ZNF217",0.0016652
"NAV1",0.0016643
"WNK3",0.0016636
"TBX3",0.0016625
"POTEA",0.0016613
"GOLGA6L7P",0.0016602
"ZBTB11",0.0016577
"MYO1B",0.0016568
"C5",0.001656
"MAP3K13",0.0016556
"RUNX1",0.0016544
"TRMT2B",0.0016542
"ITGB4",0.0016542
"SCN5A",0.0016532
"TTC18",0.0016529
"VWA7",0.0016526
"ZNF292",0.0016509
"NEK5",0.0016493
"UNC45A",0.0016481
"FAAH",0.0016469
"CECR2",0.0016452
"AFF4",0.0016429
"DCLRE1CP1",0.0016411
"AKT3",0.0016407
"DYRK1A",0.00164
"ABCC2",0.0016363
"USP9X",0.0016354
"PRKRIR",0.0016349
"NHSL2",0.0016333
"HPS1",0.0016322
"CRYBG3",0.0016318
"MOGAT3",0.0016299
"ERMAP",0.0016279
"SORCS1",0.0016269
"FLT3",0.0016255
"MCTP2",0.0016233
"NFASC",0.0016213
"HMGB3P6",0.001621
"NCKAP1L",0.0016207
"KL",0.0016201
"HS6ST2",0.0016171
"KCNJ12",0.0016125
"HAUS6",0.0016116
"KCND2",0.0016112
"KNG1",0.0016102
"IRAK2",0.0016077
"HOMER2",0.0016074
"TCF12",0.0016044
"RREB1",0.0016001
"EML4",0.0015983
"EPHA3",0.0015982
"MLLT4",0.0015968
"PLCL2",0.0015961
"SERPINA1",0.0015932
"RAPGEF4",0.0015927
"ERBB3",0.0015924
"GPR143",0.0015907
"PABPC3",0.0015892
"ALDH8A1",0.0015884
"ZNF808",0.0015851
"AMPD1",0.0015848
"TMEM27",0.0015846
"ATP8B3",0.0015784
"GCM2",0.0015783
"CADPS2",0.0015773
"PHC1P1",0.0015747
"CDCA7L",0.0015703
"NRXN2",0.0015695
"COL16A1",0.0015675
"TRAF3IP3",0.0015674
"BRPF3",0.0015663
"NPAS4",0.0015635
"KIAA1462",0.0015632
"ADAMTSL1",0.0015598
"FREM2",0.0015595
"DNAH10",0.0015583
"CNTN2",0.0015569
"COL4A5",0.0015546
"PZP",0.0015543
"KIAA1432",0.001554
"YLPM1",0.0015534
"CHD9",0.0015528
"ATP10A",0.0015518
"TCF4",0.0015517
"IQSEC2",0.0015515
"COG2",0.0015498
"MCF2L",0.0015484
"AP4E1",0.0015481
"WBSCR17",0.0015463
"DLC1",0.0015456
"C3",0.0015449
"SAMD3",0.0015434
"CDK5RAP2",0.0015425
"ERCC5",0.001541
"TCF7",0.00154
"GNB3",0.0015391
"SCFD2",0.0015379
"EHMT1",0.0015366
"GSE1",0.0015355
"FASTKD2",0.0015339
"FAM114A2",0.0015307
"ZNF578",0.0015305
"AGFG2",0.0015302
"HERC6",0.0015281
"MAP1A",0.0015264
"PDCD11",0.0015262
"AC090692.1",0.0015242
"TTC28",0.0015232
"KIAA0754",0.0015224
"GRIN2B",0.0015185
"NUDCD3",0.0015181
"SLC15A1",0.0015162
"ZNF565",0.0015157
"COL4A6",0.0015152
"ABCA1",0.0015139
"PRMT10",0.0015111
"PCDHB6",0.0015111
"FLII",0.0015109
"BRINP3",0.0015098
"KIAA0319",0.0015083
"PRKAA2",0.0015075
"TRIM6",0.0015074
"GSPT2",0.0015067
"AC022498.1",0.0015059
"PDE4DIP",0.0015045
"PCLO",0.0015041
"MTHFD1L",0.0015024
"LRP1B",0.0015014
"RP5-1182A14.5",0.0015012
"ARAP1",0.0015005
"TTC14",0.0014998
"PDE6C",0.001498
"MRC2",0.0014971
"SERPINA5",0.0014971
"COL1A1",0.001497
"DCHS2",0.0014953
"MYRIP",0.0014952
"PCDHGA12",0.0014941
"LRRC16B",0.0014941
"DNAH5",0.001491
"CCDC175",0.0014887
"LRBA",0.0014875
"FAM189A2",0.0014873
"BIRC7",0.0014868
"C5orf42",0.0014866
"USP54",0.0014806
"IL23R",0.0014802
"TRHDE",0.0014782
"ZNF598",0.0014779
"VPS53",0.0014762
"CSMD3",0.0014722
"ZNF644",0.0014722
"TLR8",0.0014706
"IGHG3",0.0014697
"AKAP17A",0.0014689
"SLC39A6",0.0014684
"DMXL1",0.0014637
"MOV10L1",0.0014631
"SLC4A4",0.0014622
"ROS1",0.0014615
"JAK2",0.001458
"NKAIN4",0.0014554
"LNX1",0.0014536
"LRP1",0.0014529
"NOTCH2",0.0014494
"PTCHD1",0.0014464
"RAD54B",0.0014456
"SPATA31D1",0.0014444
"KCNQ3",0.001442
"SNAP91",0.0014417
"RNU1-61P",0.0014384
"TAF3",0.0014366
"SLC17A7",0.0014322
"RAD21",0.0014315
"RNU6-614P",0.0014308
"USP42",0.0014267
"MCF2L2",0.0014247
"NRXN1",0.001422
"ATP2B1",0.0014198
"PRKDC",0.0014191
"MTSS1",0.0014163
"ZSCAN21",0.0014152
"KCNB2",0.0014151
"UBC",0.0014121
"PLXNA3",0.0014082
"KCNK2",0.0014073
"NRDE2",0.0014072
"CNOT1",0.0014071
"RNF19A",0.0014049
"GMDS",0.0014042
"CCSER2",0.0014028
"LETM1",0.0014024
"PASK",0.0014014
"BCORL1",0.0014012
"IQCB1",0.0014011
"DHX37",0.0014001
"KCNH6",0.0013975
"AADAC",0.0013945
"PREPL",0.0013938
"SEC24C",0.0013933
"SNX25",0.0013915
"MROH7",0.0013907
"OR12D3",0.0013887
"KIF1B",0.0013849
"TSHZ2",0.0013846
"GRIN3A",0.0013828
"TGM4",0.0013816
"ATIC",0.0013782
"KIAA0947",0.0013766
"CRNN",0.0013741
"FANCA",0.0013728
"PCID2",0.0013724
"FBXO18",0.0013723
"CDH6",0.001371
"HGFAC",0.0013669
"IL18RAP",0.0013662
"BEST2",0.0013656
"FAM120C",0.0013655
"SREBF2",0.0013631
"CSGALNACT1",0.0013618
"FAM47C",0.0013616
"STXBP1",0.0013604
"CARD16",0.0013596
"TARS",0.0013587
"EIF4A2",0.0013582
"SCAPER",0.0013566
"ZNF965P",0.0013546
"ACAD10",0.0013526
"SVIL",0.0013525
"MYO9B",0.0013505
"AVPI1",0.0013496
"OSBPL8",0.0013463
"SLC26A9",0.0013444
"PCM1",0.001342
"FAM110A",0.0013414
"CLIP1",0.0013409
"TTLL5",0.0013383
"YBEY",0.0013374
"CD109",0.0013368
"ENSG00000210082",0.0013367
"TOPAZ1",0.0013355
"BOD1L1",0.0013352
"MYOM3",0.001333
"RBM26",0.0013321
"BAIAP3",0.0013306
"SDCCAG8",0.0013291
"A2ML1",0.001329
"HAO1",0.0013285
"PRR14L",0.0013278
"SHROOM4",0.0013235
"AFAP1",0.0013234
"TTYH2",0.0013229
"PARK2",0.0013224
"ABCC12",0.0013218
"DOCK2",0.001321
"CFHR4",0.0013208
"ITGAV",0.0013189
"MYPN",0.0013186
"PCDHB7",0.0013178
"NCAN",0.0013173
"HMHA1",0.0013153
"THBS1",0.0013146
"RP11-321E2.13",0.0013125
"IFT140",0.0013057
"MICU3",0.0013049
"PCDHGA3",0.0013048
"CACNA2D1",0.0013047
"ELOVL5",0.0013033
"PSD",0.0012994
"RAI14",0.0012993
"SUPT5H",0.0012988
"SLC4A5",0.0012974
"TRGV8",0.0012967
"ANPEP",0.0012947
"NBPF10",0.001293
"ZFPL1",0.0012911
"ENPP4",0.0012905
"SRRM2",0.0012885
"DOT1L",0.0012883
"EPHB1",0.0012867
"CYP11B2",0.0012866
"PPP1R3A",0.0012865
"TGM7",0.0012829
"TRPS1",0.0012828
"CTNNBL1",0.0012804
"CALD1",0.0012803
"LIN9",0.0012766
"AFF3",0.0012762
"ZNF415",0.0012757
"HLA-DQB2",0.0012716
"PSEN2",0.0012708
"ESYT3",0.0012699
"RARB",0.0012659
"CYLC1",0.0012648
"PIP5K1C",0.0012644
"NEDD9",0.0012639
"MLC1",0.0012626
"RIF1",0.0012625
"FGD5",0.0012588
"SPTA1",0.0012555
"DNMBP",0.001254
"RPS6KA6",0.0012536
"AR",0.0012516
"KLF7",0.0012512
"NELFCD",0.0012505
"MDGA2",0.0012504
"MIR548H4",0.0012501
"MUC12",0.0012481
"SDK1",0.0012468
"CHD3",0.0012466
"DROSHA",0.0012461
"PRPF38B",0.0012459
"NNT",0.0012423
"TRERF1",0.0012413
"ADAMTSL3",0.0012403
"XKR5",0.0012399
"NAV2",0.0012368
"ITPR3",0.0012368
"REV3L",0.0012352
"ZBTB16",0.0012321
"CEP170",0.0012312
"HCFC1",0.0012299
"DENND1A",0.0012291
"C6orf132",0.001228
"OFD1",0.0012278
"TRPM8",0.0012274
"MEGF8",0.001225
"TPCN1",0.0012233
"CADPS",0.0012213
"VPS13A",0.0012206
"TRIM42",0.0012175
"DNAH8",0.0012162
"PAPPA",0.0012148
"PDS5A",0.0012144
"HIST1H1B",0.0012139
"PYGB",0.0012103
"AOX1",0.0012093
"C4orf40",0.0012086
"MTO1",0.0012082
"ASH2L",0.0012077
"CDKN1B",0.0012056
"ZSCAN32",0.0012056
"MTMR4",0.0012055
"RTTN",0.0012043
"VWA3A",0.0012042
"FNDC7",0.0012041
"SMTNL1",0.0012033
"PLXDC1",0.0012031
"EXPH5",0.0012024
"DIP2B",0.0011998
"LAMA1",0.0011992
"PCDHA8",0.0011984
"KIAA0195",0.0011971
"ZNF577",0.001196
"WDR90",0.001194
"CPQ",0.0011937
"SLC13A1",0.0011921
"PRAMEF4",0.0011888
"ECE1",0.0011875
"MLLT10",0.0011866
"HPSE",0.0011853
"TRANK1",0.0011853
"CEP95",0.0011846
"ACSBG2",0.0011841
"TINAG",0.0011821
"TBC1D3P5",0.0011806
"RP11-142A23.1",0.0011784
"PRKG2",0.0011783
"OR6K2",0.0011782
"CSPG4",0.001178
"ZNF626",0.0011776
"AKAP6",0.0011776
"RP11-69H14.6",0.0011737
"FRMD4A",0.0011732
"CBX8",0.0011732
"CACNA1A",0.001172
"CBFB",0.0011719
"IL13RA2",0.0011718
"EWSR1",0.0011717
"ABL1",0.0011706
"PTK7",0.0011704
"PTBP3",0.0011704
"SEC24B",0.0011703
"ABCA8",0.0011694
"HLA-DRB1",0.0011675
"RXFP3",0.0011668
"SMG1",0.0011659
"C4orf17",0.0011612
"TAAR5",0.0011587
"SIGLEC7",0.0011563
"PDILT",0.0011554
"PTPN14",0.0011545
"SLC15A5",0.0011528
"CDC42BPB",0.0011522
"NTRK2",0.001152
"PJA2",0.0011509
"ZFR",0.0011508
"CYP24A1",0.0011499
"WDFY2",0.0011491
"CSPG4P11",0.0011484
"DHX32",0.0011479
"PLAGL2",0.0011471
"BCAN",0.0011465
