"geneName","geneScore"
"TTN",0.108
"MAP3K1",0.10229
"KMT2C",0.10001
"CDH1",0.099423
"MUC16",0.096413
"KIAA1109",0.09319
"FOXA1",0.093081
"PEG3",0.091892
"TLR4",0.091851
"PIK3R1",0.091586
"HUWE1",0.091563
"TENM1",0.091528
"CADPS",0.091499
"APOB",0.091196
"MAST4",0.091185
"RP11-85G18.6",0.091175
"ASPM",0.091122
"DMXL1",0.091098
"TBL1XR1",0.091057
"CAD",0.090719
"KCNT1",0.090695
"ADCY7",0.090668
"ERBB2",0.090635
"MDN1",0.090608
"ATP8B3",0.09058
"KTN1",0.09057
"SEPT7P2",0.090501
"DENND3",0.090422
"NBEAL1",0.090392
"EPHA5",0.090289
"SMC4",0.090233
"OR4A21P",0.090232
"ATRN",0.090097
"HSPG2",0.090089
"GPR112",0.090078
"POLQ",0.09004
"TDRD5",0.090004
"PRKD2",0.089992
"DYRK1A",0.089991
"LRP1",0.089982
"SCN8A",0.089936
"QSOX1",0.089921
"NEBL",0.089866
"CSMD3",0.089857
"ZNF415",0.089844
"VPS54",0.089842
"SCN5A",0.089825
"ZNF90",0.089825
"SLC23A3",0.089746
"COL6A2",0.089724
"ERBB3",0.089682
"UNC13C",0.089653
"WT1",0.089652
"SLC17A8",0.089645
"LRCH1",0.08964
"MLLT4",0.089614
"FYCO1",0.089598
"SLC30A5",0.089591
"BRWD3",0.089546
"BRF1",0.089486
"ZDBF2",0.089462
"PCDH18",0.089386
"DUOX1",0.089382
"ARAP1",0.089352
"LAMB3",0.08935
"LCMT2",0.089303
"WWC3",0.089299
"FAM155A",0.089292
"TPCN1",0.089285
"C12orf40",0.089274
"LRRN2",0.089224
"FNDC1",0.08918
"WDR7",0.089165
"CACNG3",0.089098
"NUAK2",0.089069
"XIRP2",0.088997
"ZNF618",0.088945
"SLC34A2",0.088936
"ST6GALNAC1",0.08893
"SH3TC2",0.088925
"HIPK2",0.088862
"CCDC88A",0.088858
"FSHR",0.088853
"FRRS1",0.088834
"ANKRD30B",0.088833
"RBM12",0.088826
"RNF43",0.088813
"ZZEF1",0.088749
"PAMR1",0.088715
"URB1",0.088712
"MLC1",0.088707
"C9orf131",0.088703
"ANKHD1",0.088694
"REV3L",0.088679
"AKAP9",0.08867
"TBC1D4",0.088664
"PCDHA9",0.088642
"CD1D",0.08863
"FILIP1",0.088614
"KIAA0922",0.088552
"ABCA12",0.088503
"OFD1",0.088475
"FAP",0.088473
"DNAH11",0.088431
"CPQ",0.088418
"GALNT5",0.088396
"RNU1-61P",0.08839
"ATAD5",0.088374
"NOP2",0.088321
"ZNF675",0.088317
"WDR45B",0.088279
"CDC42BPB",0.088273
"RHOT1",0.088272
"MAP3K9",0.088268
"SZT2",0.088243
"ANKRD24",0.088235
"MYO7B",0.088103
"CARD6",0.088066
"NEO1",0.088045
"LRPPRC",0.088009
"UGT2B15",0.087936
"NME7",0.087833
"ZNF585B",0.087704
