"geneName","geneScore"
"PIK3CA",0.14433
"TP53",0.13995
"TTN",0.13249
"NEB",0.12207
"AFF2",0.12041
"MUC17",0.11661
"CCDC168",0.11612
"DMXL2",0.11554
"ZDBF2",0.11496
"PCNXL2",0.11489
"SETX",0.11406
"CDC42BPA",0.11405
"RGAG1",0.11377
"QSER1",0.11364
"ASH2L",0.11356
"IPO5",0.11347
"CYP3A7",0.11346
"MYO9A",0.11296
"PRR14L",0.11281
"CEP170",0.11266
"ACSS3",0.11242
"ZNF626",0.1123
"TRPC5",0.11213
"PDCD11",0.1121
"CCDC14",0.11199
"KMT2A",0.11194
"SMC6",0.11193
"ZNF467",0.11176
"SI",0.11162
"EFHC2",0.11144
"RIN2",0.11137
"SPEN",0.11126
"SLC13A4",0.11125
"ANKRD12",0.1112
"MLLT4",0.11117
"MARK1",0.11113
"AKAP12",0.11107
"GRIN2C",0.11104
"ZNF473",0.11103
"CC2D1B",0.11103
"GCM2",0.11102
"TRPS1",0.11102
"STRN",0.11099
"LTBP1",0.11098
"IARS",0.11094
"LINC00283",0.11084
"TRERF1",0.11081
"NDNF",0.11073
"SGSM1",0.11065
"SHANK1",0.11055
"WDR66",0.11055
"PTGFRN",0.11051
"MYLK",0.11036
"NLRP7",0.1103
"CDC42BPB",0.1102
"CALD1",0.1102
"TRMT2B",0.1102
"KIAA1432",0.11013
"TNFRSF10B",0.1101
"HIST1H1B",0.11008
"DCAF8L1",0.11001
"DCLRE1C",0.10998
"ZNF527",0.10997
"DIP2B",0.10992
"C5",0.1099
"DENND1A",0.10989
"CACNA1G",0.10986
"ZNF625",0.10971
"COL4A5",0.10954
"WDR65",0.1095
"PLAGL2",0.10932
"C9orf131",0.1093
"IL6",0.1091
"ARHGEF9",0.10871
"PABPC3",0.10862
"N4BP2",0.10857
"ERCC6L",0.10819
"KNTC1",0.10721
"ATM",0.0086543
"KMT2C",0.0079718
"CDH1",0.007915
"ZFHX4",0.0073791
"DYNC1H1",0.0072737
"OBSCN",0.0071764
"NF1",0.0068229
"PTEN",0.0067244
"COL12A1",0.0066473
"NFASC",0.0066263
"Unknown",0.0066249
"USH2A",0.0065803
"TLN1",0.0065427
"UBR5",0.0064291
"SNAPC4",0.0063676
"KDM5C",0.0062884
"GATA3",0.0061503
"ITSN2",0.0061199
"TAF1L",0.0061184
"CUL4B",0.006109
"MAST4",0.0060851
"CDH19",0.0060167
"SLC17A6",0.005821
"MUC16",0.0057655
"TG",0.0057453
"LAMA5",0.0057403
"PROX1",0.0056357
"MAP3K1",0.0055352
"MYOM3",0.0055293
"AGFG2",0.0055186
"DSCAML1",0.005461
"DMD",0.0053703
"MYH6",0.0053703
"SYT2",0.0053612
"BRIP1",0.0053493
"THSD7B",0.0052696
"RP5-1182A14.5",0.0052607
"NUP160",0.0052396
"MAP2K4",0.0052163
"PRKDC",0.0052065
"HMCN1",0.0051317
"PLCD1",0.0050418
"CSMD1",0.0050326
"PKD1L1",0.0050308
"AMPD1",0.0050279
"MAGI2",0.0050182
"ZNF83",0.0050117
"SHANK2",0.0049536
"RIPK1",0.0049051
"DST",0.0048881
"TRAPPC10",0.0048873
"NEUROD6",0.0048232
"ACER3",0.0047903
"DNAH12",0.0047761
"MYH14",0.0047527
"PAPPA2",0.00474
"TRPC4AP",0.0047397
"C8orf31",0.0046574
"BRCA2",0.004639
"CHD1L",0.0046089
"MROH7",0.0045597
"UHRF1BP1L",0.004526
"SPARCL1",0.0045233
"IL27RA",0.0044986
"KIF5A",0.0044706
"PRPF8",0.0044577
"SBF2",0.0044142
"RFX7",0.0043951
"ANKRD17",0.004387
"PPARGC1B",0.0043817
"TRIM42",0.0043327
"ACACB",0.0042974
"PLCB4",0.0042901
"KCNA1",0.0042709
"CFH",0.0042499
"VSTM4",0.0042227
"PRDM1",0.0042022
"NKAIN4",0.0041956
"SPTA1",0.0041812
"UTRN",0.0041649
"ALDH1A3",0.0041489
"ATRX",0.0041352
"PTPRB",0.0041351
"ANKRD26",0.0041255
"GABRG3",0.0041039
"KIR3DL2",0.0041037
"C11orf30",0.0040686
"UPF2",0.0040608
"LPO",0.004032
"CCDC102B",0.0040261
"TCHHL1",0.0040031
"ZNF106",0.0040012
"PLA2G4F",0.0039878
"RP11-815J4.6",0.0039672
"RP11-32B5.1",0.0039634
"JAK2",0.003956
"THBS1",0.0039533
"LRCH1",0.0039154
"DNAH6",0.00391
"RARB",0.0038891
"NEK5",0.0038439
"LRRN1",0.0038382
"PCDHGB3",0.0038333
"TGM4",0.0038275
"RP11-764K9.4",0.0038275
"TTYH2",0.0038176
"ECM2",0.0038153
"KTN1",0.0038058
"DYRK1A",0.0037974
"IRF9",0.0037646
"TLR4",0.0037618
"EYS",0.0037362
"ARHGAP29",0.0037306
"PRKCDBP",0.003728
"AFF3",0.0037211
"AGGF1",0.0037178
"FBXO21",0.0036901
"SLC4A4",0.0036813
"PCDHB16",0.0036712
"C1orf101",0.0036341
"ABCA13",0.0036292
"TCHH",0.0036271
"EMR2",0.0036197
"HPS3",0.0036133
"SERPINA1",0.0036122
"CTCF",0.0035961
"C10orf12",0.0035655
"BOD1L1",0.0035632
"HERC2",0.00356
"KIF17",0.0035546
"SWSAP1",0.0035533
"RPTN",0.0035373
"snoU13",0.0035228
"PHC1P1",0.0035152
"ASPM",0.0035087
"ITK",0.0035083
"DAB2IP",0.0035018
"FREM2",0.003496
"LRBA",0.0034941
"KCND2",0.0034885
"PREX2",0.0034867
"FOXO4",0.0034781
"GPR98",0.0034736
"DHTKD1",0.0034697
"NRXN1",0.0034549
"COL5A2",0.0034162
"GAB4",0.0034138
"RP11-32B5.7",0.0034133
"GPSM2",0.0033956
"RP11-76H14.2",0.0033928
"USPL1",0.0033864
"PHF8",0.0033833
"ATXN2",0.0033754
"ZNF658",0.0033684
"ERO1L",0.0033666
"ITGA11",0.0033635
"SEC31A",0.0033598
"HDAC1",0.0033486
"NLRP1",0.0033475
"NCKAP1L",0.0033378
"NCOR1",0.0033356
"GPC5",0.0033334
"DOCK7",0.0033148
"HRNR",0.0032931
"MYH7",0.0032801
"KMT2B",0.0032798
"UGGT2",0.0032783
"CCDC110",0.0032725
"UNC79",0.0032673
"FAM208B",0.0032603
"PIP4K2C",0.0032595
"DOCK8",0.0032451
"PITPNM1",0.0032386
"CASC5",0.0032206
"COL7A1",0.0032099
"PCID2",0.0031937
"CR1",0.0031789
"HEATR3",0.0031663
"ANKRD62",0.003163
"OR6K2",0.0031591
"OR2G3",0.003157
"GOLGA3",0.003155
"TPR",0.003152
"RBM33",0.0031506
"EVPL",0.0031504
"MUC12",0.0031422
"KIF4A",0.0031341
"VPS41",0.0031328
"MGA",0.0031319
"ITPR3",0.0031298
"WDR52",0.0031287
"PTCHD1",0.0031286
"PPP1R9A",0.0031243
"RREB1",0.0031169
"GPS2",0.0031123
"GJB3",0.0031099
"NSUN3",0.0031055
"JAK1",0.0030978
"SUZ12",0.0030944
"INSRR",0.0030927
"LPHN3",0.003087
"LLGL2",0.0030683
"LPAL2",0.0030683
"EPHA7",0.003063
"RABEP1",0.0030552
"LINC00842",0.0030507
"COBLL1",0.0030393
"ZFHX3",0.0030331
"SYNE2",0.0030325
"SNX13",0.0030309
"HTT",0.003026
"PRAME",0.0030222
"PCDH9",0.0030191
"OTOF",0.0030142
"SSPO",0.0030108
"RP11-259G18.3",0.0030079
"ASMTL",0.0030017
"ERC2",0.0029958
"ENSG00000210082",0.0029957
"ZNF292",0.0029949
"LRP1",0.0029934
"IL13RA2",0.0029839
"FAT4",0.0029815
"MACF1",0.0029767
"ADAMTS9",0.0029754
"PKHD1L1",0.0029752
"THEG",0.002974
"SLC26A9",0.0029733
"ATP11A",0.0029669
"GPRASP2",0.0029596
"LTBP4",0.0029493
"SF3B1",0.0029391
"EDEM3",0.0029376
"ARHGEF15",0.0029327
"MUC3A",0.0029175
"CYP2S1",0.0029157
"DCAF4L2",0.0029151
"ARHGAP35",0.0029149
