"geneName","geneScore"
"PIK3CA",0.1198
"TTN",0.10126
"RYR2",0.096635
"MUC16",0.094565
"ATM",0.092576
"PCNXL2",0.090191
"CACNA1E",0.08981
"SYNE2",0.089468
"AHNAK2",0.089316
"PCDHGB6",0.089258
"KCNT2",0.088189
"ERCC6",0.087949
"RTL1",0.087763
"RYR3",0.087404
"BRWD3",0.086777
"DROSHA",0.086589
"OR6A2",0.086574
"APOBR",0.086569
"CADPS",0.086521
"XIRP2",0.086409
"CDK11B",0.086169
"PLEKHH2",0.086098
"KRT38",0.086012
"BLM",0.086008
"TPR",0.08592
"RAPGEF6",0.085914
"PRRX1",0.085815
"TRAPPC12",0.08576
"PSMC6",0.085747
"TMC5",0.085713
"RGS4",0.085698
"CCDC180",0.08564
"ZNF28",0.085607
"SCYL3",0.085605
"ATP10A",0.085552
"THSD7A",0.085505
"CTNND2",0.085469
"SCN3A",0.085464
"BNC1",0.085455
"WHSC1",0.08544
"RC3H2",0.085418
"PKHD1L1",0.085395
"CACNA1A",0.085392
"LRPPRC",0.085321
"SCN10A",0.085301
"SMARCA4",0.085226
"TRPM3",0.085139
"PDZD2",0.085108
"ALPK1",0.08508
"AGAP3",0.085043
"OR4K14",0.085029
"PMFBP1",0.085025
"LIFR",0.084997
"MTBP",0.084951
"DNAH7",0.084941
"FOLR4",0.084808
"SMG8",0.084796
"SAMD9",0.084789
"STAG2",0.084785
"OR12D3",0.084779
"FCHO1",0.084766
"CHD6",0.084653
"BAI3",0.084647
"SPTBN4",0.084643
"OR51A7",0.084606
"HIST1H3B",0.084596
"CTNNA2",0.084547
"CHST2",0.084537
"IL6",0.084519
"C5orf42",0.084474
"NLRC5",0.084461
"PSMD1",0.08443
"PHACTR4",0.084398
"TYW1B",0.084387
"SCN8A",0.084366
"GPRIN2",0.084348
"RTTN",0.084338
"C11orf30",0.08427
"ZBED4",0.084267
"NLRP2",0.084249
"HIST2H2BE",0.084243
"MYH7B",0.084232
"FBXO30",0.084229
"FBXL18",0.084225
"DHX57",0.084203
"FNBP4",0.084197
"AMER1",0.084182
"ARHGAP28",0.084178
"MST1",0.084143
"TBCD",0.084084
"DAB2",0.084084
"CHD5",0.084058
"BMP2",0.084022
"NUP205",0.084008
"SLX4",0.084003
"CPT2",0.08398
"SH3TC1",0.083968
"MYO7B",0.083952
"POM121",0.083951
"ZRANB3",0.083924
