"geneName","geneScore"
"PIK3CA",0.14483
"TTN",0.13283
"MAP2K4",0.1158
"CSMD1",0.10653
"MEGF8",0.10459
"UBA6",0.10339
"SHD",0.10296
"DST",0.10259
"RTTN",0.102
"ADAM29",0.10185
"GRIN2A",0.10089
"HGFAC",0.10081
"LGR5",0.10071
"GRM3",0.10042
"BIRC7",0.10011
"MED23",0.099211
"MUC5B",0.098371
"PIWIL1",0.098172
"CUL7",0.098146
"GLTSCR1L",0.09791
"PCDHGA3",0.097854
"SLC9A7P1",0.097645
"SEC24B",0.097584
"ITGB2",0.097547
"AP4M1",0.097478
"HIVEP2",0.097422
"TPO",0.097342
"MBD1",0.097334
"PDE6B",0.097123
"TENM3",0.096896
"QRICH2",0.096894
"NID1",0.096874
"EPAS1",0.096795
"CACNA1I",0.096773
"FLII",0.096736
"PRKD3",0.096732
"LAMA3",0.096721
"DENND1B",0.096704
"AMER1",0.096637
"SUPT6H",0.096637
"CDH20",0.096558
"FLNC",0.096366
"GDI1",0.096274
"PRUNE2",0.095938
"GYS1",0.095685
"SLC34A2",0.095666
"DALRD3",0.095513
"LCT",0.095379
"XPO7",0.095286
"CAMSAP3",0.095253
"LOXL3",0.095209
"WDR72",0.095206
"KDM6A",0.095164
"LAS1L",0.095123
"MYT1L",0.095117
"NLGN3",0.094988
"MTHFD1",0.094914
"SQSTM1",0.094911
"MYH15",0.094856
"MCM3AP",0.094823
"ADCY5",0.094788
"KIAA1549L",0.094752
"TRO",0.094734
"TACC2",0.094731
"ARHGAP29",0.094645
"OSBPL1A",0.094644
"INTS8",0.094643
"CHD5",0.094615
"LRP4",0.094596
"DCAF4L2",0.094513
"SCN3A",0.094463
"GALNTL5",0.094369
"UBE3C",0.094367
"RPS5",0.094331
"KLHL7",0.094286
"GBF1",0.094259
"SOGA2",0.094186
"GOLGA6L7P",0.094148
"GPR101",0.094093
"RRP12",0.094086
"PJA1",0.094046
"GALNT11",0.093952
"ATP13A4",0.093924
"FOXM1",0.093923
"FKBP15",0.093865
"SLC27A4",0.093838
"PTPRF",0.093835
"ZCCHC6",0.093819
"KIAA0825",0.093814
"IDS",0.093756
"RHOT1",0.09373
"POLR2B",0.093701
"FAM47A",0.093679
"TRAF7",0.093675
"CENPE",0.093659
"CNKSR2",0.093655
"TBCD",0.093637
"FAM208A",0.093537
"PCDHGB7",0.093514
"TMEM74",0.09347
"SEC24D",0.093415
"NALCN",0.093369
"ABCC1",0.0933
"RFX6",0.093056
"Unknown",0.022625
"MAP3K1",0.015749
"EXPH5",0.014626
"KMT2C",0.012958
"GATA3",0.012193
"NPAS4",0.012174
"snoU13",0.01121
"AHNAK",0.011209
"SVEP1",0.010304
"NF1",0.010295
"SCN11A",0.010093
"MUC16",0.0099972
"NCOR1",0.0099635
"OTOGL",0.0097089
"SPATA31D1",0.0095329
"MORC1",0.0090756
"MUC17",0.0090302
"RP1",0.0088526
"ADAMTSL3",0.0088091
"MDN1",0.0087622
"NBEAL2",0.0087356
"CROCCP2",0.0086283
"CDH1",0.0085691
"NRK",0.0084994
"RAPGEF6",0.0084931
"ESPL1",0.0084287
"RNF123",0.0083924
"GRIK1",0.0083891
"COL5A3",0.0083539
"HNF1A",0.0082769
"GCC2",0.0082707
"ZFPM2",0.0081629
"FBN3",0.0081248
"FAM114A2",0.0081061
"TRANK1",0.0080959
"PAXIP1",0.0080699
"IQCB1",0.0080431
"CSMD2",0.0080298
"GPR179",0.0080159
"ADAMTSL1",0.007973
"ECM1",0.0078842
"COL18A1",0.0078783
"DMXL1",0.0078709
"SSPO",0.0078378
"LONRF1",0.0078074
"SLCO1B3",0.0077245
"ERBB3",0.0077199
"CACNA1C",0.0076936
"TRHDE",0.0076637
"CACNA1A",0.0076208
"CACNA1D",0.0076136
"NHSL2",0.0075497
"FMN1",0.007533
"KIAA1731",0.007513
"DNAH17",0.0075109
"ACVR1B",0.007478
"CASK",0.0074134
"SPATA6",0.0073956
"HECW1",0.0073914
"C3orf52",0.0073383
"ZNF592",0.0073278
"SON",0.0072191
"ZNF571",0.0072134
"FAM135B",0.0071865
"PTCHD1",0.0071807
"IL1RAPL1",0.0071789
"CD97",0.0071749
"VPS13D",0.0071584
"DNAH2",0.0071308
"IL10RB",0.0071042
