"geneName","geneScore"
"BIRC8",0.0053819
"BRINP1",0.0053789
"C1orf65",0.0053683
"NBEAL1",0.0053671
"LAMA5",0.0053454
"FAM155A",0.0053255
"AFF3",0.0053115
"PRPF8",0.005309
"FAT3",0.00528
"CACNA1G",0.0052497
"OBSCN",0.005246
"SDCCAG8",0.0052437
"SLC17A6",0.0052194
"SPTA1",0.0052081
"SPATA31E1",0.0051955
"SBF2",0.005179
"LONRF1",0.0051767
"BOD1L1",0.0051724
"GSPT2",0.0051717
"ARHGEF25",0.0050254
"EMR2",0.0050035
"CPXM1",0.0049951
"CYP2S1",0.0049915
"HYDIN",0.0049844
"SLC15A5",0.0049799
"LMLN",0.0049739
"NF1",0.004967
"COL6A3",0.004957
"CCDC137",0.0049523
"SPARCL1",0.0049458
"QSER1",0.0049425
"SELP",0.0049413
"GOLGA3",0.0049222
"CTCF",0.0049213
"SERPINA5",0.0049134
"ZNF808",0.0049106
"CCDC150",0.0048934
"RTL1",0.0048932
"TTC14",0.0048821
"CUL4B",0.0048783
"ZCWPW1",0.004876
"CEP290",0.0048622
"ERC2",0.00485
"NFASC",0.0048471
"PCDHGA9",0.0048425
"JAK2",0.0048394
"ZNF527",0.0048357
"CYP2A13",0.0047774
"ATM",0.0047678
"BAZ1B",0.00471
"PAPPA2",0.0046937
"SPI1",0.0046879
"MYO16",0.0046785
"TLR4",0.004667
"ENSG00000210082",0.0046529
"TLN2",0.0046476
"TMCC1",0.0046455
"DIDO1",0.0046356
"ERMAP",0.0046269
"SIPA1L2",0.0046024
"HGSNAT",0.0046023
"MAP2K4",0.0045942
"OR2L2",0.0045852
"GPR32",0.0045776
"GPR98",0.0045703
"LPAL2",0.0045632
"COL5A2",0.0045192
"DOCK8",0.0044905
"SHROOM2",0.0044804
"LAMB2",0.0044728
"C10orf12",0.0044442
"SLC22A23",0.0044392
"AFF4",0.0044388
"CD5L",0.0044317
"TTC18",0.0044246
"LRP2",0.0044237
"MPDZ",0.0043943
"ZNF106",0.004385
"SEMA5A",0.004379
"ELTD1",0.004367
"NINL",0.0043608
"RGAG1",0.0043524
"DMXL1",0.0043267
"SF3B1",0.0043154
"ANKRD62",0.0043131
"PTPN2",0.0043034
"ARID1A",0.004299
"FAM208B",0.0042815
"CCDC175",0.0042641
"PREX2",0.004256
"MST1L",0.0042484
"PROSER1",0.0042407
"EIF4A2",0.0042265
"PLXNA3",0.0042068
"TCF12",0.0042004
"ALDH3B1",0.0041997
"ZNF292",0.004199
"PRKAA2",0.00419
"DSPP",0.0041862
"AMER1",0.0041753
"GRIA1",0.0041696
"MOB2",0.0041652
"IL23R",0.0041557
"ASCC3",0.0041112
"CECR2",0.0041106
"LAMA2",0.0040949
"ERO1L",0.0040891
"MYH4",0.0040846
"HEG1",0.0040777
"ABAT",0.0040738
"PEG3",0.0040557
"THEG",0.0040552
"TACC2",0.0040491
"BRINP3",0.0040439
"NUP160",0.0040368
"ERBB2IP",0.0040341
"TCHH",0.004024
"CHL1",0.0040109
"ATIC",0.0040003
"TIMELESS",0.0039907
"ZNF462",0.0039598
"ZNF578",0.0039566
"ABCA13",0.0039534
"FOXO4",0.0039369
"CACNA1C",0.00393
"TMEM132D",0.0039258
"RAPGEF4",0.0039104
"TTYH2",0.0039099
"COL7A1",0.0039044
"AAK1",0.0038923
"GABRG3",0.0038908
"NTRK2",0.0038869
"ZNF469",0.0038817
"TLR8",0.0038763
"JADE2",0.0038661
"FAAH",0.0038564
"MYO1B",0.003836
"ERBB3",0.0038241
"ZNF445",0.003824
"CPA1",0.0038071
"NRDE2",0.0038035
"STXBP2",0.0038013
"MEST",0.0037865
"MYO7A",0.003781
"GLG1",0.0037708
"GBE1",0.0037706
"LMAN2",0.0037534
"ZNF585A",0.0037501
"NEDD9",0.0037464
"ZNF594",0.0037423
"NCKAP5",0.0037291
"PDS5A",0.0037258
"PLG",0.0037194
"SRGAP1",0.0037065
"SWSAP1",0.0036917
"HOOK2",0.0036893
"ROBO1",0.0036657
"DENND6A",0.0036506
"CNTNAP5",0.0036384
"INADL",0.0036302
"EARS2",0.0036252
"CRYBG3",0.003625
"ZNF268",0.0036123
"NPC1",0.0036114
"TMEM131",0.0036081
"CDH8",0.0036054
"GRID2",0.0036032
"CEP250",0.0036004
"USP54",0.0036002
"CELF2",0.003599
"ZEB2",0.003587
"CDH9",0.0035794
"ASZ1",0.0035776
"FBXO21",0.0035744
"CPQ",0.0035687
"NCAN",0.0035656
"HDLBP",0.003551
"BIRC6",0.0035499
"SLC27A4",0.0035433
"ANKRD12",0.003542
"WDR3",0.003541
"COL4A1",0.0035361
"ALDH1L2",0.0035253
"SYCP1",0.0035245
"TNPO1",0.0035196
"GRAMD1B",0.0035188
"PCDHGA11",0.0035158
"HSD17B4",0.0035139
"FRY",0.0035135
"RIN2",0.0034891
"KCNH6",0.0034882
"MBD6",0.0034837
"DDR2",0.0034661
"RASA3",0.0034628
"RP11-404K5.2",0.0034582
"RGPD3",0.0034568
"RFX4",0.0034555
"OR6K2",0.003455
"DNAJC13",0.0034438
"KIF26B",0.0034423
"WNK3",0.0034365
"HPS3",0.0034353
"CCDC14",0.003426
"PCDHGB6",0.0034255
"RHOT1",0.0034217
"C4orf40",0.0034151
"LRCH1",0.0034118
"GATM",0.0034017
"FAM47B",0.0033976
"PRDM15",0.0033913
"KL",0.0033886
"FREM1",0.0033869
"ZFP36L1",0.0033826
"ASMTL",0.0033707
"PHIP",0.0033702
"PKD1L1",0.0033482
"ALDOA",0.0033464
"PLCG1",0.0033418
"PXDNL",0.0033353
"COL14A1",0.0033247
"EML4",0.0033217
"KIF13A",0.0033211
"ZNF438",0.0033192
"SGSM1",0.003317
"FRMD4A",0.0033097
"MUC4",0.0033087
"DOPEY1",0.0033077
"COL23A1",0.003307
"AL022344.5",0.0032965
"TCF20",0.0032958
"ARAP1",0.0032925
"ZNF407",0.0032915
"CKAP5",0.0032736
"KCNQ2",0.0032716
"XKR5",0.0032708
"DYNC1H1",0.0032699
"CHD1L",0.0032676
"AMPD1",0.0032618
"OR12D3",0.0032571
"AGFG2",0.0032537
"SIGLEC7",0.0032479
"SVEP1",0.0032439
"TEX15",0.0032427
"ANKAR",0.0032341
"UBR5",0.0032339
"KIF4A",0.0032313
"RP11-480I12.7",0.0032195
"CMYA5",0.0032122
"YBEY",0.0032117
"SCAPER",0.0032071
"EGFLAM",0.0032023
"FLNC",0.0031975
"CPT2",0.0031937
"ATP2B3",0.0031832
"SIN3A",0.0031805
"MGAM",0.003167
"NOTCH2",0.0031603
"BCAN",0.0031525
"NUP210L",0.0031356
"CCR2",0.003133
"CSMD2",0.0031229
"ECE1",0.0031126
"HSPA4",0.0031069
"KIAA1614",0.0031033
"ZNF160",0.0030999
"WSCD2",0.0030843
"EYS",0.003084
"STXBP1",0.0030789
"PLCB1",0.0030761
"PAPPA",0.0030731
"NYNRIN",0.0030718
"AOX1",0.0030664
"CHGB",0.0030626
"ZC3H12B",0.0030574
"SACS",0.0030444
"SCFD2",0.003044
"PCDHA9",0.0030253
"MECP2",0.003024
"CCDC180",0.0030207
"CDC42BPA",0.003012
"DNAJC11",0.0030103
"OR10H2",0.0030078
"NUP214",0.0030055
"TLE6",0.0030025
"PLA2G4A",0.0030025
"ATHL1",0.0029949
"SUPT20HL1",0.002994
"MYH7",0.0029807
"SMTNL1",0.0029666
"SPEN",0.002962
"TIAM2",0.0029617
"ZC3H12C",0.0029595
"VCAN",0.0029573
"ITM2A",0.0029514
"LAMB4",0.002945
"ZNF208",0.0029425
"HAUS6",0.0029402
"KAT6B",0.0029322
"MKI67",0.0029294
"CDH1",0.002929
"CBLB",0.0029279
"CATSPERD",0.0029166
"AKT3",0.0029097
"CYP7B1",0.0029094
"LRRC16A",0.0029049
"F5",0.002904
"PCDH18",0.002891
"DOPEY2",0.0028879
"FANCA",0.0028868
"C5",0.0028782
"SAMD9L",0.0028687
"GPR179",0.0028643
"LATS2",0.0028606
"WDFY2",0.0028599
"KPNA4",0.0028585
"ZNF730",0.0028567
"FBN1",0.0028555
"PLXNA2",0.0028545
"CCDC146",0.0028527
"ZNF540",0.0028378
"DHX37",0.0028374
"NCOR1",0.0028301
"GRIN2A",0.0028247
"BCORL1",0.0028247
"OR4D10",0.0028173
"TRAPPC10",0.0028172
"PMS1",0.002816
"AC090692.1",0.0028139
"PREX1",0.0028124
"KCNA1",0.0028042
"PHLDA1",0.0027976
"PCDHA8",0.0027912
"LINGO2",0.002791
"LTBP4",0.0027898
"GABRQ",0.0027892
"RUNX1",0.0027871
"RIPK1",0.0027832
"RGS4",0.0027763
"CILP",0.0027684
"DLC1",0.0027629
"KCNB2",0.0027572
"MACF1",0.0027492
"GCM2",0.0027463
"AEBP1",0.0027445
"PRX",0.0027417
"SNAPC4",0.00274
"ZNF587B",0.0027322
"PSD",0.0027188
"TAF1L",0.0027178
"PCNXL2",0.0027178
"HERC2",0.0027128
"SERPINA4",0.002707
"ABCC8",0.0027058
"KCND1",0.002705
"UBR1",0.0027031
"SORCS1",0.0026822
"CSTF3",0.0026743
"EPHB1",0.0026689
"ZZEF1",0.0026683
"IGHG3",0.0026679
"RC3H2",0.0026638
"IREB2",0.0026594
"ITGA2",0.0026561
"FAM166A",0.0026538
"LAMA1",0.0026486
"CADPS",0.0026483
"TPP1",0.0026454
"PRKCDBP",0.0026385
"CR1",0.0026381
"HTT",0.0026367
"UNC45A",0.0026364
"ECE2",0.0026354
"MUC3A",0.0026352
"SETDB1",0.0026163
"XIST",0.0026108
"ZFPM2",0.0026103
"EXOC6",0.0026031
"KIRREL",0.0026003
"ASPM",0.0025968
"NKAIN4",0.002592
"CYP2C8",0.002592
"NUAK2",0.0025793
"SPTBN2",0.0025773
"KCNK2",0.0025741
"MARK1",0.0025696
"XPOT",0.0025662
"PCDHB16",0.0025652
"ACE",0.0025535
"AP1G2",0.0025534
"SCN4A",0.0025454
"ZNF841",0.0025336
"MED12",0.0025287
"MTBP",0.0025254
"COLEC12",0.0025235
"PRAMEF4",0.0025212
"ARMCX2",0.0025116
"OPA1",0.0025115
"AFF2",0.0025041
"HIST1H2BC",0.0025028
"UTP20",0.0024985
"ADCY9",0.0024983
"SEC24C",0.0024973
"IFT140",0.0024893
"ADAMTS6",0.0024864
"OTOGL",0.0024837
"CCDC34",0.0024837
"LOXL3",0.0024771
"CCDC183",0.0024748
"DROSHA",0.0024726
"FLG2",0.0024702
"DCST1",0.0024641
"ZNF804B",0.0024589
"UTRN",0.0024578
"DNAH3",0.0024538
"KIAA0825",0.00245
"RP11-656G20.1",0.0024473
"ITIH6",0.0024472
"OPLAH",0.0024372
"ELOVL5",0.002425
"CYP4F11",0.0024215
"TSHZ2",0.0024184
"PLCE1",0.0024128
"UBR3",0.0024057
"TEP1",0.0024051
"PBXIP1",0.0023988
"LIMA1",0.0023981
"ANKRD6",0.0023949
"NEK5",0.0023919
"SETX",0.0023904
"NRP2",0.0023809
"ZFP69",0.0023791
"AHNAK2",0.0023733
"CDH6",0.0023715
"TRPC5",0.0023661
"RP5-1182A14.5",0.0023635
"BRDT",0.0023575
"AFF1",0.0023546
"GIMAP8",0.0023483
"SLC35B2",0.0023477
"GRIN2C",0.0023432
"GRIK3",0.0023422
"SCN2A",0.0023385
"UBQLN4",0.0023353
"LRRK2",0.0023318
"CTD-2314B22.3",0.0023297
"SMARCD3",0.0023266
"MTHFD1L",0.0023248
"MXRA5",0.002323
"PPP6R1",0.0023227
"REV1",0.0023204
"SYMPK",0.0023183
"MYO10",0.0023028
"LPA",0.0022992
"NEFM",0.0022966
"USP9X",0.0022888
"ATP11A",0.0022884
"TENM1",0.0022879
"CHD4",0.0022855
"ENPP1",0.0022853
"MUC12",0.0022818
"PTCHD1",0.002271
"TARS2",0.0022646
"NOTCH3",0.0022566
"MYH11",0.002256
"DAP",0.0022552
"RFPL1",0.0022506
"IPO5",0.0022498
"UPK3B",0.0022477
"OR4A4P",0.0022413
"SPEG",0.0022403
"ZDBF2",0.0022376
"WWP2",0.002232
"ANKRD17",0.0022312
"RAPGEF6",0.0022178
"MTHFD1",0.0022156
"ARHGEF17",0.002211
"GLI2",0.0022109
"MCTP2",0.0022081
"AGAP7",0.0022024
"RP11-432N13.4",0.002201
"CYP4B1",0.0021991
"COL1A1",0.0021988
"LIN9",0.0021943
"TRAPPC9",0.002194
"GLB1L3",0.0021913
"STAG1",0.0021874
"IRAK2",0.002185
"ARMCX1",0.0021833
"DAPK1",0.0021829
"NRXN3",0.0021808
"ADAMTS10",0.0021782
"SHROOM4",0.0021764
"RABEP1",0.002176
"SEMG1",0.0021731
"ATN1",0.0021725
"COL12A1",0.0021693
"GLT8D2",0.0021662
"ZNF83",0.0021653
"CDCA7L",0.0021639
"ATP4A",0.0021608
"VSTM4",0.0021561
"THSD7B",0.0021535
"ARHGEF15",0.0021522
"FLT3",0.0021458
"PPEF1",0.0021455
"EEF2K",0.0021443
"KCNJ12",0.0021383
"CDH19",0.0021329
"PODN",0.0021296
"SHANK2",0.0021286
"EHMT1",0.0021279
"KIAA1462",0.0021274
"GPATCH8",0.0021251
"ASTN1",0.0021238
"BZRAP1",0.0021222
"CSPG4P11",0.0021218
"DDX12P",0.0021078
"SNAP91",0.0021042
"FSIP2",0.0021025
"ZNF217",0.0021017
"TSC1",0.0020992
"RPS6KA6",0.0020991
"AP4E1",0.0020975
"PCDHGA12",0.002092
"PRKRIR",0.0020877
"CEP68",0.0020877
"MADD",0.0020755
"HRNR",0.0020731
"GJB3",0.002073
"PCDHB6",0.0020681
"C1orf101",0.0020648
"FYCO1",0.0020627
"RP11-259G18.3",0.0020571
"COX10",0.002057
"RIF1",0.0020543
"TGFBI",0.0020515
"SP100",0.0020514
"FMN2",0.0020478
"KLHL41",0.0020468
"PVRL2",0.0020462
"MYO15A",0.002044
"ALDH1A3",0.0020433
"GCN1L1",0.0020431
"ATXN2",0.0020422
"COL17A1",0.0020398
"BCOR",0.0020367
"NCOA6",0.0020361
"ITK",0.002033
"LRIT2",0.0020325
"EPG5",0.0020302
"FREM2",0.002026
"CDC25B",0.0020248
"KIAA1549",0.0020238
"PIK3R4",0.0020192
"TTC28",0.0020104
"HFM1",0.0020101
"GPLD1",0.0020071
"DNAAF3",0.0020036
"DNMT3A",0.0020012
"ANKFY1",0.0019924
"SLC13A1",0.0019905
"BAI1",0.0019891
"MCMBP",0.0019859
"MAP2",0.0019854
"ZHX1",0.0019852
"BAIAP3",0.0019836
"RIMBP2",0.0019791
"PTK2B",0.0019778
"CNOT1",0.0019676
"COL4A5",0.0019649
"PPARGC1B",0.0019647
"NWD1",0.0019627
"TENM4",0.0019572
"OR2G3",0.0019566
"ABCA9",0.0019521
"HCFC1",0.001951
"GON4L",0.001946
"CNTN4",0.0019402
"PDZRN3",0.0019383
"ABCA6",0.0019375
"SON",0.0019369
"TBC1D8",0.0019361
"LLGL2",0.001932
"TMEM246",0.0019307
"DMGDH",0.0019303
"LRGUK",0.0019286
"GRIK5",0.0019284
"TPM2",0.0019257
"SLC13A4",0.0019198
"FOXA1",0.0019194
"PLCB4",0.0019151
"SREBF2",0.0019127
"PZP",0.0019117
"CNGA3",0.0019106
"PGLYRP2",0.0019104
"NID1",0.0019065
"ZC3H11A",0.0019026
"PRTG",0.0018973
"ACAD10",0.001896
"MCF2L",0.0018947
"RPL3",0.0018941
"RYR1",0.0018924
"PHLPP2",0.0018923
"KLC4",0.0018912
"VPS18",0.0018875
"TUBB4B",0.0018848
"NLRP3",0.0018843
"ZMYM3",0.0018827
"RASAL3",0.0018769
"PCDHA1",0.0018739
"MICU3",0.0018732
"ARID1B",0.0018726
"GCC2",0.0018703
"FAT4",0.0018675
"MICAL2",0.0018639
"ZNF577",0.0018628
"SQSTM1",0.0018604
"SMG1",0.0018546
"PTPRU",0.0018529
"DCLRE1CP1",0.0018509
"POLR3B",0.0018477
"KIAA0226",0.0018462
"CCNB3",0.0018459
"TCF7",0.0018395
"SMYD3",0.0018334
"BRD8",0.0018333
"GPRASP2",0.0018331
"HERC4",0.0018309
"IQCA1",0.0018305
"SCN9A",0.0018296
"ZNF266",0.0018251
"CSPP1",0.0018237
"COL20A1",0.0018235
"HHAT",0.0018196
"PRRC2B",0.0018157
"RPL13A",0.0018148
"VPS13A",0.0018142
"TPTE2",0.0018101
"CCDC11",0.001809
"SAGE1",0.0018043
"RPTN",0.0018002
"SLC44A5",0.0017992
"FMNL3",0.0017967
"ABL1",0.0017956
"LPHN2",0.0017954
"KLF7",0.0017932
"MMP3",0.0017928
"MCM3AP",0.0017914
"NELFCD",0.0017901
"SYBU",0.0017879
"SMC1A",0.0017871
"OR10H1",0.0017842
"PGBD5",0.0017837
"SLC13A2",0.0017826
"RSF1",0.0017812
"PCDHB14",0.0017785
"RP1",0.0017781
"EPN3",0.0017753
"CYLC1",0.0017718
"TLL2",0.0017713
"GAB3",0.0017711
"ANGPT4",0.0017689
"TYK2",0.0017671
"SNORD3A",0.0017661
"KMT2D",0.0017653
"SH3PXD2A",0.0017607
"OR6S1",0.0017585
"IMPG1",0.0017571
"ITPKB",0.0017451
"FASTKD1",0.0017398
"C20orf26",0.0017381
"CBX8",0.0017379
"WDR96",0.0017347
"HIPK2",0.0017336
"TNRC6A",0.0017331
"HLA-V",0.0017247
"YLPM1",0.0017244
"MEFV",0.0017213
"SI",0.001721
"TSHR",0.0017206
"SLC15A1",0.0017156
"JAK1",0.0017147
"KDM5C",0.0017145
"FAUP1",0.0017144
"DNAH17",0.0017135
"HGFAC",0.0017123
"CDRT1",0.0017087
"UBA7",0.0017082
"HAUS5",0.001708
"PDE2A",0.0017041
"AGO2",0.0016995
"FRRS1",0.0016965
"SLC39A6",0.0016855
"SPAG17",0.0016825
"COL1A2",0.0016814
"BCL9L",0.00168
"PCDHA11",0.0016722
"GPR143",0.0016721
"USP15",0.0016714
"MARCH1",0.0016697
"SCN5A",0.0016665
"TRIM42",0.0016656
"PTPRB",0.0016635
"BCAS1",0.0016583
"NEUROD6",0.0016566
"TRPC4AP",0.0016566
"PYGB",0.0016516
"MAST1",0.0016509
"PDE3A",0.0016489
"GUCY2C",0.0016488
"ABCC2",0.0016414
"PCDHA5",0.0016404
"ABCB1",0.0016383
"L3MBTL3",0.0016363
"PCID2",0.0016332
"BANK1",0.0016322
"SSPO",0.0016312
"NUP98",0.0016309
"COMP",0.0016304
"KPRP",0.0016302
"TCHHL1",0.0016226
"DSC2",0.0016222
"WDR52",0.0016187
"FAM189A2",0.0016148
"RXFP1",0.0016131
"DSP",0.0016102
"CCDC102B",0.0016099
"ARHGAP35",0.0016098
"DMXL2",0.0016065
"PLXND1",0.0016047
"PCED1B",0.0016027
"MAP3K13",0.0016006
"PAK2",0.0015973
"FLNA",0.0015972
"SEC31A",0.0015965
"RXFP3",0.0015958
"STOX1",0.0015929
"ABCC12",0.00159
"ACLY",0.0015897
"PCDH11X",0.0015886
"GPR110",0.0015868
"SLC4A2",0.0015825
"RTN4",0.001576
"DLGAP2",0.0015744
"MALAT1",0.0015709
"GPSM2",0.0015699
"KIAA1432",0.0015667
"PTPN13",0.0015664
"PIWIL3",0.0015658
"SYT2",0.0015642
"NR3C2",0.0015635
"POLI",0.0015619
"SLFN12L",0.0015619
"FAM194B",0.0015519
"SHANK1",0.0015516
"DHRS2",0.0015499
"SERTAD3",0.0015414
"ANKRD24",0.0015401
"PLXNB2",0.0015395
"KIAA0232",0.0015353
"PCDH9",0.0015302
"PLEKHH2",0.0015278
"SBNO1",0.0015245
"AKNA",0.0015233
"NUAK1",0.0015225
"DDX11",0.0015214
"LYST",0.0015211
"SELL",0.0015206
"NKTR",0.0015161
"SCFD1",0.0015161
"HDAC8",0.0015088
"MTMR9",0.0015058
"NPY1R",0.0015058
"HEATR1",0.001505
"PPL",0.0015042
"RP11-488L18.10",0.0015035
"PDCD11",0.0014991
"LCA5L",0.0014961
"ADAD2",0.0014952
"HSPG2",0.0014937
"SLC22A16",0.0014899
"NLGN3",0.0014891
"PRDM1",0.001487
"EWSR1",0.0014854
"USP29",0.0014846
"USP12",0.0014764
"TLR7",0.0014745
"MYH6",0.0014727
"TMC4",0.0014697
"SYCE1L",0.0014688
"TMEM132B",0.0014679
"ACO2",0.0014667
"ANKRD36C",0.0014632
"TBX3",0.0014624
"PTBP3",0.001461
"AADAC",0.0014578
"ZSCAN21",0.0014543
"MAPK8IP3",0.0014538
"SCN10A",0.0014517
"CIT",0.0014507
"MAST2",0.0014504
"PIP4K2C",0.0014504
"DYRK1A",0.0014424
"HPS1",0.0014409
"PI4KA",0.0014408
"CAPN1",0.0014406
"RBM26",0.00144
"MAP3K10",0.00144
"IKBKB",0.0014394
"TMEM189",0.0014372
"CDHR1",0.0014339
"ANAPC5",0.0014327
"POLR2B",0.0014325
"PHTF2",0.0014293
"BAHD1",0.0014285
"TARS",0.0014282
"FLNB",0.0014275
"CHRM2",0.0014272
"TNC",0.0014258
"TPM1",0.0014254
"PRDM10",0.0014198
"COL15A1",0.0014186
"DSG3",0.0014184
"TRA2B",0.0014181
"SPEF2",0.0014163
"MBD1",0.0014154
"PCDHB18",0.0014146
"TNN",0.0014099
"NFATC4",0.0014078
"PDE6C",0.0014064
"PCDH7",0.0014064
"RLF",0.001404
"ESRRG",0.0014005
"COL27A1",0.0013986
"NBPF14",0.0013978
"CSMD3",0.0013951
"ERN2",0.001395
"SERPINA1",0.0013928
"BTK",0.0013905
"CHAF1A",0.0013865
"ZBTB11",0.0013842
"COL6A6",0.0013826
"KMT2B",0.0013818
"L3MBTL4",0.0013796
"CAMSAP2",0.0013786
"DCDC1",0.0013783
"ROBO4",0.0013777
"SHD",0.0013771
"TCEB3",0.0013767
"ABCA10",0.0013761
"USP42",0.0013731
"ZBTB10",0.0013706
"PDE4C",0.0013663
"PLCZ1",0.0013643
"ERCC5",0.0013608
"TRPM8",0.0013608
"TGM7",0.0013575
"CDH12",0.0013493
"ITPR3",0.0013476
"DOK5",0.0013475
"FLII",0.0013471
"NSUN3",0.0013465
"PASK",0.0013453
"PTPN14",0.0013452
"YEATS2",0.0013445
"LINC00283",0.0013429
"PNMAL1",0.0013422
"AKAP13",0.0013412
"ATP7A",0.0013383
"C19orf45",0.0013377
"SDK2",0.0013353
"SLC9A4",0.001335
"IQGAP3",0.0013336
"KDM4A",0.0013336
"HMGN5",0.0013329
"ARHGAP23",0.0013318
"TRIM65",0.0013288
"PCDHB7",0.001328
"ADAMTSL3",0.0013213
"RP11-1055B8.7",0.0013199
"ATP1A1",0.0013195
"ZNF467",0.0013194
"BMS1",0.0013159
"CCDC110",0.0013137
"SCN11A",0.0013101
"POM121L12",0.00131
"LARGE",0.0013091
"NACA",0.0013091
"STAT5B",0.0013088
"ZNF229",0.0013072
"NAV2",0.0013048
"NUPL1",0.0013041
"SLC7A6OS",0.0013035
"MAGEB4",0.0013009
"SUSD4",0.0012995
"KIAA1210",0.0012987
"CD247",0.0012942
"CSTF2T",0.0012925
"FDXR",0.0012903
"FSHR",0.0012878
"KLRC1",0.0012868
"NUP210",0.0012835
"RANBP17",0.0012829
"SLC45A2",0.0012804
"CEACAM21",0.0012789
"PLEKHG5",0.0012784
"CEP164",0.0012782
"MFN1",0.0012782
"SYDE2",0.0012753
"PDILT",0.0012735
"RGS7",0.0012728
"TRAK2",0.001268
"SIAH1",0.0012672
"TMC2",0.0012665
"RNF219",0.0012635
"ZNF454",0.0012634
"PXDN",0.0012587
"ZNRD1-AS1",0.0012547
"DYNC2H1",0.0012524
"CLIP1",0.0012513
"DNAJC6",0.0012446
"GRB7",0.0012389
"ZCCHC12",0.0012388
"SDK1",0.0012387
"NOP9",0.0012372
"PCM1",0.0012321
"COG2",0.0012316
"SORBS1",0.0012315
"OTOP2",0.0012312
"RBMX2P5",0.0012278
"ITPR1",0.0012258
"RP11-460N11.2",0.0012255
