"geneName","geneScore"
"TP53",0.62536
"TTN",0.19302
"BRCA1",0.10249
"PIK3CA",0.093732
"USH2A",0.083007
"Unknown",0.077185
"MUC16",0.071924
"FAT3",0.064028
"RYR2",0.062692
"OBSCN",0.060883
"DNAH7",0.059834
"LRP2",0.056712
"FLG",0.05656
"MUC17",0.056297
"SYNE1",0.0554
"SSPO",0.053546
"APOB",0.052375
"KMT2C",0.052196
"MACF1",0.050564
"HMCN1",0.05037
"ASXL3",0.049474
"MUC12",0.048942
"AKAP9",0.048046
"FRY",0.047462
"AFF2",0.047457
"DST",0.046877
"BRCA2",0.0466
"XIRP2",0.046238
"SPTA1",0.045148
"MUC4",0.044815
"UNC5C",0.044567
"PKHD1L1",0.04427
"PREX1",0.044137
"GOLGB1",0.043939
"ZFHX4",0.04365
"F5",0.043187
"TG",0.04153
"CACNA1F",0.041452
"AKAP4",0.040435
"C16orf62",0.040158
"CROCCP2",0.039963
"NEB",0.039902
"DNAH9",0.039803
"SETDB1",0.039771
"CPXM1",0.039382
"ANK1",0.039351
"ENSG00000210082",0.039131
"ARID1B",0.039089
"KIAA1210",0.039012
"CACNA1B",0.038727
"CACNA2D1",0.038316
"DNAH3",0.038147
"DNAH5",0.037916
"CSMD1",0.037555
"SCN7A",0.037476
"ATP10B",0.037401
"KIF4A",0.037191
"HYDIN",0.037112
"DGKI",0.036793
"SPTBN5",0.036538
"GATA3",0.036177
"SPEG",0.035732
"CSMD3",0.035458
"PEG3",0.035229
"SYNE2",0.035094
"TEP1",0.034684
"NALCN",0.033867
"HIPK1",0.033783
"PCDH19",0.033697
"COL18A1",0.033562
"AGO4",0.033287
"COL5A2",0.033165
"HELZ",0.033108
"AIM1",0.032996
"HTR5A",0.032704
"CACNA1E",0.032452
"FBN1",0.032314
"CCAR1",0.032002
"RB1",0.031564
"NBEAL2",0.031535
"HIF3A",0.031404
"DNAH2",0.031379
"PCDH15",0.031241
"CKAP5",0.031212
"MYO18B",0.031104
"UBR4",0.030996
"EYS",0.030674
"MYO7A",0.030634
"VWA3A",0.030506
"OTOGL",0.030445
"PTEN",0.030318
"SMG8",0.03029
"EVPL",0.030239
"LOXHD1",0.0302
"SCN11A",0.030107
"ADAMTS17",0.03006
"CCDC104",0.030019
"ABCA13",0.029917
"MYH14",0.02984
"VWF",0.029839
"COL6A3",0.029796
"PRAME",0.029796
"BANK1",0.02974
"OR6K2",0.029714
"DYSF",0.029686
"RYR3",0.029591
"ATP11A",0.02947
"FAM135B",0.029378
"DMD",0.029253
