"geneName","geneScore"
"TP53",0.10934
"TTN",0.10853
"MUC16",0.10673
"DMD",0.098691
"SDCCAG8",0.0956
"RAB3GAP2",0.094829
"KIT",0.094793
"PRPF8",0.094525
"EYS",0.094059
"APOB",0.093529
"FAM47C",0.09348
"VPS13C",0.093113
"NLRC5",0.092687
"ZFPM2",0.092566
"DNAH9",0.092424
"MICAL2",0.092231
"ATP10B",0.092165
"FIGN",0.092065
"UBR3",0.091855
"PLA2G4A",0.091826
"ATAD2",0.091745
"TENM2",0.091616
"PARK2",0.091557
"CD163L1",0.091437
"CIRH1A",0.091433
"KCNT2",0.091405
"PTPN22",0.091391
"DNAH1",0.091344
"PMFBP1",0.091273
"AHCTF1",0.091241
"CENPE",0.090999
"MYT1L",0.090977
"EXPH5",0.090971
"LRP2",0.090911
"HCFC2",0.090867
"ELL",0.090866
"COL12A1",0.09086
"MYO5C",0.090843
"AKAP11",0.090812
"TENM4",0.090785
"PRUNE2",0.090573
"KMT2D",0.090427
"NEBL",0.090367
"ADAM29",0.090346
"TOPBP1",0.090228
"GPLD1",0.090081
"SIRPG",0.090033
"PDCD11",0.09003
"PCLO",0.089972
"LRP1",0.08995
"LAMB1",0.089918
"UNC80",0.089902
"VCPIP1",0.08988
"NLRP1",0.089875
"TAF4",0.089873
"DCAF17",0.089848
"HGS",0.089833
"SPINK5",0.089825
"COL2A1",0.089823
"CCDC138",0.089691
"SGK1",0.089654
"ZNF462",0.08962
"ATP1A1",0.089611
"NEDD4L",0.089553
"HSD17B7P2",0.089488
"Z95704.1",0.089487
"RIPK1",0.089454
"SLC4A2",0.08944
"TJP1",0.08941
"GYS1",0.089385
"C4orf17",0.089371
"UHRF1",0.089363
"TBC1D3P5",0.089355
"ABCA4",0.089352
"FREM3",0.08933
"PCDHA7",0.089317
"GON4L",0.089264
"GRIA3",0.089201
"ANGPT1",0.089199
"TIAM2",0.089196
"SIGLEC7",0.089191
"RIMS1",0.089157
"PHF20L1",0.089129
"SPRED1",0.089126
"CREBRF",0.089107
"PPM1L",0.089102
"HOMER2",0.089086
"UNC13C",0.089023
"GCN1L1",0.089001
"YEATS2",0.088958
"ITPR3",0.088949
"CCDC64B",0.088877
"AGO3",0.0888
"ITGA6",0.088763
"CPQ",0.088741
"ADAMTS18",0.088724
"NARFL",0.088701
"CYP11B2",0.088655
"KANK2",0.088652
"GPR83",0.088636
"EXOC3",0.088569
"OBSL1",0.088535
"ANAPC7",0.088527
"FAM129C",0.088513
"SYT17",0.088513
"STK31",0.0885
"EFEMP1",0.088478
"ERMAP",0.088408
"SLC13A2",0.088394
"PANK4",0.088351
"TMEM245",0.088317
"PHC3",0.088255
"HERC6",0.088247
"CIITA",0.088127
"INTS1",0.088054
"UFL1",0.088035
"GBP7",0.088033
"ZNF625",0.087898
"MKL2",0.087821
"KNTC1",0.087741
"RBM44",0.087413
"PIK3CA",0.014494
"BRCA2",0.012178
"HEG1",0.0089923
"Unknown",0.0087503
"GATA3",0.00793
"RP11-32B5.7",0.0077678
"ZNF841",0.0074199
"MACF1",0.0068668
"CCDC66",0.006648
"TMEM131",0.0064854
