"geneName","geneScore"
"GRIA1",1.07714882189964
"EVPL",1.14044584192674
"GPR112",1.1464559119604
"HEG1",1.15446605837789
"WDR33",1.21679588702049
"GNPTAB",1.25046256690767
"ITSN2",1.26823277551925
"DALRD3",1.27022768500627
"NBEAL1",1.29045594626609
"TACC2",1.29843793168598
"SRCAP",1.33559102280069
"GRIK2",1.33695554416038
"FAM208B",1.35446345462922
"TLR4",1.44777356676459
"RAB3GAP2",1.4580380938183
"ANKRD36C",1.49928595299489
"IARS",1.52038372088852
"EPG5",1.52202550151232
"MYH6",1.54249291847057
"GPR179",1.5507336092306
"FOXA1",1.57249576440752
"NUP160",1.65452223980405
"PEG3",1.69029026088118
"COL14A1",1.69723681525114
"HSPG2",1.7003622569065
"KIAA0825",1.71272087013882
"FLNB",1.75405491585432
"CMYA5",1.75618986542777
"LAMA3",1.78144651641269
"GRIN2A",1.78695370860506
"PRUNE2",1.81087591307272
"CFH",1.82511942634744
"TENM1",1.83116492083275
"NEK5",1.83319902836759
"MYO7A",1.84712506966691
"C1orf65",1.85757232933855
"FLNC",1.86312994435352
"CSMD2",1.88322522655236
"OR2G3",1.88876825585775
"SCN11A",1.8985422395762
"TCHH",1.91661829304166
"HUWE1",1.9300586029659
"EMR2",1.93390792229508
"KIF13A",1.93980241173502
"CHD1L",1.97274893967485
"MGA",1.97630322185848
"BZRAP1",1.98808119169618
"FNDC1",1.99730100690395
"COL6A6",2.00528503535041
"RIPK1",2.01807351223015
"ZNF438",2.02611662617904
"ASPM",2.02870786227316
"MAST4",2.03038371343014
"EML5",2.03880393086495
"SRGAP1",2.04302542549016
"ITPR1",2.05685887123253
"DSCAML1",2.09159947703277
"DNAH6",2.09216801739049
"ANKRD17",2.10877999424484
"FAT2",2.13311574714561
"DMXL1",2.14036026470252
"LTBP4",2.15580818552743
"CACNA1C",2.15730401744253
"USPL1",2.16701925287825
"snoU13",2.16757023205638
"NBEAL2",2.17977506238935
"LRP1",2.17979562420479
"CUL4B",2.19417241763637
"RP11-32B5.1",2.19611723329731
"DDR2",2.19875689631019
"CYP4F11",2.19961601806286
"NINL",2.23512969884984
"TEP1",2.24337074493616
"RP5-1182A14.5",2.24480717951314
"PDE4DIP",2.2533208181509
"ABCA4",2.2578281232676
"ZFHX3",2.27211880915096
"TEX15",2.28411277073766
"VPS13C",2.28653350376148
"TOPBP1",2.29928067066643
"PRAME",2.30083432443959
"OPRM1",2.30941875628765
"DDX12P",2.30979432220874
"UNC13C",2.3106311654047
"NKAIN4",2.32056349521322
"DSPP",2.32408061727741
"CCDC146",2.32816097854766
"PRRC2B",2.33918644318971
"ZDBF2",2.34055082557849
"PLEC",2.34971738152317
"PLCB4",2.35164075356071
"RP11-85G18.6",2.35208667108697
"AHNAK",2.35613231764529
"MAP2",2.36584684240713
"PCDH11X",2.3767045304785
"KIF4A",2.37777263491237
"WDR17",2.39792699774036
"SHD",2.40153057908929
"CNTLN",2.40231358625453
"PREX1",2.41590816617482
"VPS13A",2.42237213774158
"GRIN2B",2.43485250122122
"UNC5D",2.43607077684927
"AKT1",2.43617973024295
"CSMD3",2.44109961804816
"ERBB4",2.45405983763256
"AHCTF1",2.4641623826563
"HERC1",2.47883609714716
"AKAP17A",2.48254073763251
"RNF213",2.49162082242722
"LINC00869",2.49287254673615
"PLA2G4A",2.49461295892912
"LAMA2",2.49633173301102
"DNAH1",2.49891353619708
"ZNF841",2.5070663094136
"CCNB3",2.50747179037497
"HECW1",2.507854353976
"OTOGL",2.50878774718306
"SCN1A",2.5106923526504
"WNK3",2.52100790383497
"CAPN1",2.53625201782749
"ZEB2",2.54009966653609
"C1orf222",2.56059175469892
"UTP20",2.56173821309654
"AIM1",2.57629071798327
"CDH12",2.57998803035211
"TLN1",2.59270016391241
"MYO18B",2.61625144122727
"CIT",2.62684330534676
"BRIP1",2.63336062309751
"CPXM1",2.63841555352567
"UTRN",2.65455021164532
"CCT6B",2.67420338847788
"PREX2",2.67712747375154
"GPR98",2.68105086832071
"ERBB2",2.68851961575558
"PRPF8",2.70517432749722
"PARK2",2.71780021668831
"PLCL2",2.72333801642028
"MYH7",2.72461241677994
"PTEN",2.74540432458013
"ACACB",2.75087004408313
"PLCE1",2.75974896446069
"CHD4",2.76315705584356
"CD163L1",2.76674453358047
"FRY",2.78485080460531
"SVEP1",2.78551511116358
"RGAG1",2.78924613806308
"MYOM3",2.80203885413036
"RLF",2.80970002016789
"DNAH5",2.81844669466016
"SPEG",2.83392997801015
"RIMS2",2.83748816140026
"COL12A1",2.83858995642559
"CDC42BPA",2.85556845336748
"ITPKB",2.85982797023173
"SACS",2.86097227083251
"COL18A1",2.90187715820676
"MYH4",2.90833697420878
"ADAMTS17",2.90949454375457
"RP11-404K5.2",2.91528766704606
"SF3B1",2.91888681940058
"PIK3R1",2.9239336056988
"PCDHB7",2.9316741860694
"PDCD11",2.93262699320604
"PCDH19",2.96142002677101
"C10orf12",2.97245249878474
"ABCC8",2.97779097518019
"DGKI",2.9872093998089
"CTCF",2.99963353081044
"ARID1A",3.005413576152
"RPGR",3.00619065698667
"COL6A3",3.00623244442493
"LRBA",3.02177290489883
"PRKDC",3.03536532894151
"MUC5B",3.06274414944335
"ERBB3",3.06729502994959
"RB1",3.06928968116416
"ZFPM2",3.10077588516636
"PLXNA2",3.13429960009567
"FAM47C",3.16243784410337
"DYSF",3.18395626748616
"UNC45A",3.18401570815374
"CR1",3.18611344098987
"RTN4",3.19138860251084
"TRERF1",3.19697421415465
"GRID1",3.20511530042551
"ASXL3",3.20668846368139
"MYH9",3.20987665438621
"MYO10",3.21201716922056
"GPS2",3.21243082995671
"QSER1",3.2141634026004
"LAMA5",3.22005173022428
"FBN1",3.22541752873916
"KDM5C",3.22811174032396
"THSD7B",3.24371553064676
"NID1",3.24480091203831
"BCORL1",3.24581813608016
"UBR5",3.2488763809016
"LPHN2",3.26433076253618
