"geneName","geneScore"
"CUL4B",1.36453005958976
"SF3B1",1.41169408810733
"CACNA1C",1.52826743676802
"CBFB",1.79921876809687
"PIWIL1",1.8206004202622
"ZFHX3",1.83868197634845
"NINL",1.84945219908778
"FREM2",1.95903328565678
"CTCF",1.96110785942475
"MAST4",2.00820335377609
"NCOR1",2.00838773538019
"MED23",2.04332897141795
"CHD1L",2.04559381561061
"NUP160",2.06678519936592
"PLCB4",2.06683938226115
"COL14A1",2.08869156353414
"MDN1",2.08885734621922
"FMN2",2.09246144186513
"EML5",2.09657225568652
"RUNX1",2.10563049545662
"TBL1XR1",2.11802109510574
"RP11-32B5.7",2.13524199724347
"TENM1",2.13892827073249
"WNK3",2.1955029185738
"SRGAP1",2.2127801097483
"SVEP1",2.21914498543379
"ATRX",2.22516502455169
"BZRAP1",2.26877217540454
"RLF",2.27277306073215
"NKAIN4",2.27606846000013
"RP5-1182A14.5",2.28470980546573
"GRIN2A",2.28551115000896
"SHD",2.28909639214542
"GPS2",2.30355754313042
"IARS",2.30810989927965
"MAP2",2.31797952038117
"FAT2",2.32728118585332
"PRUNE2",2.33425708426937
"ANKRD17",2.35515213171098
"WDR33",2.3564503921407
"GRID1",2.37981996086964
"ESPL1",2.3862657278798
"CDC42BPA",2.43515003439125
"DSCAML1",2.44219578472884
"PCLO",2.44770465730066
"GNPTAB",2.45116809979451
"CCDC146",2.4520811426599
"PRKD2",2.45535307070645
"MAP2K4",2.46076694479003
"ARID1A",2.46192514079693
"SACS",2.47801892099962
"CAPN1",2.50049670207232
"ASPM",2.5041995446521
"FOXA1",2.52829415502309
"CIT",2.55160370265409
"KIF26B",2.55494399264176
"EPG5",2.57122166459156
"EMR2",2.58263499345704
"FLNB",2.58835020724353
"FAM208B",2.58979806152199
"DALRD3",2.59791850204854
"snoU13",2.60228227053805
"HEG1",2.60616935768505
"VWF",2.60911965265779
"MYB",2.61005355429291
"TACC2",2.61099499190611
"LAMA2",2.61979835396162
"RP11-404K5.2",2.62260616432361
"NID1",2.62923339633509
"MGA",2.64969598447516
"FAM47C",2.65103957728226
"FLII",2.65306726747051
"TEX15",2.66423844344021
"ERBB2",2.66621329832531
"MST1L",2.66701799144324
"LTBP4",2.67409607593318
"C1orf65",2.698549317889
"MALAT1",2.72172341856384
"AKT1",2.72342429364953
"PDE4DIP",2.72458667840553
"RNF213",2.73761525711878
"UBC",2.74174074779699
"DDX12P",2.74701520330705
"DYNC1H1",2.7635521782875
"RP1",2.76395846826217
"PLXNA2",2.78368036979769
"PRPF8",2.7872958444655
"NRK",2.80619958589835
"BCOR",2.81053343559913
"MUC2",2.81194958830242
"ABCC8",2.81836207659553
"MYH7",2.83335707208109
"TLN1",2.84089391861302
"ZNF841",2.84326540538892
