"geneName","geneScore"
"MAP3K1",0.0140784126343466
"MED23",0.00118738247216155
"CUL4B",0.00107598560939779
"PDZD2",0.00095889312189401
"NKAIN4",0.00093453670629835
"NINL",0.000554024535106791
"WDFY3",0.00026522440499956
"CDH1",5.81720983667891e-05
"AMER1",-0.000797516951442786
"HCFC1",-0.00140321765129335
"ERCC6L2",-0.00155386849252692
"MAST4",-0.00240613318300225
"BRWD3",-0.00249258254119879
"SF3B1",-0.00257338776534422
"GRID1",-0.00276739201679281
"RAPGEF6",-0.00289682141352954
"SACS",-0.00322301909292967
"CBFB",-0.0034574123429148
"PKHD1",-0.00374731003574748
"CADPS",-0.00404584029582415
"DLG1",-0.00406276913530901
"KCNB2",-0.00414472741014471
"EPG5",-0.00436461697245974
"ERBB2",-0.00465121058209821
"GPS2",-0.0048176111160746
"SHD",-0.00493015078475986
"FREM2",-0.00494042464394653
"ZNF592",-0.0051276250065154
"PIWIL1",-0.00526911988776931
"BCOR",-0.00527951367694163
"FLII",-0.00532073767041424
"RP11-404K5.2",-0.00573842392432788
"DALRD3",-0.00575903503678017
"ZFHX3",-0.00586244567152077
"MYH9",-0.00591984628281939
"KCNH7",-0.00597858450315233
"AHNAK2",-0.0060646234666866
"HIST1H1C",-0.0060679956615666
"CCT6B",-0.00610674250298941
"RTTN",-0.00612199967154027
"CHD1L",-0.00663097347941888
"FREM1",-0.00679206829755252
"FLNB",-0.00708327279172387
"snoU13",-0.00712584939235866
"CTCF",-0.00715948030237417
"WNK3",-0.00724036465580731
"ZNF438",-0.00732487363099274
"CACNA1C",-0.00744569590871649
"SAMD9",-0.00753699806586982
"OTOF",-0.00770123136546355
"MUC6",-0.00793023831291702
"ARID1A",-0.00808034848103465
"MST1L",-0.00808584803232318
"SRRM2",-0.00810575593473722
"HUWE1",-0.00832326279367628
"FNDC1",-0.00833233713054772
"PLCB4",-0.00845463680195703
"PDE4DIP",-0.00853272353077641
"PLXNA2",-0.00855240354185243
"POLQ",-0.00859112147248656
"WDR33",-0.00868866540082959
"NUP160",-0.00872351494476937
"NRK",-0.009021346244717
"MALAT1",-0.00929597998329518
"NBPF1",-0.00931885190512304
"NBEAL1",-0.00933177232787339
"PRUNE2",-0.00943680750286291
"CROCC",-0.00954856823505689
"PRKD2",-0.00956853685431334
"FOXA1",-0.00962873368825398
"RUNX1",-0.00964636587937569
"BLM",-0.00965606363318966
"COL14A1",-0.00971791652799996
