"geneName","geneScore"
"DST",375.123893049579
"CSMD1",375.262019773908
"ABCA4",378.914230152159
"RTN4",379.124947528729
"CNTLN",379.361406407496
"MDN1",379.762330663261
"MAGI2",381.757073531821
"HERC1",382.38615082801
"LAMB1",382.460678426147
"ADAMTS17",382.984049481122
"USPL1",383.345858734256
"BRCA1",383.372194916556
"MYB",383.501169425141
"PCDH19",383.6048419799
"MYOM3",383.70623859883
"CAPN1",383.739941194497
"MYT1L",383.942273034562
"DNAH5",384.131314741749
"MAP1A",384.259205649408
"MAP2K4",384.508958163428
"TOPBP1",384.657588230472
"LINC00869",384.869227108862
"AHCTF1",385.065641259465
"PRKDC",385.487620241456
"HRNR",385.502594026497
"PLEC",385.518459061285
"PPP1R9A",385.549140233644
"CCDC168",385.621266253835
"GOLGB1",386.067723130544
"AFF2",386.087824143148
"CEP170",386.195998474524
"UTRN",386.217959764881
"COL12A1",386.222447534642
"CACNA1F",386.222908160195
"MUC2",386.223938749987
"RLF",386.320133634988
"PLCL2",386.41869626689
"RP5-1182A14.5",386.483339657263
"RP11-1055B8.7",386.548219316212
"PIWIL1",386.649373960955
"PTPRB",386.703616727406
"PDCD11",386.753971475728
"AKAP17A",387.043189870167
"MAST4",387.058147620429
"MED23",387.313665658307
"ANO5",387.478776828155
"TCHH",387.522078150008
"ERBB4",387.559415840633
"ATP10B",387.56505057989
"SSPO",387.628646884481
"ZNF841",387.638278918199
"GRIA3",387.659518318503
"FRMPD4",387.681553190201
"NRK",387.87936166489
"SPTBN5",387.889318095873
"DSCAML1",387.927361352566
"KIF26B",388.15282286221
"CIT",388.275063367642
"PARK2",388.504461498343
"NBEAL2",388.685634565623
"HECTD4",388.814568362742
"MYO9A",388.837505465655
"PCDHGB3",389.15056271835
"FAM179A",389.298502534176
"NOTCH4",389.319416262811
"C1orf222",389.322894432376
"SCN11A",389.378687994681
"COL6A6",389.4151458431
"GRID1",389.506123138554
"TAF1L",389.509555325698
"CD163L1",389.544559063778
"SETX",389.590765997797
"KMT2C",389.659757252085
"RP11-85G18.6",389.667504597304
"RB1",389.698240064999
"PCDH11X",389.733481426648
"ESPL1",389.82559038599
"UBC",390.016466664817
"MUC5B",390.079608027565
"PRUNE2",390.130030056575
"DNAH1",390.148783205101
"CA9",390.222263449009
"AKAP4",390.249459361698
"MYH14",390.269349020581
"FBN1",390.405375014984
"NOTCH2",390.447515270251
"ASPM",390.45767709499
"DNAH10",390.50336595986
"FAT1",390.522866310368
"GPS2",390.558405689677
"NID1",390.590343057773
"MYO9B",390.60717015731
"CDH1",390.680394996629
"DYNC1H1",390.734077505276
"EPS8L1",390.754288001409
"ZFPM2",390.763102151427
"snoU13",390.799849919438
"FAM90A1",390.847428411097
"FAM47C",390.868817032831
"MYH7",390.98028059836
"AIM1",391.110424580219
"TRAPPC10",391.150019799279
"EYS",391.154787151986
"PDE4D",391.187483712727
"MYO18B",391.188697694262
"BRIP1",391.233211112421
"MXRA5",391.326822782947
"TRERF1",391.369602121428
"PCNXL2",391.392507448279
"UNC5D",391.404089771279
"UNC13C",391.479981288711
"RIPK1",391.495764095781
"VPS13C",391.50615683207
"PDXDC1",391.564745403896
"FREM2",391.605871515531
"VPS13A",391.607003776943
"MYO5B",391.767511028476
"CCT6B",391.795312005045
"PLA2G4A",391.81769361127
"ZNF506",391.885845592203
"CACNA1B",391.911942512551
"RUNX1",391.918739195859
"CYP4F11",391.992172494301
"ANKRD36C",392.037887590543
"WNK3",392.150424885033
"DALRD3",392.175207016449
"LRBA",392.289766307951
"DGKI",392.343406379831
"ZNF438",392.358003969694
"NHSL2",392.366523396842
"FER1L5",392.373793372916
"MYH9",392.398993697708
"BAI1",392.401747692951
"DCHS2",392.449856781374
"TSC22D1",392.48458729877
"TENM4",392.485154846247
"GTSE1",392.500674462419
"VWA3A",392.514505448408
"ITPKB",392.682763647007
"MUC6",392.722037857726
"SDK1",392.761986885739
"GRM3",392.786477492521
"DNAH3",392.89229092994
"MYO7A",392.895678464169
"SHD",392.918862497923
"FCGBP",392.92106291962
"SCN1A",392.936410176516
"AKAP9",392.967702758814
"LRP1",393.018626715245
"PRKD2",393.035284411283
"ACACB",393.044455634739
"ZNF536",393.046435542432
"OTOGL",393.08262603262
"FLII",393.114301624498
"MYH6",393.127437748969
"NCOR1",393.165042149656
"NLRC4",393.170951731226
"CSMD2",393.214835193904
"PLXNA4",393.274114818984
"HECW1",393.277744157961
"QSER1",393.292093981884
"ATN1",393.316072030316
"TEP1",393.324024588098
"CASC5",393.34245734841
"ABCB11",393.347991394452
"DDR2",393.348843388568
"CR1",393.419710226552
"HSPG2",393.421203522904
"KAT6B",393.48387335924
"DDX12P",393.492517103022
"TEX15",393.534822168894
"FOXA1",393.619952920058
"MAST1",393.629823350492
"COL18A1",393.634808767543
"KIF13A",393.705683342186
"ERV3-1",393.759321835016
"CDH12",393.800984923864
"GRIN2B",393.856484394178
"PCDHB7",393.8572985955
"KMT2A",393.90818208398
"CHD9",393.932425846965
"FNDC1",393.944604431721
"EPHA5",393.969338551954
"ATP11A",393.977816920145
"PLXNA2",393.983914787054
"PRKG2",394.00489814354
"FMN2",394.037909186962
"SCN7A",394.076916592088
"TG",394.146309814352
"NLRC5",394.154083171516
"SPATA31C1",394.302136986284
"PRPF8",394.329399274982
"LPA",394.35210584521
"STAG1",394.359583715466
"TPO",394.380849928932
"TBX3",394.404398978047
"COL6A2",394.427454515858
"NF1",394.435851785148
"NRP2",394.449800388402
"VWF",394.455744558789
