"gene","geneScore"
"KCNT2",0.108572812171905
"SYNE2",0.108325159007496
"ATM",0.106927138351016
"DNAH7",0.105200470444627
"TTN",0.104233160968575
"SCN3A",0.104021239962393
"MUC16",0.103689303070547
"TRPM3",0.103316722511388
"SCYL3",0.10211588680564
"AHNAK2",0.101663851035999
"CACNA1E",0.101545072502079
"RYR3",0.101274977089292
"PMFBP1",0.101260268404251
"APOBR",0.101130988492061
"XIRP2",0.101071405518119
"SMG8",0.101022075150541
"C11orf30",0.100514259027809
"STAG2",0.100471172007402
"PCDHGB6",0.100444491937242
"IL6",0.100385090701412
"FBXL18",0.100346389871125
"PCNXL2",0.099892548985501
"SAMD9",0.0997932042684031
"BRWD3",0.0995962089735611
"RYR2",0.0995633021696062
"ARHGAP28",0.0993971894447166
"TPR",0.0993669896773052
"SPTBN4",0.0992922462531061
"ZRANB3",0.0990861895569883
"ATP10A",0.0990764588614718
"DROSHA",0.0989766942560678
"HIST1H3B",0.0988966321734973
"DAB2",0.0986780553595643
"TRAPPC12",0.0985738554558712
"TBCD",0.0983705842210191
"CTNND2",0.0983700293196198
"BAI3",0.0981659927914257
"BNC1",0.0981442931187147
"SCN10A",0.0980655337858902
"WHSC1",0.0980482824854337
"CUBN",0.0980459221142964
"LRPPRC",0.0980296975321422
"TNIP2",0.0979831146189435
"ERCC6",0.0978884760325632
"OR12D3",0.0978363391252249
"DFNA5",0.0978302908602025
"POM121",0.0977091579943138
"WAC",0.0976181310140355
"FNBP4",0.0975936806678583
"FCHO1",0.0974977485603584
"CTNNA2",0.0974301434658883
"RTTN",0.0973599249499072
"PHACTR4",0.0973419197554775
"CHD6",0.0972874840333024
"BLM",0.0972822259137964
"KRT38",0.0972471027613689
"LMOD1",0.097222361091672
"OR51A7",0.0972121737762165
"CPT2",0.0970545140413777
"EML6",0.0970364486085336
"OR6A2",0.0970220031148361
"RAPGEF6",0.0970080284958862
"GPRIN2",0.0969076921544754
"CACNA1A",0.0968002032744688
"DCAF4L2",0.0967262795962781
"TMC5",0.0967019369152311
"TYW1B",0.0966787607607577
"FBXO30",0.0966530941853408
"PSMC6",0.0966214515874951
"PKHD1L1",0.0965506663278897
"BMP2",0.0964825486332205
"CCDC180",0.0964418061647708
"NFAT5",0.0963304858605845
"MYH7B",0.0962951858006123
"NUP205",0.096294351596684
"DHX57",0.0962755992920534
"PDZD2",0.096173073324352
"CAMSAP2",0.0961436875794706
"MYO7B",0.0961175965955499
"SH3TC1",0.0960961995578844
"CDK11B",0.0960801647426202
"LRRC16A",0.0960407958602577
"ATAD5",0.0960112150647115
"DDX55",0.0959930803560553
"SCN8A",0.0958979616235501
"C5orf42",0.0958827763943995
"SLX4",0.095872338832131
"CHST2",0.0958145683267612
"ZNF28",0.0957585799380818
"NLRC5",0.095755045903858
"PRRX1",0.0957472440841432
"HIST2H2BE",0.0957321627074675
"ZBED4",0.0957278646375843
"SUOX",0.0957266450641523
"NLRP2",0.0956268330909803
"IFI16",0.0956160242551823
"FAM186A",0.0955587253931988
"PLEKHH2",0.0955131095246376
"LHCGR",0.0954021171298794
"RC3H2",0.0953688583938944
