"gene","geneScore"
"MUC17",0.200732180803531
"GRM3",0.147177522846195
"SETDB1",0.144470791515927
"MYCBP2",0.138290894799594
"NBEAL2",0.133928151197358
"SIPA1L3",0.133464598671605
"CACNA1F",0.13304169511356
"RP11-566K19.9",0.131136903584175
"VPS13D",0.128541703443937
"MORC1",0.126687604908852
"MUC5B",0.124187721471026
"BRCA1",0.120834834752942
"BEST2",0.118959853401859
"ASXL3",0.116043488492925
"TTN",0.115305748591559
"MYO18B",0.113762502575964
"MACF1",0.113012332059827
"HIPK1",0.112611705536247
"AGO4",0.111256760273432
"UNC5C",0.11085089689312
"TANC1",0.11072428170798
"SSPO",0.109139451661394
"DNAH5",0.107530402566532
"CROCCP2",0.107339785309897
"SCN7A",0.106979131997915
"DGKI",0.106459782267413
"TNKS1BP1",0.106419049685427
"PCDH12",0.105984663001759
"TP53",0.105661088486528
"HELZ",0.104799202502661
"CCDC104",0.10479818335612
"HEPHL1",0.104096270465571
"C1orf222",0.103818114037731
"TBL1XR1",0.103500045534619
"PCDH15",0.103246074129673
"LRRC37A3",0.103112391116715
"DYSF",0.102937526170555
"TSPEAR",0.102229621318015
"ATP2B3",0.101955176207019
"MYH4",0.101259806995481
"ANK1",0.101244673846819
"FAM117B",0.101158652640249
"FRY",0.100734841977563
"GOLGB1",0.100529964124309
"LYSMD3",0.0999262642266179
"C16orf62",0.0994701174025201
"ZDHHC17",0.0994534733431733
"OR4A21P",0.0992480513731372
"HTR5A",0.0985564101027903
"DNAH9",0.0984909845304639
"NRROS",0.0981878459480427
"OAS3",0.0981168960043847
"NCOR2",0.097998146538914
"ADCY1",0.097835132355332
"FILIP1",0.0976832001867976
"ELAVL1",0.0975139984255987
"ZNF268",0.0968177296742787
"T",0.0966354642386799
"CPAMD8",0.0964973690706915
"LYN",0.0962793411115916
"WDR7",0.096131150001842
"ADAMTS17",0.0959754909604794
"RTN4",0.0959017552114374
"DPCR1",0.0958946362552574
"ARSB",0.0957530931379083
"EZR",0.0957089459023783
"CHD6",0.0955818320285536
"MYLK",0.0955816857164808
"RP11-701I24.1",0.0955700716773465
"ATL3",0.0954834005524554
"TENM3",0.0954281003033322
"CACNG3",0.0949242086357534
"CSF2RA",0.0949155002507775
"IKBKB",0.0945831324209004
"WDR45B",0.0944000857334851
"CACNA2D1",0.0943321429191335
"SBNO1",0.0942886978977789
"GRIA1",0.0937152617111867
"SMG8",0.0930670870048199
"RNU6-351P",0.0926478632365053
"EVPL",0.0926267302698228
"OPN4",0.0926140065009945
"IDS",0.0922873557728763
"LAS1L",0.0920871055499482
"KIAA1549L",0.0918935722680639
"A2ML1",0.091551201706537
"AR",0.0911832425499407
"ZNF528",0.090888832561384
"DNAH2",0.079994656891976
"NHSL2",0.0750894034075512
"KIAA1033",0.061338206898438
"CYFIP2",0.0578451840327312
"ITGAV",0.0578410381016545
"SAGE1",0.047792739737497
"DHX57",0.0473235749224555
"RBM44",0.0471223459269822
"ASH1L",0.0451513692198859
"ERBB3",0.0449041598812035
"ZBTB16",0.044582357125001
"C5orf60",0.0430112536809294
