"gene","geneScore"
"PIK3CA",1.22090328508844
"MAP3K1",0.18232713762661
"Unknown",0.179811181637331
"KMT2C",0.121931465465782
"CDH1",0.107802487529842
"MAP2K4",0.080739610605859
"NCOR1",0.0761515752093933
"ATM",0.0753074216895492
"GATA3",0.073239083538399
"CROCCP2",0.0667196232141634
"RYR2",0.0635325618075275
"MUC17",0.0577634108876083
"RP11-32B5.7",0.0545090703932933
"MDN1",0.0475878353643888
"CBFB",0.0449463091582681
"NF1",0.0440683359796805
"ESPL1",0.0417325564741247
"CTCF",0.0390204260899736
"FREM2",0.038723793866407
"CUL4B",0.0382276742815362
"KIF26B",0.0379664419434344
"MYO9A",0.037677416807145
"UBC",0.0367703866369814
"NEB",0.036620637539004
"CCDC168",0.035793973438088
"SVEP1",0.0351062610306073
"TTN",0.0349686659973769
"NBPF1",0.0349149153627815
"ATRX",0.0348754942232829
"RYR1",0.034770969151743
"VWF",0.0343512465647086
"FMN2",0.0343011402508826
"SF3B1",0.034058366052921
"CDKN1B",0.0336870311663508
"PLCB4",0.0332572168040697
"CYFIP2",0.032673141829448
"AHNAK2",0.032302880421168
"FREM1",0.0322067981100466
"UBA6",0.032134959575789
"ERV3-1",0.0321331244220518
"EML5",0.0320087494129459
"TBL1XR1",0.0317060348118432
"RUNX1",0.0316065002806294
"SSPO",0.0311990671508433
"MYO5B",0.0309972195504739
"DOT1L",0.030626909348225
"MUC2",0.0304504422969938
"ATN1",0.0304128138299024
"DYNC1H1",0.0301899985026587
"MUC16",0.0297200411955515
"CBLB",0.0296741642640052
"ZFP36L1",0.0291263613711609
"FAM90A1",0.0291016172493487
"CNTNAP5",0.0289541828168181
"MAST1",0.0287994208619598
"TAF1L",0.0287063466737846
"ASH1L",0.0285435078907514
"STAG1",0.0284368715557584
"DSG3",0.0283695084710109
"FAT1",0.0281565604088726
"CTNNBL1",0.0280971487790905
"PIWIL1",0.028007672245225
"MAGEC3",0.02798178835201
"MYH7",0.0279127937575621
"TRANK1",0.0278546210603304
"FAM47C",0.0278218181070647
"HTT",0.0273426578647711
"IPO5",0.0272348698655803
"MAGI2",0.0272183671804658
"PCNXL2",0.0270951421145106
"CACNA1E",0.0270675881486768
"ANO5",0.0269961158322125
"FAT4",0.0269433394775362
"SNX13",0.0267739130197552
"MYH9",0.0267588277241677
"CACNA1C",0.0267464068319311
"TMC5",0.0266269411106451
"PRRX1",0.0266238841390113
"PRRC2C",0.0265920358571831
"TEX15",0.0264449729304314
"JAK1",0.0262435419815293
"RIF1",0.0262088301209618
"MED23",0.0260798715505108
"LRFN4",0.0259150999804107
"EYS",0.025773255644069
"MYH8",0.0257394057848669
"GRIK1",0.02568620331531
"KIAA1731",0.0256727277700149
"PPL",0.0255761384862801
"RP5-1182A14.5",0.0255709595867517
"TRAK1",0.025517701319362
"OCRL",0.02543898264902
"GJB3",0.0254089044007126
"IRF9",0.0253858712689433
"MYB",0.0253078028734398
"RSF1",0.0252931722486895
"FCGBP",0.025093948889341
"CEP170",0.0248910593548535
"GNAS",0.0247658918950317
"NOL6",0.024720007020732
