"gene","geneScore"
"TP53",1.21566713088674
"TTN",0.16668681965555
"OBSCN",0.0966123076260528
"FAT3",0.0930702802789369
"BRCA1",0.0865123192384778
"USH2A",0.0834318504878473
"FLG",0.0823085999691377
"Unknown",0.0817772711378244
"MUC16",0.0759891013639859
"SPTA1",0.074619925859075
"ENSG00000210082",0.065955129047504
"DNAH7",0.0614733423145977
"AFF2",0.0601511628061848
"XIRP2",0.0588751089128323
"MUC4",0.0561508705442281
"SVIL",0.0551493330291262
"ZFHX4",0.0538786510380028
"KIAA1210",0.0526753922161715
"ATP10B",0.0516978625522299
"CACNA1B",0.050162359041173
"LRP2",0.0496471159606171
"NEB",0.0466651883410229
"SEMA5A",0.046375193700986
"SYNE1",0.0445462419380421
"RGAG1",0.0441052683321745
"DOCK11",0.0440533686318668
"CCAR1",0.0436068142878972
"AMPD1",0.0435402009436457
"KCNA1",0.0433999726841177
"LAMA5",0.0429933300190003
"DSP",0.041529311226242
"ENSG00000210195",0.0413828427449847
"MLLT4",0.0413586707688589
"DNAH3",0.0413202432365709
"COL5A2",0.0406235611842678
"EGFR",0.0402043858280771
"HRNR",0.0399004628075031
"FRAS1",0.0392829093641438
"MACF1",0.0389883415168437
"ARID1B",0.0389057638531736
"SI",0.0388015673632308
"AKAP9",0.0384075099270352
"TG",0.0383416811303242
"BANK1",0.0378147654921648
"ABCA13",0.0377308196178257
"C8orf31",0.0376238512581542
"CSPG4P11",0.0375601704208111
"MYH14",0.0374445092701794
"CBLB",0.0369446856195305
"DMD",0.036742260083637
"F5",0.0364606727982387
"UTRN",0.0363843411352282
"EFHC2",0.0362862569590132
"CR1",0.036184391643125
"ZNF536",0.036050499214252
"ZDBF2",0.0359209365333494
"LPHN3",0.0359068681615117
"PTPRB",0.0359066293658193
"HIF3A",0.0357967854838459
"ATP11A",0.0356706846275678
"HECW1",0.0356653452920973
"CSMD3",0.0355949417926317
"FBN1",0.0355533186536957
"KDM5C",0.0355330907764675
"MUC12",0.035505109408877
"WDR52",0.0354827839794432
"CASC5",0.0354653134925243
"SCN2A",0.0354414988248905
"KIF4A",0.03541949518706
"KAT6B",0.0353274276140733
"OR5I1",0.0353009937328035
"RB1",0.0349208109173043
"PLXNA4",0.0349094143018072
"CNTN1",0.034713174844642
"DLC1",0.0346472914085045
"OR6K2",0.0340593129360643
"PTPRZ1",0.0337204441552463
"FXR1",0.0335194137386405
"DCHS2",0.0334024676230117
"CCDC168",0.0333164392613623
"NCKAP5",0.0332182340639544
"HYDIN",0.0330630827379244
"VWA3A",0.0327870994605417
"CPXM1",0.0327060399257084
"RYR2",0.0326659095639194
"PRAME",0.0324860020720174
"NLRP7",0.0324837113396614
"NOTCH2",0.0324094644139344
"DYNC2H1",0.0321502088987656
"ACTN2",0.0319399726757596
"ACACB",0.031735017088344
"MYH7B",0.0316417294791578
"KIAA0226",0.0315684924516405
"SORCS1",0.0315336495310831
"TET3",0.0312980395296513
"ARHGAP11A",0.0312873812512509
"APOB",0.0312215682820509
"CDH6",0.0311481998810414
"SPTBN5",0.031039909117039
"EPS8L1",0.0310324533484829
