"gene","geneScore"
"KMT2C",0.149424137362363
"Unknown",0.138606227619928
"TTN",0.133252701975213
"CROCCP2",0.129880126539133
"SYNE2",0.126210363252085
"SPI1",0.118413953549475
"HECW2",0.115593567261908
"VCAN",0.113728144884898
"PKD1L1",0.112939459246896
"CHGB",0.112524107827132
"USP34",0.112471072383069
"NLRC4",0.111142885708866
"MUC4",0.110852724139272
"UBR4",0.110519112684764
"HYDIN",0.110336119237013
"HDAC6",0.110226111766178
"MYH1",0.109824661035818
"KMT2A",0.109722240375989
"BLM",0.108636662955944
"ARID2",0.108622763658177
"DLG1",0.108386256507198
"PTPRD",0.108363722265549
"DCAF12L1",0.107914087984591
"SETD2",0.10783064939395
"COL5A3",0.107589138626087
"NBPF1",0.107295986607762
"KIFC1",0.107209538356947
"KCNH7",0.107094147483704
"WASF1",0.106779411557858
"N4BP2",0.106281306853464
"SYCP2",0.106211677164052
"ZNF821",0.105974637468746
"DYNC2H1",0.105971602064882
"MED12",0.105930946298772
"MUC16",0.1055499936885
"SPEN",0.10545053337236
"PTPRM",0.105392471980213
"NRXN3",0.105276768690862
"LRP2",0.105251231010263
"SMCHD1",0.105197101589015
"LRRC7",0.105173332941065
"DCLRE1C",0.10507222798651
"MAP3K4",0.105002788640993
"ANK3",0.104558987929064
"YME1L1",0.104406508824067
"ELF3",0.104342318071382
"TMEM82",0.104026187753096
"LRIG3",0.103879109547435
"WDFY3",0.103820976374869
"UBA1",0.103776953656789
"ARHGEF9",0.103572464973973
"GON4L",0.103456638700278
"ABCC9",0.103350181979275
"KNTC1",0.103198249427062
"BMPER",0.103063649507473
"ESYT1",0.102868374444236
"BAZ2B",0.102672012887434
"MORC2",0.102430569553716
"NUAK2",0.10240171677243
"USP53",0.102395056870489
"TRIM49B",0.102385149923307
"CCDC170",0.102358906393541
"DMKN",0.102183904160921
"ATP7A",0.102172797619146
"FAM160A2",0.102172435583928
"GCC2",0.101939863461021
"DSE",0.101857450098156
"KANK3",0.101653498909885
"FARSB",0.101625577109935
"EPHA5",0.101468469455462
"CATSPER2",0.101397323032024
"ABCB11",0.101211718001941
"CEP128",0.101201992800445
"TLE6",0.101171029051039
"DCTN4",0.100965225280987
"CCR2",0.100934342773615
"PPP2R3C",0.100814151979423
"ZCWPW1",0.100718251499148
"PDZD2",0.100644464937664
"PARP9",0.100607556864435
"POM121L12",0.100202950344101
"ROR1",0.100057340118745
"DDB1",0.100009505273647
"ODF2",0.0999870686001798
"FGFR4",0.0998325414783785
"ENPP2",0.0997097689112573
"ADAMTS1",0.0997061024247151
"PCDHB1",0.0996846814229603
"CFTR",0.0996544477753424
"RP11-1277A3.2",0.0995256398750579
"KANK2",0.0994174073463558
"PHC3",0.0989712488970683
"SMEK2",0.0989156822102043
"NT5E",0.0987639745465298
"UBA6",0.0986378745876653
"ATP13A4",0.0982188084147508
"LRRN1",0.0981480454098367
"SOS1",0.0981450459785595
"CLASRP",0.0981227108176255
"SAMD9L",0.0980730919211742
