"gene","geneScore"
"MUC16",0.124982578897849
"TTN",0.113429823091978
"EYS",0.112576284833697
"DMD",0.110819343132948
"SDCCAG8",0.110663630773239
"PRPF8",0.109568493818655
"KCNT2",0.107521555213661
"MYT1L",0.107114475363931
"ELL",0.106911477887963
"MICAL2",0.106742661806227
"KIT",0.106576866758076
"FAM47C",0.106564019237465
"TAF4",0.10627736640649
"CENPE",0.106266232477529
"PTPN22",0.105949997580513
"UBR3",0.105697135999737
"ZFPM2",0.105643238482691
"RAB3GAP2",0.105248066448983
"KMT2D",0.105071413925201
"VPS13C",0.104911161370574
"PLA2G4A",0.104868575777826
"DNAH9",0.104233722658455
"ABCA4",0.10416850516508
"APOB",0.104129038883071
"CIRH1A",0.104089828510722
"PARK2",0.103837977297077
"PMFBP1",0.103787904932331
"C4orf17",0.103521242228512
"VCPIP1",0.103300851643637
"UHRF1",0.103276941254229
"FREM3",0.103246048753277
"DNAH1",0.103202168557346
"ATP10B",0.103114901156074
"CPQ",0.103029876262853
"ATAD2",0.103004478181838
"HCFC2",0.102806002031844
"GYS1",0.102606752029409
"AHCTF1",0.102489467022325
"NLRC5",0.102479607639614
"CCDC64B",0.102397417521405
"PDCD11",0.102355599440752
"TENM2",0.102253592837798
"LAMB1",0.102216646918103
"EXPH5",0.102150964356112
"PCLO",0.101987716434379
"NLRP1",0.101849484777652
"LRP2",0.10180992833624
"AKAP11",0.101708132793537
"FIGN",0.101546264209095
"LRP1",0.101532882436362
"PHF20L1",0.101379538931728
"ZNF462",0.101376569201079
"TENM4",0.101365450999756
"TOPBP1",0.101362546040369
"TJP1",0.101320867505164
"PRUNE2",0.101241955642547
"HOMER2",0.101239806877965
"NEDD4L",0.101179112622957
"DCAF17",0.101116022740797
"RIPK1",0.100958093430763
"UNC13C",0.100898771598094
"PPM1L",0.100842394534549
"HGS",0.100710297986553
"GPLD1",0.10070183288638
"PCDHA7",0.100601311071941
"COL2A1",0.100497955325772
"ERMAP",0.100454543934168
"SIRPG",0.100415325197784
"RBM44",0.100389892772421
"NEBL",0.100386070940411
"SYT17",0.100348063720717
"CYP11B2",0.100340628960661
"UNC80",0.100307640065609
"TBC1D3P5",0.100228647994154
"MYO5C",0.100186015423244
"SIGLEC7",0.100128970896604
"Z95704.1",0.100091377766028
"PHC3",0.100006346641618
"CCDC138",0.0999214893928971
"ADAMTS18",0.0997776792763553
"FAM129C",0.0997757591605947
"SPINK5",0.0996497182323532
"RIMS1",0.0996152981861002
"NARFL",0.0995730029139195
"ATP1A1",0.099567961079652
"EXOC3",0.099528112202152
"ANGPT1",0.0994830766045812
"AGO3",0.099409194467685
"INTS1",0.099338152844168
"COL12A1",0.0993259249224799
"CIITA",0.0993225567144013
"OBSL1",0.099290527087381
"SLC13A2",0.0991588653209441
"SLC4A2",0.0991507260191372
"TMEM245",0.0991322933750723
"GBP7",0.0990564106353006
"CREBRF",0.0989989870607239
"UFL1",0.0989968845545597
"HERC6",0.0988223053450374
"GON4L",0.0987935432919581
