"gene","geneScore"
"TTN",0.149573642801565
"CDH1",0.138754228958195
"KMT2C",0.12379209925136
"FOXA1",0.116582200503119
"MAP3K1",0.111971222023982
"ERBB2",0.111056963164144
"ASPM",0.109349945073088
"GPR112",0.108230492581653
"MUC16",0.107808169990309
"KCNT1",0.106921485402316
"QSOX1",0.106915119896252
"VPS54",0.105914811377644
"PIK3R1",0.105736421828006
"MAST4",0.105368491833194
"BRWD3",0.105305760722116
"APOB",0.104956058037686
"TPCN1",0.104740479034705
"SH3TC2",0.104007326714881
"PEG3",0.103831110314791
"CAD",0.103798960681243
"KIAA1109",0.103787734566592
"ZDBF2",0.103737507517968
"TENM1",0.103439136647671
"PRKD2",0.103320201070915
"RBM12",0.103147814809076
"TDRD5",0.103126315286207
"SCN8A",0.103100304359691
"AKAP9",0.103056838324425
"LRCH1",0.102966527264227
"TLR4",0.102903145851306
"SMC4",0.102554852932666
"FNDC1",0.102461210450166
"FYCO1",0.102447175061945
"SEPT7P2",0.102368358344998
"ABCA12",0.102314148312375
"DENND3",0.10229230685681
"RP11-85G18.6",0.102166117735464
"SLC17A8",0.102133969718393
"LAMB3",0.102111069191154
"SLC23A3",0.102007276639972
"ZNF415",0.101976211044668
"BRF1",0.101929964975434
"SCN5A",0.101613741524549
"CCDC88A",0.101572361602686
"C9orf131",0.101482995590835
"ANKRD30B",0.101400793079645
"MLLT4",0.101331785497187
"COL6A2",0.101245690608783
"POLQ",0.100995731152239
"CSMD3",0.100957545519454
"OR4A21P",0.100914080998552
"ATRN",0.10080662740361
"ATP8B3",0.100707031260739
"ADCY7",0.100607911140912
"XIRP2",0.100590571210793
"C12orf40",0.100415709057059
"MLC1",0.100399579892479
"CACNG3",0.100295779468205
"LRRN2",0.100269858536082
"UNC13C",0.100203849508755
"DUOX1",0.100141546789044
"REV3L",0.0999582389404925
"CDC42BPB",0.0999433224666235
"HIPK2",0.0998265879903515
"WDR7",0.0998133559438477
"ST6GALNAC1",0.0996579948877028
"URB1",0.0996109000137249
"WWC3",0.0995946345063435
"RNF43",0.0995782063699564
"NUAK2",0.0992051841143347
"CADPS",0.0990804604221593
"LRP1",0.0990308985207472
"HSPG2",0.0989568777063818
"DYRK1A",0.0988671287941793
"FSHR",0.0988283686615943
"KIAA0922",0.0988215174026124
"NOP2",0.098809520624195
"RNU1-61P",0.0987613118585444
"SLC34A2",0.0987496071770091
"PAMR1",0.0986505932434194
"WT1",0.0985983159251949
"EPHA5",0.0985073564503435
"KTN1",0.0984766116124222
"NEBL",0.098459326977206
"CD1D",0.0983310324792171
"ANKHD1",0.098321792337966
"SLC30A5",0.0982964706538683
"PCDHA9",0.0982743124051233
"ZZEF1",0.0981695064477763
"TBC1D4",0.0981129970424306
"ATAD5",0.0980628671296088
"NEO1",0.0980525742353756
"TBL1XR1",0.0979677154315698
"ANKRD24",0.0979282758707158
"OFD1",0.0979101593830306
"ZNF618",0.0979078429796001
"FAM155A",0.0977974560786616
"SZT2",0.0977744784492809
"FAP",0.0977649251422379
"ZNF90",0.0977349752863097
