"gene","geneScore"
"SYNE2",0.118703338111122
"RYR3",0.112198767382883
"CTNND2",0.107860306429413
"WHSC1",0.107498190078099
"KCNT2",0.106393785476403
"NLRP2",0.105826682448272
"PKHD1L1",0.105589194385803
"NLRC5",0.10553496543916
"ABCA3",0.105067619467719
"STK31",0.104097805993725
"ATM",0.104042383913146
"SCN3A",0.103864000386067
"TRPM3",0.101826238345046
"AHNAK2",0.101358874507777
"MUC16",0.101243281780922
"APOBR",0.100850976652515
"SCYL3",0.100838133451622
"DNAH7",0.100648047247482
"SMG8",0.100353457542746
"CACNA1E",0.100284819081326
"STAG2",0.0996216353618994
"PMFBP1",0.0995139133963267
"XIRP2",0.09939599610654
"DROSHA",0.0993391226124088
"TPR",0.0992852132505275
"IL6",0.0990895938321095
"PCNXL2",0.0990883650684915
"SPTBN4",0.0988778086228961
"SAMD9",0.0988501282275611
"HIST1H3B",0.0987657847882902
"ATP10A",0.0986253510675021
"ARHGAP28",0.0983911108590461
"ZRANB3",0.098365758560366
"FBXL18",0.0981816728197424
"PCDHGB6",0.0981455662010384
"TBCD",0.0980641995812972
"BRWD3",0.0979842886558504
"DAB2",0.097921486199857
"BNC1",0.0977948503025413
"BAI3",0.0977632755278419
"TRAPPC12",0.0977297125145196
"RYR2",0.0973905154575211
"TNIP2",0.0973841325083518
"CTNNA2",0.0972799549540623
"CACNA1A",0.0969370473840452
"C11orf30",0.0968677955893866
"KRT38",0.0968088453589275
"FNBP4",0.0967293826652196
"ZNF28",0.0967164921213196
"FCHO1",0.0967026040487613
"OR6A2",0.0966589096516805
"CUBN",0.0966051303722148
"OR51A7",0.096472473158533
"LRPPRC",0.0964706954028639
"RAPGEF6",0.0963814404166634
"GPRIN2",0.0963196647510642
"PHACTR4",0.0961962331799607
"CHD6",0.096066923185092
"CCDC180",0.0960580432797559
"SCN10A",0.0960490653318643
"WAC",0.0959571113690728
"TYW1B",0.0958965770547965
"EML6",0.0958855889444348
"FBXO30",0.0958008735400994
"TMC5",0.0957517146759368
"PSMC6",0.0957339568530664
"MYH7B",0.0956853312839785
"CAMSAP2",0.0955727360459716
"BMP2",0.0955428340542834
"PDZD2",0.0955393029091048
"POM121",0.095513028975289
"LRRC16A",0.095491543897294
"OR12D3",0.0954670483750459
"CPT2",0.0953867877292905
"RTTN",0.0953628193160877
"DHX57",0.0953352291023595
"DFNA5",0.0953219982965584
"RGS4",0.095249192756398
"DCAF4L2",0.0951766480540799
"NUP205",0.0951370727466365
"PRRX1",0.0950509183095075
"CHST2",0.0950100949134432
"SH3TC1",0.0950069891746643
"BLM",0.0949546907066961
"SUOX",0.0949515552345954
"LHCGR",0.0949449778406317
"SLX4",0.094930343094605
"HIST2H2BE",0.0949244274122353
"ZBED4",0.0949124098302433
"THSD7A",0.0949100629823432
"RC3H2",0.0948522347843659
"DDX55",0.0948031672639669
"IFI16",0.0947974230327314
"FAM186A",0.0947165751886826
"C5orf42",0.0946639504734626
"MYO7B",0.0946451232806339
"FOLR4",0.0946228802994158
"SCN8A",0.0945611353688045
"RTL1",0.0945539600698644
"AGAP3",0.0945531193352652
