"gene","geneScore"
"EYS",0.122178037245683
"MUC16",0.121833928607988
"SDCCAG8",0.113702754848037
"PRPF8",0.111246979955527
"ELL",0.110582654148841
"NLRC5",0.110437542173442
"PTPN22",0.11025479400988
"MYO5C",0.108247757981179
"MICAL2",0.108015098523777
"TENM4",0.10782209463911
"DMD",0.107250314442284
"FAM47C",0.107066231498305
"CENPE",0.107041849633937
"UBR3",0.106765868994015
"COL12A1",0.106568682340251
"KIT",0.106292189410783
"MYT1L",0.10574206758331
"TAF4",0.105418018394995
"KCNT2",0.105241257863485
"VPS13C",0.104579821986334
"KMT2D",0.10428929803137
"PCLO",0.104185159194194
"ZFPM2",0.103906154606629
"PLA2G4A",0.103320346735103
"LRP2",0.103139518653684
"LAMB1",0.103123575206497
"DNAH1",0.103053866233347
"STK31",0.1029454732542
"ABCA4",0.102884340311018
"PARK2",0.102712194816741
"CIRH1A",0.102626323852995
"LRP1",0.102444407027218
"ATAD2",0.102415543708025
"VCPIP1",0.102367278311944
"RAB3GAP2",0.102058737993602
"TTN",0.10202182800756
"PMFBP1",0.101976402536714
"C4orf17",0.101965879716235
"ATP10B",0.101937520631395
"UHRF1",0.101870998641515
"FREM3",0.101863775769552
"RBM44",0.101780111508994
"HCFC2",0.101551891015556
"EXPH5",0.101202541973664
"CCDC64B",0.101096099373571
"TENM2",0.100945354824538
"HOMER2",0.100944518361685
"TOPBP1",0.100908170171066
"PDCD11",0.100813293379729
"AHCTF1",0.100805809098523
"FIGN",0.100789364183153
"RIPK1",0.100735437820757
"SIGLEC7",0.100716075804488
"DNAH9",0.100565310052861
"CYP11B2",0.10053180567553
"NEDD4L",0.100491283054508
"CPQ",0.100470716704295
"NLRP1",0.100421959923411
"AKAP11",0.100405060930409
"GYS1",0.100376346602531
"PHF20L1",0.100276451820586
"DCAF17",0.100266256946881
"TJP1",0.100217932701318
"PRUNE2",0.100067970886153
"ZNF462",0.0997902406477192
"SIRPG",0.0997231249739275
"COL2A1",0.0996230977294162
"PPM1L",0.0994668775943597
"UNC13C",0.0994381208947953
"HERC6",0.0993841342855298
"TBC1D3P5",0.0992979971128773
"HGS",0.0992715300259754
"PCDHA7",0.0992651376853144
"GPLD1",0.0992562587729288
"SYT17",0.0992083349326718
"UNC80",0.0990875168425333
"NEBL",0.0990658400934399
"RIMS1",0.0989619009536961
"OBSL1",0.0988500364883499
"Z95704.1",0.0988067976220926
"CCDC138",0.0987056701086308
"ANGPT1",0.0986939950398156
"GON4L",0.0986471183648804
"APOB",0.0986294413596922
"ADAMTS18",0.0985705331110505
"ERMAP",0.098427761205884
"AGO3",0.0984206037394523
"INTS1",0.0984048242273427
"FAM129C",0.0983731922712133
"PHC3",0.0983650120411137
"UFL1",0.0982738957208804
"SPINK5",0.0982502313391179
"CIITA",0.0981002021329195
"EXOC3",0.0980925952643941
"NARFL",0.0980840285816885
"SLC13A2",0.0980821302381973
"ATP1A1",0.0980579961450096
"TMEM245",0.0977925326235368
"GBP7",0.0977608799226801
"CREBRF",0.0976821064649994
