"gene","geneScore"
"PIK3CA",1.17051680073525
"Unknown",0.177626063640332
"MAP3K1",0.172903164765816
"KMT2C",0.119929499324082
"CDH1",0.106813595541489
"MAP2K4",0.0885699714942003
"GATA3",0.0797194675347537
"NCOR1",0.0731406067633409
"ATM",0.0695492947567701
"MUC17",0.0672569580390988
"CROCCP2",0.0671004000459525
"RYR2",0.0579889830713969
"RP11-32B5.7",0.0528220972124555
"MDN1",0.0500073366440745
"TTN",0.0430371429669656
"ESPL1",0.042535724250076
"CBFB",0.0424977990539253
"CYFIP2",0.0410943680747641
"UBA6",0.0407830663431298
"CTCF",0.0402455647409643
"NEB",0.0401003464611945
"NF1",0.0389552537902022
"TBL1XR1",0.0380889963576298
"CUL4B",0.0369808528788959
"FREM2",0.0369316259632098
"KIF26B",0.0369139929384614
"SF3B1",0.0366609992716626
"SVEP1",0.0360704940299912
"UBC",0.0355887894601191
"ERV3-1",0.0351270015023859
"MYO9A",0.0350017508670591
"CCDC168",0.0341330307499101
"VWF",0.0341193199685953
"RUNX1",0.0338205239051672
"ASH1L",0.0337526780712481
"SSPO",0.033678177501675
"ATRX",0.0330962852901939
"RYR1",0.0330797353023817
"PIWIL1",0.0330163316925547
"FMN2",0.0327062598820386
"CACNA1C",0.0323868174950602
"CDKN1B",0.032367745962693
"MED23",0.0322488818883759
"NBPF1",0.032145622638631
"AHNAK2",0.0320144520210516
"MAGI2",0.0318372785355072
"EML5",0.0316016013460956
"DYNC1H1",0.0313024582522727
"FREM1",0.0309786614480945
"MUC16",0.0307220102945624
"FAM47C",0.0305461384868154
"PLCB4",0.0301779119059007
"TRANK1",0.0301412081047042
"CSMD1",0.0297867666555311
"MYO5B",0.0293413431166095
"MUC2",0.0291713259537944
"DOT1L",0.0291565285400025
"ATN1",0.0289603573048294
"CBLB",0.028559251005655
"SNX13",0.0283388784318376
"ZFP36L1",0.0283264510945227
"MYH7",0.0282106842790319
"TAF1L",0.0281861846819697
"CNTNAP5",0.0277937523781588
"GRIK1",0.0277440943810379
"FAM90A1",0.0277401979276521
"CACNA1E",0.0277187764085505
"KIAA1731",0.027547739423074
"EYS",0.0274642485714174
"HNF1A",0.0274111449784887
"FAT1",0.0273274677476631
"PRKD3",0.0273226781473149
"MAST1",0.0272530736407993
"PCNXL2",0.0272378555292824
"UPF2",0.026970922805755
"STAG1",0.0269269574259967
"NRK",0.0268573278813568
"DSG3",0.0267618486385029
"MAGEC3",0.026663690263083
"CTNNBL1",0.0263860983173643
"ERBB3",0.0261013293470579
"PRRC2C",0.0260260860074708
"RP5-1182A14.5",0.0260171368212287
"C3orf52",0.0259947349450037
"ANO5",0.0259810646113875
"MYH9",0.025980295662456
"PLS3",0.0259519736217595
"HTT",0.0259427734089071
"FAT4",0.0258889695913256
"ITGAV",0.0256905591986177
"ARID1A",0.0252710729753244
"SLCO1B3",0.0252666085095399
"JAK1",0.0252640822158971
"TMC5",0.0252446640022503
"TEX15",0.0252243912055171
"RIF1",0.0249732263533075
"PRRX1",0.02478069333055
"MYB",0.0247264515795064
"RP1",0.0246397525872843
"NLRC3",0.0245389540188891
