"gene","geneScore"
"CDH1",0.140076997266391
"KMT2C",0.134283626165976
"TTN",0.132783885651737
"FOXA1",0.116489921663434
"MAP3K1",0.111545312688605
"ERBB2",0.110736736454904
"RP11-85G18.6",0.109501399939129
"ASPM",0.109234328997255
"ZNF90",0.106066901184602
"GPR112",0.105856510234447
"HSPG2",0.105783785679993
"MAST4",0.105472932793118
"KCNT1",0.10513881465691
"TPCN1",0.104669671605263
"MUC16",0.104586268103858
"PIK3R1",0.104559132450929
"VPS54",0.104493169257107
"GALNT5",0.103954125855163
"QSOX1",0.103743717952298
"MDN1",0.103638843945855
"PEG3",0.103435457935184
"ARAP1",0.103161370861306
"PRKD2",0.103120581018595
"CACNG3",0.102724317354323
"BRWD3",0.102605839670401
"FNDC1",0.102517198351346
"TDRD5",0.102371189407014
"OR4A21P",0.102160546297407
"SCN8A",0.102147707297837
"WDR7",0.102017984720727
"SH3TC2",0.10201462383227
"ZDBF2",0.102004589084675
"CAD",0.101937461379052
"SMC4",0.101932983889163
"LRCH1",0.101895443213481
"TBL1XR1",0.101733096946156
"ZNF415",0.101606987957714
"TENM1",0.101587422247348
"LAMB3",0.10156927320201
"AKAP9",0.101528295567632
"KIAA1109",0.101491111398582
"RBM12",0.101355051065497
"ABCA12",0.101349106669918
"SEPT7P2",0.101294579290992
"CCDC88A",0.101174015742409
"BRF1",0.100962242676855
"SLC23A3",0.100937233517251
"SCN5A",0.100592768870617
"DENND3",0.100546788569756
"CSMD3",0.100487490820743
"SLC17A8",0.100465099998066
"ATP8B3",0.100282383127322
"FYCO1",0.100230928291844
"COL6A2",0.100094372616703
"MLLT4",0.100048339087865
"DYRK1A",0.100024310489017
"C9orf131",0.0999341800223962
"ADCY7",0.0998227514622665
"APOB",0.0997491004509264
"WWC3",0.0996563476901379
"POLQ",0.0995779771368708
"ANKRD30B",0.0995225329247059
"HIPK2",0.0995083349080453
"MLC1",0.0994627745160005
"ST6GALNAC1",0.0993869080227054
"ATRN",0.0992566940582579
"TLR4",0.0992478014874576
"FILIP1",0.099223269736866
"UNC13C",0.0992102443935156
"REV3L",0.0991625036617315
"DUOX1",0.0990803375284646
"URB1",0.0990589398058473
"NUAK2",0.0988632758349593
"LRP1",0.0986552752561094
"CDC42BPB",0.0984742205885464
"C12orf40",0.098406620286695
"KIAA0922",0.0983771230169638
"WT1",0.0982371178873839
"LRRN2",0.0982289404362286
"XIRP2",0.0982132329991641
"RNU1-61P",0.098210957684229
"SLC30A5",0.0981824939745515
"FSHR",0.098113893684377
"WDR45B",0.0981095341758367
"RNF43",0.0980602194711847
"SLC34A2",0.0980343101566195
"NOP2",0.097948604340545
"PAMR1",0.0978830090124281
"PCDHA9",0.0977594219126012
"CD1D",0.0977583517227677
"ANKHD1",0.0975773765298173
"FAP",0.0975327641954839
"PCDH18",0.0975207440716286
"ZNF618",0.097307446231392
"NEBL",0.097260754502378
"TBC1D4",0.0972246626326906
"CADPS",0.0972037169383103
"ANKRD24",0.0971144941502969
"EPHA5",0.0970766266295201
"NEO1",0.0970728612782411
